#wl,fl,unc,lq,uq,n
##double,double,double,double,double,int
2174.5000,4.04500,0.00790,3.6090,4.4920,3124
2175.5000,4.05100,0.00859,3.5540,4.5150,3129
2176.5000,4.03700,0.00815,3.5840,4.4950,3120
2177.5000,4.04800,0.00828,3.5640,4.4890,3119
2178.5000,4.02900,0.00819,3.5550,4.4700,3119
2179.5000,4.02300,0.00840,3.5420,4.4820,3127
2180.5000,4.02600,0.00788,3.5760,4.4560,3121
2181.5000,3.98600,0.00832,3.5240,4.4540,3122
2182.5000,4.02200,0.00812,3.5600,4.4670,3122
2183.5000,3.99500,0.00820,3.5610,4.4760,3116
2184.5000,4.00800,0.00804,3.5470,4.4460,3127
2185.5000,3.98900,0.00822,3.5300,4.4470,3114
2186.5000,3.96900,0.00789,3.5360,4.4180,3124
2187.5000,3.95400,0.00784,3.5160,4.3920,3119
2188.5000,3.94500,0.00794,3.4920,4.3800,3126
2189.5000,3.95800,0.00766,3.5330,4.3880,3117
2190.5000,3.95200,0.00805,3.5010,4.4000,3116
2191.5000,3.92700,0.00788,3.5010,4.3810,3117
2192.5000,3.92500,0.00775,3.5050,4.3720,3127
2193.5000,3.92700,0.00798,3.4820,4.3730,3119
2194.5000,3.92300,0.00772,3.4900,4.3510,3110
2195.5000,3.89800,0.00776,3.4610,4.3280,3119
2196.5000,3.92500,0.00821,3.4620,4.3790,3121
2197.5000,3.89700,0.00773,3.4570,4.3220,3132
2198.5000,3.88800,0.00811,3.4130,4.3190,3120
2199.5000,3.87100,0.00787,3.4220,4.3010,3122
2200.5000,3.90100,0.00801,3.4310,4.3250,3116
2201.5000,3.89000,0.00788,3.4550,4.3370,3130
2202.5000,3.88100,0.00795,3.4390,4.3260,3114
2203.5000,3.88400,0.00790,3.4360,4.3180,3114
2204.5000,3.87600,0.00823,3.3890,4.3100,3132
2205.5000,3.88600,0.00787,3.4320,4.3100,3114
2206.5000,3.87300,0.00781,3.4250,4.2990,3131
2207.5000,3.87500,0.00786,3.4270,4.3060,3128
2208.5000,3.88700,0.00748,3.4720,4.3080,3121
2209.5000,3.87900,0.00785,3.4410,4.3180,3120
2210.5000,3.90500,0.00784,3.4630,4.3400,3132
2211.5000,3.89900,0.00790,3.4500,4.3320,3119
2212.5000,3.90200,0.00826,3.4450,4.3690,3132
2213.5000,3.90100,0.00792,3.4420,4.3280,3130
2214.5000,3.90100,0.00763,3.4640,4.3180,3136
2215.5000,3.88700,0.00790,3.4490,4.3340,3137
2216.5000,3.87600,0.00801,3.4300,4.3250,3118
2217.5000,3.89900,0.00806,3.4520,4.3510,3112
2218.5000,3.89300,0.00742,3.4810,4.3130,3140
2219.5000,3.90800,0.00783,3.4750,4.3480,3109
2220.5000,3.87100,0.00802,3.4290,4.3250,3117
2221.5000,3.91900,0.00787,3.4580,4.3390,3135
2222.5000,3.88700,0.00776,3.4500,4.3180,3125
2223.5000,3.88900,0.00721,3.4810,4.2870,3120
2224.5000,3.89100,0.00783,3.4460,4.3210,3123
2225.5000,3.87000,0.00753,3.4380,4.2800,3128
2226.5000,3.89900,0.00764,3.4660,4.3190,3117
2227.5000,3.87000,0.00782,3.4240,4.2990,3128
2228.5000,3.84600,0.00783,3.4280,4.3020,3116
2229.5000,3.82600,0.00747,3.4160,4.2510,3127
2230.5000,3.84900,0.00754,3.3980,4.2420,3134
2231.5000,3.85800,0.00762,3.4120,4.2650,3131
2232.5000,3.84600,0.00760,3.4270,4.2790,3143
2233.5000,3.83300,0.00762,3.3970,4.2500,3130
2234.5000,3.84000,0.00759,3.4030,4.2520,3130
2235.5000,3.80200,0.00758,3.3880,4.2380,3144
2236.5000,3.80400,0.00770,3.3710,4.2320,3124
2237.5000,3.78500,0.00757,3.3510,4.1970,3122
2238.5000,3.76800,0.00750,3.3710,4.2090,3124
2239.5000,3.79100,0.00770,3.3880,4.2460,3101
2240.5000,3.81900,0.00745,3.3980,4.2310,3126
2241.5000,3.79900,0.00755,3.3750,4.2190,3126
2242.5000,3.80600,0.00730,3.3820,4.1980,3128
2243.5000,3.80300,0.00770,3.3820,4.2420,3116
2244.5000,3.79800,0.00747,3.3540,4.1890,3124
2245.5000,3.79800,0.00736,3.3850,4.2050,3104
2246.5000,3.81100,0.00784,3.3440,4.2210,3130
2247.5000,3.82000,0.00742,3.4000,4.2300,3126
2248.5000,3.79100,0.00769,3.3540,4.2130,3122
2249.5000,3.80400,0.00738,3.3870,4.2130,3128
2250.5000,3.77900,0.00742,3.3710,4.2020,3137
2251.5000,3.81700,0.00743,3.3920,4.2220,3119
2252.5000,3.82100,0.00760,3.4080,4.2550,3103
2253.5000,3.82600,0.00769,3.4080,4.2670,3118
2254.5000,3.79700,0.00725,3.3990,4.2070,3103
2255.5000,3.84000,0.00698,3.4520,4.2320,3120
2256.5000,3.82800,0.00741,3.4140,4.2400,3107
2257.5000,3.78900,0.00745,3.3890,4.2220,3122
2258.5000,3.80500,0.00760,3.3770,4.2260,3120
2259.5000,3.81600,0.00745,3.4070,4.2380,3109
2260.5000,3.80500,0.00732,3.4200,4.2380,3119
2261.5000,3.83800,0.00721,3.4390,4.2440,3119
2262.5000,3.82300,0.00732,3.4110,4.2270,3108
2263.5000,3.82300,0.00753,3.4090,4.2500,3118
2264.5000,3.85600,0.00727,3.4530,4.2650,3115
2265.5000,3.84100,0.00789,3.4030,4.2810,3099
2266.5000,3.84300,0.00749,3.4220,4.2550,3090
2267.5000,3.84200,0.00736,3.4370,4.2570,3106
2268.5000,3.82600,0.00710,3.4310,4.2220,3105
2269.5000,3.83800,0.00752,3.4440,4.2830,3112
2270.5000,3.82800,0.00722,3.4370,4.2400,3091
2271.5000,3.84700,0.00731,3.4590,4.2720,3096
2272.5000,3.83700,0.00744,3.4260,4.2570,3121
2273.5000,3.85600,0.00722,3.4550,4.2610,3114
2274.5000,3.87600,0.00751,3.4550,4.2930,3113
2275.5000,3.88400,0.00716,3.4860,4.2850,3112
2276.5000,3.89100,0.00763,3.4640,4.3120,3091
2277.5000,3.88400,0.00743,3.4700,4.2980,3101
2278.5000,3.88300,0.00742,3.4650,4.2900,3094
2279.5000,3.89500,0.00735,3.4820,4.3010,3100
2280.5000,3.88300,0.00697,3.4870,4.2650,3112
2281.5000,3.87800,0.00734,3.4820,4.2990,3096
2282.5000,3.89600,0.00726,3.4980,4.3070,3103
2283.5000,3.89300,0.00733,3.4800,4.2990,3121
2284.5000,3.92600,0.00721,3.5130,4.3200,3128
2285.5000,3.90000,0.00765,3.4760,4.3310,3119
2286.5000,3.90900,0.00739,3.4830,4.3070,3110
2287.5000,3.91700,0.00736,3.4960,4.3150,3096
2288.5000,3.92000,0.00774,3.4960,4.3550,3081
2289.5000,3.93200,0.00729,3.5360,4.3490,3109
2290.5000,3.93400,0.00733,3.5250,4.3430,3110
2291.5000,3.92700,0.00728,3.5360,4.3450,3089
2292.5000,3.94100,0.00755,3.5180,4.3590,3105
2293.5000,3.94200,0.00761,3.5290,4.3770,3108
2294.5000,3.94700,0.00742,3.5410,4.3690,3115
2295.5000,3.94900,0.00711,3.5540,4.3480,3118
2296.5000,3.97000,0.00753,3.5590,4.3960,3085
2297.5000,3.96500,0.00754,3.5450,4.3840,3092
2298.5000,3.96700,0.00729,3.5790,4.3920,3110
2299.5000,3.96800,0.00729,3.5500,4.3610,3092
2300.5000,3.95800,0.00728,3.5700,4.3790,3088
2301.5000,3.96100,0.00772,3.5490,4.4070,3091
2302.5000,3.96100,0.00760,3.5440,4.3910,3108
2303.5000,3.95700,0.00730,3.5580,4.3720,3110
2304.5000,3.97700,0.00728,3.5740,4.3870,3121
2305.5000,3.98200,0.00725,3.5740,4.3790,3081
2306.5000,3.99200,0.00720,3.5930,4.3920,3076
2307.5000,3.97900,0.00774,3.5520,4.4140,3099
2308.5000,3.98700,0.00737,3.5780,4.3980,3091
2309.5000,3.98900,0.00779,3.5620,4.4260,3077
2310.5000,3.96600,0.00743,3.5600,4.3880,3104
2311.5000,3.96900,0.00729,3.5610,4.3730,3099
2312.5000,3.98400,0.00744,3.5620,4.3930,3123
2313.5000,4.00000,0.00752,3.5630,4.3970,3079
2314.5000,4.00000,0.00754,3.5810,4.4170,3073
2315.5000,4.00000,0.00735,3.6030,4.4210,3095
2316.5000,3.99900,0.00768,3.5820,4.4360,3095
2317.5000,4.00000,0.00754,3.5950,4.4310,3072
2318.5000,4.00800,0.00771,3.5820,4.4420,3107
2319.5000,4.01500,0.00764,3.6010,4.4530,3109
2320.5000,4.03500,0.00746,3.6200,4.4540,3122
2321.5000,4.03300,0.00740,3.6340,4.4550,3078
2322.5000,4.05000,0.00762,3.6320,4.4780,3078
2323.5000,4.03200,0.00768,3.6320,4.4880,3104
2324.5000,4.05800,0.00759,3.6470,4.4920,3095
2325.5000,4.06900,0.00723,3.6750,4.4770,3080
2326.5000,4.08700,0.00756,3.6720,4.5140,3102
2327.5000,4.10300,0.00751,3.6890,4.5260,3109
2328.5000,4.12400,0.00775,3.6960,4.5620,3118
2329.5000,4.07700,0.00786,3.6500,4.5220,3075
2330.5000,4.06500,0.00750,3.6450,4.4770,3078
2331.5000,4.05800,0.00774,3.6200,4.4810,3096
2332.5000,4.04200,0.00756,3.6400,4.4780,3072
2333.5000,4.02800,0.00766,3.6240,4.4760,3092
2334.5000,3.99100,0.00760,3.6040,4.4520,3110
2335.5000,3.98800,0.00753,3.5860,4.4260,3115
2336.5000,3.98700,0.00741,3.5750,4.3960,3067
2337.5000,3.99700,0.00738,3.5820,4.4000,3072
2338.5000,3.95900,0.00758,3.5390,4.3800,3079
2339.5000,3.93300,0.00733,3.5390,4.3540,3087
2340.5000,3.95100,0.00745,3.5670,4.3940,3084
2341.5000,3.93600,0.00748,3.5330,4.3670,3105
2342.5000,3.93100,0.00722,3.5440,4.3490,3109
2343.5000,3.92000,0.00710,3.5390,4.3260,3071
2344.5000,3.93000,0.00743,3.5400,4.3630,3067
2345.5000,3.91200,0.00728,3.5100,4.3190,3084
2346.5000,3.93100,0.00724,3.5320,4.3330,3064
2347.5000,3.89200,0.00719,3.5100,4.3100,3093
2348.5000,3.87700,0.00714,3.4960,4.2900,3095
2349.5000,3.86900,0.00726,3.4860,4.2950,3106
2350.5000,3.88200,0.00719,3.5010,4.2970,3062
2351.5000,3.86800,0.00731,3.4760,4.2890,3092
2352.5000,3.86300,0.00706,3.4800,4.2620,3065
2353.5000,3.86000,0.00712,3.4710,4.2610,3075
2354.5000,3.83300,0.00687,3.4970,4.2610,3092
2355.5000,3.85700,0.00707,3.4720,4.2600,3107
2356.5000,3.87600,0.00725,3.4790,4.2830,3073
2357.5000,3.83500,0.00699,3.4580,4.2330,3070
2358.5000,3.84500,0.00709,3.4770,4.2640,3077
2359.5000,3.83600,0.00748,3.4340,4.2610,3058
2360.5000,3.83400,0.00720,3.4450,4.2460,3092
2361.5000,3.83200,0.00698,3.4560,4.2340,3103
2362.5000,3.82300,0.00714,3.4380,4.2300,3072
2363.5000,3.82800,0.00717,3.4380,4.2310,3054
2364.5000,3.82500,0.00733,3.4340,4.2470,3075
2365.5000,3.83900,0.00729,3.4630,4.2700,3064
2366.5000,3.80500,0.00719,3.4080,4.2080,3093
2367.5000,3.82200,0.00706,3.4500,4.2360,3100
2368.5000,3.82100,0.00712,3.4410,4.2320,3082
2369.5000,3.79400,0.00734,3.4040,4.2140,3043
2370.5000,3.80800,0.00730,3.4110,4.2210,3077
2371.5000,3.80800,0.00706,3.4310,4.2110,3053
2372.5000,3.80000,0.00673,3.4320,4.1800,3090
2373.5000,3.79400,0.00708,3.4230,4.2100,3090
2374.5000,3.79100,0.00699,3.4350,4.2100,3072
2375.5000,3.76700,0.00747,3.3840,4.2090,3051
2376.5000,3.79300,0.00707,3.4000,4.1860,3087
2377.5000,3.77400,0.00700,3.3990,4.1720,3047
2378.5000,3.78100,0.00708,3.4070,4.1940,3091
2379.5000,3.78800,0.00713,3.4020,4.1950,3095
2380.5000,3.79500,0.00714,3.4000,4.1910,3066
2381.5000,3.78200,0.00733,3.3870,4.1980,3058
2382.5000,3.78600,0.00725,3.4020,4.2050,3069
2383.5000,3.79400,0.00715,3.4160,4.2070,3062
2384.5000,3.78600,0.00698,3.4140,4.1910,3098
2385.5000,3.80300,0.00715,3.4160,4.2130,3103
2386.5000,3.78000,0.00691,3.4040,4.1650,3033
2387.5000,3.80200,0.00725,3.4050,4.2080,3065
2388.5000,3.77900,0.00698,3.4220,4.1950,3069
2389.5000,3.77700,0.00702,3.4100,4.1880,3074
2390.5000,3.79800,0.00702,3.4180,4.1990,3092
2391.5000,3.79400,0.00708,3.4260,4.2090,3062
2392.5000,3.79000,0.00693,3.4180,4.1850,3064
2393.5000,3.77300,0.00698,3.4210,4.1950,3071
2394.5000,3.77200,0.00701,3.4060,4.1800,3049
2395.5000,3.79000,0.00707,3.4210,4.2070,3093
2396.5000,3.76800,0.00712,3.3920,4.1830,3087
2397.5000,3.80500,0.00707,3.4200,4.1990,3032
2398.5000,3.79100,0.00717,3.4180,4.2120,3068
2399.5000,3.78600,0.00714,3.4190,4.2070,3041
2400.5000,3.79000,0.00716,3.4010,4.1960,3078
2401.5000,3.77400,0.00699,3.4110,4.1880,3093
2402.5000,3.75900,0.00713,3.3990,4.1850,3041
2403.5000,3.78300,0.00724,3.4070,4.2070,3050
2404.5000,3.78800,0.00705,3.4270,4.2060,3052
2405.5000,3.77900,0.00687,3.4320,4.1940,3077
2406.5000,3.78500,0.00690,3.4170,4.1840,3090
2407.5000,3.81100,0.00712,3.4320,4.2180,3050
2408.5000,3.80300,0.00726,3.4150,4.2190,3063
2409.5000,3.81400,0.00694,3.4520,4.2190,3050
2410.5000,3.80900,0.00720,3.4320,4.2300,3073
2411.5000,3.83500,0.00726,3.4290,4.2360,3085
2412.5000,3.82200,0.00730,3.4310,4.2380,3058
2413.5000,3.79800,0.00731,3.4260,4.2350,3059
2414.5000,3.81200,0.00711,3.4490,4.2340,3045
2415.5000,3.85600,0.00722,3.4680,4.2670,3063
2416.5000,3.86300,0.00723,3.5000,4.3040,3088
2417.5000,3.87000,0.00717,3.4850,4.2780,3061
2418.5000,3.89100,0.00733,3.5120,4.3200,3038
2419.5000,3.89700,0.00735,3.5140,4.3260,3052
2420.5000,3.93600,0.00718,3.5590,4.3560,3081
2421.5000,3.91900,0.00731,3.5350,4.3480,3093
2422.5000,3.93700,0.00744,3.5430,4.3640,3043
2423.5000,3.93400,0.00756,3.5460,4.3810,3052
2424.5000,3.93200,0.00746,3.5460,4.3700,3047
2425.5000,3.92100,0.00715,3.5560,4.3510,3089
2426.5000,3.90500,0.00721,3.5250,4.3260,3087
2427.5000,3.88900,0.00764,3.4970,4.3360,3014
2428.5000,3.85300,0.00729,3.4710,4.2770,3058
2429.5000,3.83600,0.00733,3.4670,4.2760,3042
2430.5000,3.85000,0.00707,3.4860,4.2710,3084
2431.5000,3.84700,0.00713,3.4680,4.2570,3060
2432.5000,3.82500,0.00726,3.4550,4.2540,3031
2433.5000,3.83800,0.00729,3.4540,4.2580,3044
2434.5000,3.83800,0.00728,3.4620,4.2690,3070
2435.5000,3.85900,0.00713,3.4690,4.2600,3076
2436.5000,3.83400,0.00744,3.4540,4.2760,3048
2437.5000,3.81400,0.00720,3.4440,4.2380,3041
2438.5000,3.81600,0.00705,3.4540,4.2300,3032
2439.5000,3.80800,0.00705,3.4440,4.2260,3073
2440.5000,3.82100,0.00707,3.4550,4.2380,3068
2441.5000,3.82600,0.00695,3.4750,4.2390,3018
2442.5000,3.79900,0.00691,3.4530,4.2170,3053
2443.5000,3.79100,0.00689,3.4390,4.1990,3040
2444.5000,3.77800,0.00715,3.4160,4.2090,3079
2445.5000,3.77100,0.00738,3.3900,4.2040,3045
2446.5000,3.74800,0.00709,3.3880,4.1690,3031
2447.5000,3.77000,0.00683,3.4270,4.1790,3029
2448.5000,3.75400,0.00693,3.3830,4.1530,3085
2449.5000,3.74300,0.00696,3.3790,4.1480,3051
2450.5000,3.76800,0.00689,3.4080,4.1650,3022
2451.5000,3.75200,0.00711,3.3580,4.1400,3025
2452.5000,3.73600,0.00713,3.3660,4.1540,3053
2453.5000,3.73500,0.00694,3.3680,4.1370,3073
2454.5000,3.72100,0.00695,3.3490,4.1110,3008
2455.5000,3.71600,0.00716,3.3590,4.1480,3032
2456.5000,3.71800,0.00701,3.3600,4.1300,3020
2457.5000,3.71500,0.00692,3.3720,4.1390,3070
2458.5000,3.71100,0.00693,3.3480,4.1120,3041
2459.5000,3.71200,0.00683,3.3710,4.1210,3017
2460.5000,3.73200,0.00709,3.3660,4.1440,3013
2461.5000,3.73500,0.00695,3.3820,4.1500,3055
2462.5000,3.73700,0.00706,3.3840,4.1630,3046
2463.5000,3.75700,0.00722,3.4000,4.1920,3009
2464.5000,3.75700,0.00711,3.3880,4.1700,3023
2465.5000,3.73100,0.00700,3.3760,4.1470,3032
2466.5000,3.76600,0.00685,3.4250,4.1830,3061
2467.5000,3.74300,0.00688,3.4040,4.1550,2983
2468.5000,3.75100,0.00695,3.4020,4.1660,3018
2469.5000,3.75600,0.00685,3.4000,4.1550,3035
2470.5000,3.77000,0.00735,3.3960,4.2090,3055
2471.5000,3.76800,0.00714,3.3900,4.1710,2990
2472.5000,3.74700,0.00727,3.3840,4.1850,3032
2473.5000,3.73200,0.00709,3.3680,4.1470,3021
2474.5000,3.74300,0.00701,3.3750,4.1500,3056
2475.5000,3.73200,0.00687,3.3830,4.1340,2985
2476.5000,3.73700,0.00680,3.3810,4.1300,3033
2477.5000,3.73500,0.00687,3.3760,4.1290,3006
2478.5000,3.72100,0.00684,3.3690,4.1240,3049
2479.5000,3.71800,0.00694,3.3690,4.1290,2994
2480.5000,3.71200,0.00697,3.3520,4.1170,3011
2481.5000,3.70900,0.00694,3.3600,4.1200,3002
2482.5000,3.71500,0.00695,3.3630,4.1300,3049
2483.5000,3.71300,0.00689,3.3540,4.1070,2985
2484.5000,3.72400,0.00686,3.3740,4.1270,3011
2485.5000,3.72400,0.00705,3.3660,4.1370,2991
2486.5000,3.70700,0.00692,3.3450,4.1100,3051
2487.5000,3.70600,0.00700,3.3580,4.1220,2979
2488.5000,3.71700,0.00727,3.3480,4.1460,3012
2489.5000,3.71600,0.00683,3.3610,4.1100,3007
2490.5000,3.69100,0.00698,3.3330,4.1020,3032
2491.5000,3.69800,0.00725,3.3300,4.1200,2972
2492.5000,3.67700,0.00695,3.3450,4.1070,3005
2493.5000,3.69400,0.00705,3.3520,4.1250,3004
2494.5000,3.71900,0.00701,3.3550,4.1290,3045
2495.5000,3.68900,0.00708,3.3400,4.1120,2973
2496.5000,3.67800,0.00701,3.3380,4.1050,2996
2497.5000,3.68500,0.00688,3.3420,4.0980,3020
2498.5000,3.69500,0.00698,3.3400,4.1100,3039
2499.5000,3.68300,0.00701,3.3400,4.1060,2984
2500.5000,3.68400,0.00695,3.3200,4.0800,2992
2501.5000,3.67100,0.00715,3.3010,4.0890,3038
2502.5000,3.68700,0.00681,3.3340,4.0820,3016
2503.5000,3.66400,0.00698,3.3210,4.0860,3002
2504.5000,3.66000,0.00705,3.3090,4.0800,2994
2505.5000,3.65900,0.00685,3.3080,4.0640,3045
2506.5000,3.67600,0.00695,3.3180,4.0800,3008
2507.5000,3.66000,0.00695,3.3160,4.0780,3005
2508.5000,3.64400,0.00691,3.3170,4.0740,3001
2509.5000,3.64700,0.00688,3.2820,4.0430,3055
2510.5000,3.65100,0.00717,3.2820,4.0650,2980
2511.5000,3.64800,0.00687,3.3020,4.0560,3011
2512.5000,3.65100,0.00685,3.3070,4.0620,3036
2513.5000,3.64000,0.00680,3.2960,4.0470,3045
2514.5000,3.64000,0.00684,3.2840,4.0320,2988
2515.5000,3.63900,0.00693,3.2820,4.0400,2990
2516.5000,3.62500,0.00683,3.2840,4.0370,3043
2517.5000,3.62000,0.00706,3.2740,4.0510,3030
2518.5000,3.60500,0.00683,3.2740,4.0210,2989
2519.5000,3.60900,0.00689,3.2540,4.0090,2999
2520.5000,3.61800,0.00687,3.2800,4.0390,3049
2521.5000,3.60200,0.00688,3.2650,4.0150,2973
2522.5000,3.60600,0.00692,3.2560,4.0150,3006
2523.5000,3.59000,0.00684,3.2410,3.9940,3028
2524.5000,3.59900,0.00673,3.2520,3.9900,3009
2525.5000,3.60800,0.00693,3.2580,4.0180,3007
2526.5000,3.61300,0.00698,3.2580,4.0220,2993
2527.5000,3.59500,0.00679,3.2480,3.9980,3047
2528.5000,3.58800,0.00668,3.2410,3.9710,2984
2529.5000,3.59200,0.00693,3.2410,4.0000,2997
2530.5000,3.59400,0.00688,3.2470,4.0040,3028
2531.5000,3.56400,0.00669,3.2280,3.9630,3021
2532.5000,3.59100,0.00679,3.2470,3.9890,2989
2533.5000,3.59100,0.00685,3.2420,3.9910,2986
2534.5000,3.57700,0.00661,3.2320,3.9600,3035
2535.5000,3.56900,0.00689,3.2170,3.9690,2975
2536.5000,3.56700,0.00654,3.2370,3.9540,3003
2537.5000,3.56600,0.00705,3.1990,3.9750,3025
2538.5000,3.58300,0.00688,3.2390,3.9950,3016
2539.5000,3.59300,0.00671,3.2360,3.9710,2997
2540.5000,3.55700,0.00708,3.2010,3.9750,2991
2541.5000,3.55300,0.00669,3.2080,3.9460,3044
2542.5000,3.55300,0.00694,3.2200,3.9760,2967
2543.5000,3.55700,0.00668,3.2120,3.9440,3002
2544.5000,3.53400,0.00696,3.1980,3.9630,3019
2545.5000,3.55200,0.00657,3.2240,3.9450,3011
2546.5000,3.54700,0.00659,3.2180,3.9380,2981
2547.5000,3.52400,0.00677,3.1760,3.9180,2999
2548.5000,3.52300,0.00688,3.1790,3.9360,3031
2549.5000,3.54800,0.00661,3.1990,3.9180,2962
2550.5000,3.50600,0.00689,3.1530,3.9040,2974
2551.5000,3.50800,0.00660,3.1730,3.8990,3025
2552.5000,3.52900,0.00682,3.1610,3.9040,2970
2553.5000,3.51900,0.00689,3.1760,3.9300,2993
2554.5000,3.48000,0.00672,3.1500,3.8880,3013
2555.5000,3.46900,0.00678,3.1360,3.8780,2998
2556.5000,3.50000,0.00680,3.1510,3.8920,2971
2557.5000,3.49400,0.00659,3.1520,3.8730,2994
2558.5000,3.46600,0.00653,3.1420,3.8620,3039
2559.5000,3.48300,0.00658,3.1440,3.8590,2950
2560.5000,3.47800,0.00678,3.1270,3.8670,2977
2561.5000,3.46800,0.00649,3.1490,3.8630,3024
2562.5000,3.45200,0.00651,3.1160,3.8250,2962
2563.5000,3.45600,0.00660,3.1310,3.8510,2978
2564.5000,3.46600,0.00640,3.1250,3.8280,3012
2565.5000,3.44000,0.00666,3.1110,3.8400,2996
2566.5000,3.43700,0.00682,3.0920,3.8370,2981
2567.5000,3.44200,0.00660,3.1200,3.8420,2988
2568.5000,3.45000,0.00647,3.1160,3.8250,3004
2569.5000,3.43400,0.00648,3.1040,3.8100,2968
2570.5000,3.44000,0.00655,3.0990,3.8120,2963
2571.5000,3.41500,0.00644,3.0980,3.8070,3031
2572.5000,3.45000,0.00669,3.1090,3.8360,2950
2573.5000,3.41500,0.00675,3.0620,3.7980,2976
2574.5000,3.40900,0.00647,3.0860,3.7970,3021
2575.5000,3.40000,0.00680,3.0420,3.7810,2953
2576.5000,3.42800,0.00673,3.0790,3.8130,2974
2577.5000,3.41100,0.00637,3.0870,3.7860,3015
2578.5000,3.40700,0.00664,3.0600,3.7850,2983
2579.5000,3.41100,0.00655,3.0820,3.7970,2978
2580.5000,3.40100,0.00657,3.0680,3.7870,2997
2581.5000,3.38800,0.00657,3.0500,3.7690,2993
2582.5000,3.38200,0.00660,3.0400,3.7590,2965
2583.5000,3.36400,0.00626,3.0310,3.7150,2988
2584.5000,3.37700,0.00641,3.0470,3.7480,2989
2585.5000,3.37900,0.00647,3.0440,3.7490,2972
2586.5000,3.38500,0.00650,3.0560,3.7640,2970
2587.5000,3.38500,0.00672,3.0270,3.7640,3003
2588.5000,3.38800,0.00699,3.0190,3.7800,2959
2589.5000,3.37400,0.00639,3.0600,3.7570,2975
2590.5000,3.37200,0.00648,3.0340,3.7440,3005
2591.5000,3.36800,0.00663,3.0370,3.7580,2958
2592.5000,3.38100,0.00666,3.0530,3.7780,2962
2593.5000,3.33800,0.00665,3.0070,3.7380,3018
2594.5000,3.35300,0.00655,3.0260,3.7380,2953
2595.5000,3.32800,0.00654,3.0180,3.7300,2962
2596.5000,3.35500,0.00624,3.0320,3.7180,3022
2597.5000,3.33800,0.00650,3.0190,3.7250,2949
2598.5000,3.35500,0.00666,3.0220,3.7460,2958
2599.5000,3.33000,0.00605,3.0130,3.6770,3014
2600.5000,3.32900,0.00665,2.9930,3.7140,2937
2601.5000,3.33400,0.00666,2.9960,3.7210,2959
2602.5000,3.33000,0.00654,3.0070,3.7250,3015
2603.5000,3.34700,0.00649,3.0060,3.7100,2944
2604.5000,3.31300,0.00627,2.9940,3.6760,2954
2605.5000,3.33500,0.00643,3.0160,3.7220,3018
2606.5000,3.31800,0.00664,2.9780,3.6960,2927
2607.5000,3.31700,0.00679,2.9740,3.7120,2956
2608.5000,3.33700,0.00651,3.0050,3.7190,3011
2609.5000,3.34000,0.00662,3.0100,3.7270,2930
2610.5000,3.33300,0.00646,3.0110,3.7120,2946
2611.5000,3.32700,0.00647,3.0040,3.7130,3006
2612.5000,3.33000,0.00673,3.0080,3.7370,2932
2613.5000,3.32500,0.00667,2.9950,3.7180,2935
2614.5000,3.33300,0.00634,3.0060,3.7030,3017
2615.5000,3.33600,0.00658,3.0100,3.7230,2937
2616.5000,3.30700,0.00675,2.9720,3.7040,2937
2617.5000,3.32300,0.00652,2.9920,3.7070,3003
2618.5000,3.32500,0.00655,2.9970,3.7060,2927
2619.5000,3.32600,0.00666,2.9880,3.7110,2944
2620.5000,3.32300,0.00630,3.0100,3.7000,2998
2621.5000,3.33700,0.00661,2.9990,3.7130,2921
2622.5000,3.31700,0.00661,2.9840,3.7020,2947
2623.5000,3.30800,0.00637,2.9800,3.6760,2981
2624.5000,3.29800,0.00648,2.9810,3.6830,2934
2625.5000,3.30300,0.00658,2.9740,3.6900,2959
2626.5000,3.31900,0.00651,2.9930,3.7010,2961
2627.5000,3.30500,0.00649,2.9760,3.6810,2946
2628.5000,3.32100,0.00649,2.9960,3.7030,2964
2629.5000,3.29400,0.00651,2.9640,3.6730,2963
2630.5000,3.27900,0.00648,2.9630,3.6630,2915
2631.5000,3.28900,0.00650,2.9630,3.6720,2973
2632.5000,3.26800,0.00659,2.9430,3.6570,2936
2633.5000,3.25800,0.00646,2.9380,3.6380,2939
2634.5000,3.27400,0.00659,2.9300,3.6480,2972
2635.5000,3.26800,0.00634,2.9390,3.6250,2925
2636.5000,3.24200,0.00646,2.9300,3.6300,2932
2637.5000,3.22700,0.00614,2.9140,3.5860,2996
2638.5000,3.21700,0.00674,2.8940,3.6220,2916
2639.5000,3.19600,0.00624,2.8970,3.5720,2921
2640.5000,3.18800,0.00655,2.8710,3.5870,2983
2641.5000,3.16800,0.00671,2.8410,3.5650,2910
2642.5000,3.18800,0.00666,2.8600,3.5830,2946
2643.5000,3.16900,0.00644,2.8430,3.5430,2954
2644.5000,3.17700,0.00646,2.8470,3.5470,2937
2645.5000,3.14600,0.00625,2.8480,3.5260,2946
2646.5000,3.16200,0.00641,2.8410,3.5360,2936
2647.5000,3.12700,0.00656,2.8030,3.5120,2924
2648.5000,3.11500,0.00634,2.7960,3.4870,2969
2649.5000,3.12300,0.00638,2.8010,3.4910,2920
2650.5000,3.13000,0.00637,2.8020,3.4910,2926
2651.5000,3.12200,0.00645,2.7870,3.4930,2999
2652.5000,3.08700,0.00675,2.7430,3.4720,2919
2653.5000,3.09800,0.00622,2.7930,3.4660,2925
2654.5000,3.08500,0.00651,2.7610,3.4710,2977
