#wl,fl,unc,lq,uq,n
##double,double,double,double,double,int
4102.5000,1.36500,0.00556,1.1890,1.5640,1139
4103.5000,1.35200,0.00543,1.1880,1.5540,1135
4104.5000,1.36100,0.00532,1.1800,1.5380,1131
4105.5000,1.34600,0.00506,1.1870,1.5290,1143
4106.5000,1.32800,0.00492,1.1680,1.4990,1131
4107.5000,1.33000,0.00505,1.1580,1.4980,1135
4108.5000,1.31000,0.00491,1.1680,1.5000,1144
4109.5000,1.32800,0.00491,1.1700,1.5000,1128
4110.5000,1.32600,0.00495,1.1610,1.4930,1123
4111.5000,1.32100,0.00501,1.1510,1.4890,1136
4112.5000,1.32500,0.00482,1.1690,1.4950,1143
4113.5000,1.31600,0.00479,1.1530,1.4750,1132
4114.5000,1.31300,0.00466,1.1550,1.4670,1120
4115.5000,1.31200,0.00477,1.1570,1.4780,1131
4116.5000,1.31900,0.00475,1.1590,1.4770,1122
4117.5000,1.30800,0.00455,1.1500,1.4550,1125
4118.5000,1.29800,0.00486,1.1370,1.4620,1119
4119.5000,1.29900,0.00479,1.1450,1.4650,1117
4120.5000,1.29500,0.00454,1.1440,1.4480,1120
4121.5000,1.27200,0.00460,1.1240,1.4310,1112
4122.5000,1.28800,0.00497,1.1270,1.4590,1114
4123.5000,1.29000,0.00478,1.1320,1.4520,1122
4124.5000,1.28700,0.00486,1.1290,1.4550,1126
4125.5000,1.27800,0.00460,1.1260,1.4340,1120
4126.5000,1.27400,0.00469,1.1270,1.4420,1126
4127.5000,1.26600,0.00471,1.1080,1.4220,1111
4128.5000,1.27200,0.00441,1.1200,1.4160,1128
4129.5000,1.26600,0.00481,1.1100,1.4310,1114
4130.5000,1.24500,0.00441,1.1050,1.4000,1121
4131.5000,1.24100,0.00441,1.0980,1.3940,1124
4132.5000,1.23300,0.00459,1.0850,1.3920,1119
4133.5000,1.23400,0.00467,1.0830,1.3940,1109
4134.5000,1.23300,0.00439,1.0970,1.3900,1113
4135.5000,1.22400,0.00461,1.0720,1.3800,1114
4136.5000,1.22400,0.00457,1.0700,1.3750,1112
4137.5000,1.23800,0.00468,1.0870,1.3980,1106
4138.5000,1.23200,0.00464,1.0860,1.3950,1108
4139.5000,1.23400,0.00438,1.0890,1.3810,1109
4140.5000,1.24800,0.00491,1.0790,1.4050,1103
4141.5000,1.22600,0.00456,1.0750,1.3780,1103
4142.5000,1.21800,0.00438,1.0700,1.3620,1113
4143.5000,1.19900,0.00457,1.0550,1.3600,1114
4144.5000,1.19900,0.00439,1.0640,1.3560,1105
4145.5000,1.19000,0.00422,1.0560,1.3370,1109
4146.5000,1.19400,0.00438,1.0530,1.3460,1118
4147.5000,1.20300,0.00456,1.0580,1.3600,1098
4148.5000,1.19300,0.00427,1.0510,1.3340,1096
4149.5000,1.19000,0.00456,1.0380,1.3410,1103
4150.5000,1.18900,0.00454,1.0440,1.3450,1097
4151.5000,1.18300,0.00427,1.0440,1.3280,1106
4152.5000,1.19800,0.00468,1.0400,1.3510,1102
4153.5000,1.18700,0.00417,1.0590,1.3340,1089
4154.5000,1.18500,0.00461,1.0370,1.3410,1089
4155.5000,1.18500,0.00433,1.0390,1.3240,1083
4156.5000,1.17900,0.00460,1.0310,1.3340,1087
4157.5000,1.18500,0.00478,1.0320,1.3480,1092
4158.5000,1.19000,0.00464,1.0430,1.3470,1074
4159.5000,1.19000,0.00460,1.0440,1.3470,1083
4160.5000,1.18000,0.00462,1.0320,1.3360,1082
4161.5000,1.19700,0.00466,1.0360,1.3420,1079
4162.5000,1.20300,0.00481,1.0450,1.3610,1080
4163.5000,1.18400,0.00479,1.0310,1.3440,1068
4164.5000,1.19600,0.00495,1.0370,1.3630,1084
4165.5000,1.19600,0.00462,1.0500,1.3540,1081
4166.5000,1.19900,0.00473,1.0550,1.3650,1075
4167.5000,1.19700,0.00463,1.0410,1.3440,1073
4168.5000,1.18600,0.00491,1.0360,1.3580,1074
4169.5000,1.18800,0.00486,1.0390,1.3570,1070
4170.5000,1.19600,0.00468,1.0430,1.3480,1064
4171.5000,1.18400,0.00466,1.0440,1.3500,1077
4172.5000,1.18400,0.00507,1.0190,1.3510,1070
4173.5000,1.18600,0.00487,1.0290,1.3480,1073
4174.5000,1.18300,0.00458,1.0280,1.3290,1081
4175.5000,1.18800,0.00490,1.0170,1.3380,1073
4176.5000,1.18600,0.00474,1.0320,1.3430,1078
4177.5000,1.19600,0.00511,1.0400,1.3720,1057
4178.5000,1.18800,0.00516,1.0240,1.3630,1077
4179.5000,1.18800,0.00516,1.0250,1.3600,1055
4180.5000,1.21000,0.00497,1.0490,1.3750,1074
4181.5000,1.19600,0.00509,1.0340,1.3670,1070
4182.5000,1.18900,0.00512,1.0340,1.3680,1062
4183.5000,1.19300,0.00497,1.0300,1.3530,1058
4184.5000,1.18500,0.00504,1.0320,1.3600,1060
4185.5000,1.17800,0.00503,1.0320,1.3600,1064
4186.5000,1.20400,0.00518,1.0300,1.3680,1065
4187.5000,1.19600,0.00537,1.0300,1.3790,1054
4188.5000,1.19200,0.00476,1.0350,1.3440,1052
4189.5000,1.18500,0.00484,1.0270,1.3430,1065
4190.5000,1.17900,0.00489,1.0190,1.3380,1066
4191.5000,1.17700,0.00498,1.0170,1.3400,1052
4192.5000,1.17200,0.00512,1.0040,1.3360,1050
4193.5000,1.17400,0.00496,1.0110,1.3340,1062
4194.5000,1.15900,0.00496,1.0100,1.3330,1059
4195.5000,1.17700,0.00447,1.0320,1.3230,1058
4196.5000,1.16400,0.00497,1.0150,1.3370,1050
4197.5000,1.16500,0.00458,1.0130,1.3090,1044
4198.5000,1.14800,0.00476,1.0050,1.3150,1059
4199.5000,1.13100,0.00483,0.9870,1.3000,1050
4200.5000,1.14000,0.00480,0.9870,1.2980,1048
4201.5000,1.14100,0.00465,0.9940,1.2960,1053
4202.5000,1.13000,0.00447,0.9950,1.2840,1044
4203.5000,1.13100,0.00445,0.9880,1.2770,1053
4204.5000,1.15300,0.00472,1.0020,1.3060,1039
4205.5000,1.13800,0.00479,0.9880,1.2960,1034
4206.5000,1.13900,0.00455,0.9940,1.2900,1058
4207.5000,1.14000,0.00494,0.9890,1.3060,1029
4208.5000,1.14200,0.00483,0.9810,1.2930,1042
4209.5000,1.14800,0.00502,0.9860,1.3100,1043
4210.5000,1.14200,0.00460,0.9960,1.2920,1036
4211.5000,1.14200,0.00440,1.0000,1.2830,1035
4212.5000,1.14600,0.00477,1.0000,1.3060,1030
4213.5000,1.14600,0.00465,1.0070,1.3060,1033
4214.5000,1.13900,0.00483,0.9900,1.3010,1036
4215.5000,1.15000,0.00486,0.9950,1.3070,1032
4216.5000,1.15500,0.00500,0.9970,1.3180,1032
4217.5000,1.14000,0.00459,0.9960,1.2910,1032
4218.5000,1.13500,0.00457,1.0040,1.2960,1020
4219.5000,1.15000,0.00493,0.9960,1.3130,1033
4220.5000,1.15800,0.00465,1.0140,1.3120,1025
4221.5000,1.15800,0.00487,1.0070,1.3200,1032
4222.5000,1.17500,0.00489,1.0100,1.3240,1030
4223.5000,1.15600,0.00490,1.0040,1.3180,1025
4224.5000,1.15000,0.00482,1.0040,1.3120,1022
4225.5000,1.15200,0.00510,0.9920,1.3190,1027
4226.5000,1.14300,0.00479,1.0020,1.3090,1026
4227.5000,1.14900,0.00458,0.9960,1.2910,1036
4228.5000,1.14200,0.00478,0.9850,1.2900,1018
4229.5000,1.14900,0.00494,0.9950,1.3100,1017
4230.5000,1.15500,0.00493,0.9880,1.3030,1022
4231.5000,1.18100,0.00501,1.0190,1.3400,1028
4232.5000,1.19100,0.00480,1.0440,1.3510,1023
4233.5000,1.18800,0.00519,1.0190,1.3500,1017
4234.5000,1.17600,0.00511,1.0160,1.3430,1024
4235.5000,1.18500,0.00505,1.0250,1.3490,1029
4236.5000,1.18900,0.00532,1.0040,1.3430,1016
4237.5000,1.19100,0.00518,1.0210,1.3510,1015
4238.5000,1.17500,0.00520,1.0280,1.3610,1024
4239.5000,1.18100,0.00501,1.0350,1.3540,1013
4240.5000,1.19300,0.00495,1.0320,1.3460,1007
4241.5000,1.18800,0.00507,1.0220,1.3450,1014
4242.5000,1.18800,0.00517,1.0230,1.3540,1024
4243.5000,1.20000,0.00526,1.0370,1.3710,1008
4244.5000,1.19200,0.00497,1.0410,1.3580,1016
4245.5000,1.19500,0.00506,1.0460,1.3690,1017
4246.5000,1.19500,0.00519,1.0350,1.3640,1004
4247.5000,1.17800,0.00479,1.0250,1.3300,1012
4248.5000,1.18800,0.00481,1.0360,1.3410,1006
4249.5000,1.18300,0.00498,1.0160,1.3310,1001
4250.5000,1.18200,0.00495,1.0310,1.3450,1006
4251.5000,1.18300,0.00498,1.0240,1.3390,1002
4252.5000,1.17100,0.00521,1.0090,1.3380,998
4253.5000,1.17500,0.00509,1.0120,1.3350,1008
4254.5000,1.17500,0.00504,1.0190,1.3360,988
4255.5000,1.17100,0.00498,1.0030,1.3180,1001
4256.5000,1.16800,0.00525,1.0060,1.3380,1001
4257.5000,1.16600,0.00509,1.0040,1.3250,993
4258.5000,1.17400,0.00524,0.9940,1.3250,998
4259.5000,1.17200,0.00480,1.0230,1.3260,996
4260.5000,1.16500,0.00498,1.0160,1.3310,999
4261.5000,1.17000,0.00499,1.0060,1.3200,989
4262.5000,1.16400,0.00482,1.0070,1.3100,989
4263.5000,1.17000,0.00504,1.0040,1.3230,1000
4264.5000,1.17100,0.00469,1.0240,1.3200,996
4265.5000,1.17500,0.00500,1.0230,1.3390,1000
4266.5000,1.18800,0.00516,1.0190,1.3440,990
4267.5000,1.19500,0.00491,1.0340,1.3440,995
4268.5000,1.17300,0.00538,1.0040,1.3430,992
4269.5000,1.17000,0.00517,1.0130,1.3390,994
4270.5000,1.17400,0.00529,0.9990,1.3330,996
4271.5000,1.16300,0.00501,1.0040,1.3190,987
4272.5000,1.15000,0.00498,0.9910,1.3030,983
4273.5000,1.16100,0.00457,1.0110,1.2980,986
4274.5000,1.15700,0.00499,1.0000,1.3120,978
4275.5000,1.17700,0.00485,1.0150,1.3180,975
4276.5000,1.16100,0.00470,1.0180,1.3120,980
4277.5000,1.18100,0.00481,1.0330,1.3350,986
4278.5000,1.18500,0.00516,1.0200,1.3420,972
4279.5000,1.18900,0.00524,1.0310,1.3590,980
4280.5000,1.19600,0.00497,1.0440,1.3540,973
4281.5000,1.19500,0.00473,1.0320,1.3270,972
4282.5000,1.18700,0.00510,1.0270,1.3460,979
4283.5000,1.18600,0.00490,1.0360,1.3410,970
4284.5000,1.18600,0.00532,1.0250,1.3570,973
4285.5000,1.19100,0.00494,1.0490,1.3550,959
4286.5000,1.19500,0.00517,1.0400,1.3610,964
4287.5000,1.20400,0.00527,1.0430,1.3700,963
4288.5000,1.19200,0.00538,1.0260,1.3610,968
4289.5000,1.19400,0.00512,1.0550,1.3730,964
4290.5000,1.19900,0.00510,1.0400,1.3570,964
4291.5000,1.19900,0.00486,1.0410,1.3430,964
4292.5000,1.19000,0.00525,1.0420,1.3680,964
4293.5000,1.20600,0.00514,1.0510,1.3700,964
4294.5000,1.21600,0.00493,1.0580,1.3640,964
4295.5000,1.22000,0.00483,1.0680,1.3670,959
4296.5000,1.21400,0.00485,1.0640,1.3640,955
4297.5000,1.21600,0.00505,1.0640,1.3760,955
4298.5000,1.22600,0.00529,1.0590,1.3860,954
4299.5000,1.21000,0.00544,1.0390,1.3750,954
4300.5000,1.21800,0.00518,1.0600,1.3800,953
4301.5000,1.21800,0.00551,1.0420,1.3840,963
4302.5000,1.21000,0.00561,1.0390,1.3860,958
4303.5000,1.21200,0.00537,1.0480,1.3810,960
4304.5000,1.21500,0.00534,1.0570,1.3870,956
4305.5000,1.21100,0.00513,1.0500,1.3670,955
4306.5000,1.21500,0.00522,1.0570,1.3790,953
4307.5000,1.22900,0.00519,1.0590,1.3790,952
4308.5000,1.22700,0.00545,1.0510,1.3870,951
4309.5000,1.22500,0.00541,1.0560,1.3900,954
4310.5000,1.24000,0.00526,1.0720,1.3970,955
4311.5000,1.24600,0.00508,1.0810,1.3940,950
4312.5000,1.24700,0.00548,1.0790,1.4170,952
4313.5000,1.26700,0.00511,1.1110,1.4270,955
4314.5000,1.26200,0.00461,1.1180,1.4020,947
4315.5000,1.27600,0.00491,1.1150,1.4170,946
4316.5000,1.29300,0.00505,1.1390,1.4490,941
4317.5000,1.31500,0.00506,1.1610,1.4720,944
4318.5000,1.34000,0.00480,1.1780,1.4730,944
4319.5000,1.31400,0.00540,1.1440,1.4770,952
4320.5000,1.34000,0.00557,1.1560,1.4980,944
4321.5000,1.35100,0.00541,1.1660,1.4990,946
4322.5000,1.33200,0.00521,1.1720,1.4910,938
4323.5000,1.33900,0.00527,1.1840,1.5080,944
4324.5000,1.34800,0.00501,1.1970,1.5040,938
4325.5000,1.33900,0.00540,1.1630,1.4940,940
4326.5000,1.35300,0.00530,1.1910,1.5160,939
4327.5000,1.35100,0.00547,1.1750,1.5110,942
4328.5000,1.34700,0.00563,1.1720,1.5160,934
4329.5000,1.36200,0.00538,1.1970,1.5260,935
4330.5000,1.40700,0.00560,1.2260,1.5690,937
4331.5000,1.39900,0.00585,1.2220,1.5790,932
4332.5000,1.40600,0.00559,1.2320,1.5740,935
4333.5000,1.42600,0.00589,1.2490,1.6090,933
4334.5000,1.43100,0.00561,1.2780,1.6200,929
4335.5000,1.43300,0.00578,1.2620,1.6150,931
4336.5000,1.45000,0.00589,1.2640,1.6230,930
4337.5000,1.45800,0.00599,1.2780,1.6440,932
4338.5000,1.46800,0.00633,1.2790,1.6650,931
4339.5000,1.48800,0.00623,1.2910,1.6710,931
4340.5000,1.49500,0.00700,1.3070,1.7340,930
4341.5000,1.54500,0.00723,1.3320,1.7730,930
4342.5000,1.51900,0.00731,1.3190,1.7650,930
4343.5000,1.51600,0.00696,1.3070,1.7300,924
4344.5000,1.48900,0.00605,1.3110,1.6780,920
4345.5000,1.46800,0.00633,1.2870,1.6720,925
4346.5000,1.45000,0.00623,1.2520,1.6310,926
4347.5000,1.43200,0.00591,1.2520,1.6110,923
4348.5000,1.44100,0.00602,1.2500,1.6160,923
4349.5000,1.45100,0.00579,1.2700,1.6210,920
4350.5000,1.44700,0.00599,1.2630,1.6270,924
4351.5000,1.43700,0.00602,1.2540,1.6200,923
4352.5000,1.42100,0.00590,1.2540,1.6120,921
4353.5000,1.42000,0.00562,1.2560,1.5960,915
4354.5000,1.42500,0.00579,1.2500,1.6020,923
4355.5000,1.41300,0.00581,1.2380,1.5910,923
4356.5000,1.41000,0.00521,1.2500,1.5660,919
4357.5000,1.41900,0.00519,1.2630,1.5780,920
4358.5000,1.43800,0.00518,1.2650,1.5800,923
4359.5000,1.42500,0.00544,1.2630,1.5930,919
4360.5000,1.42200,0.00592,1.2420,1.6010,918
4361.5000,1.43500,0.00555,1.2660,1.6020,917
4362.5000,1.43100,0.00521,1.2720,1.5880,918
4363.5000,1.43500,0.00571,1.2630,1.6090,917
4364.5000,1.43200,0.00585,1.2620,1.6160,915
4365.5000,1.41400,0.00512,1.2590,1.5690,916
4366.5000,1.39400,0.00532,1.2380,1.5580,903
4367.5000,1.39200,0.00496,1.2360,1.5360,916
4368.5000,1.36400,0.00518,1.2050,1.5190,918
4369.5000,1.33900,0.00480,1.1970,1.4870,913
4370.5000,1.33100,0.00525,1.1740,1.4900,906
4371.5000,1.32000,0.00485,1.1730,1.4670,918
4372.5000,1.30300,0.00499,1.1550,1.4560,908
4373.5000,1.28100,0.00495,1.1460,1.4450,913
4374.5000,1.27500,0.00459,1.1530,1.4300,911
4375.5000,1.27200,0.00481,1.1310,1.4210,908
4376.5000,1.26900,0.00535,1.1030,1.4260,912
4377.5000,1.25000,0.00466,1.1080,1.3900,914
4378.5000,1.25500,0.00472,1.1080,1.3930,910
4379.5000,1.26500,0.00498,1.1170,1.4170,909
4380.5000,1.24900,0.00498,1.0940,1.3940,907
4381.5000,1.24000,0.00476,1.1020,1.3880,904
4382.5000,1.23400,0.00496,1.0820,1.3790,897
4383.5000,1.22100,0.00482,1.0730,1.3620,900
4384.5000,1.21800,0.00484,1.0630,1.3520,892
4385.5000,1.21200,0.00468,1.0640,1.3460,906
4386.5000,1.20400,0.00470,1.0680,1.3500,900
4387.5000,1.19300,0.00484,1.0490,1.3400,903
4388.5000,1.20300,0.00489,1.0650,1.3590,905
4389.5000,1.21700,0.00480,1.0640,1.3510,894
4390.5000,1.20500,0.00474,1.0630,1.3470,897
4391.5000,1.22000,0.00477,1.0780,1.3630,893
4392.5000,1.21000,0.00486,1.0620,1.3530,895
4393.5000,1.20000,0.00509,1.0560,1.3600,893
4394.5000,1.20700,0.00525,1.0500,1.3640,894
4395.5000,1.19300,0.00509,1.0320,1.3360,892
4396.5000,1.18400,0.00523,1.0360,1.3490,896
4397.5000,1.20200,0.00463,1.0580,1.3350,896
4398.5000,1.20300,0.00451,1.0670,1.3360,890
4399.5000,1.20700,0.00475,1.0650,1.3490,893
4400.5000,1.18900,0.00496,1.0380,1.3350,897
4401.5000,1.18100,0.00502,1.0370,1.3360,887
4402.5000,1.18900,0.00515,1.0350,1.3420,890
4403.5000,1.18100,0.00484,1.0340,1.3220,887
4404.5000,1.17600,0.00481,1.0250,1.3120,890
4405.5000,1.16300,0.00492,1.0170,1.3110,893
4406.5000,1.15300,0.00468,1.0240,1.3020,883
4407.5000,1.16100,0.00460,1.0250,1.3000,893
4408.5000,1.16400,0.00500,1.0030,1.3000,881
4409.5000,1.17100,0.00488,1.0240,1.3160,894
4410.5000,1.17600,0.00494,1.0230,1.3170,887
4411.5000,1.17200,0.00481,1.0310,1.3180,891
4412.5000,1.18000,0.00519,1.0170,1.3270,891
4413.5000,1.18100,0.00517,1.0150,1.3220,881
4414.5000,1.17700,0.00521,1.0240,1.3340,884
4415.5000,1.17400,0.00506,1.0350,1.3360,885
4416.5000,1.17600,0.00533,1.0110,1.3260,873
4417.5000,1.15800,0.00521,1.0070,1.3150,875
4418.5000,1.16000,0.00508,1.0140,1.3160,883
4419.5000,1.17400,0.00530,1.0180,1.3330,882
4420.5000,1.16000,0.00543,1.0060,1.3270,874
4421.5000,1.15500,0.00500,1.0050,1.2990,866
4422.5000,1.17100,0.00486,1.0300,1.3170,871
4423.5000,1.15400,0.00495,1.0020,1.2950,876
4424.5000,1.14900,0.00495,1.0010,1.2930,869
4425.5000,1.14700,0.00479,1.0040,1.2870,873
4426.5000,1.14600,0.00504,0.9920,1.2890,868
4427.5000,1.14000,0.00498,0.9820,1.2760,872
4428.5000,1.14100,0.00500,0.9850,1.2800,870
4429.5000,1.14300,0.00472,1.0000,1.2790,872
4430.5000,1.14700,0.00492,0.9960,1.2850,864
4431.5000,1.13900,0.00468,1.0030,1.2790,868
4432.5000,1.12600,0.00485,0.9740,1.2600,870
4433.5000,1.12100,0.00504,0.9770,1.2730,862
4434.5000,1.12000,0.00485,0.9690,1.2560,874
4435.5000,1.11200,0.00455,0.9900,1.2570,860
4436.5000,1.11200,0.00481,0.9800,1.2620,859
4437.5000,1.10600,0.00447,0.9770,1.2410,872
4438.5000,1.11800,0.00513,0.9720,1.2730,862
4439.5000,1.13000,0.00503,0.9780,1.2720,853
4440.5000,1.13700,0.00507,0.9810,1.2790,863
4441.5000,1.13200,0.00472,0.9920,1.2690,861
4442.5000,1.12500,0.00521,0.9780,1.2840,861
4443.5000,1.12600,0.00468,0.9840,1.2600,871
4444.5000,1.11600,0.00508,0.9570,1.2540,855
4445.5000,1.11200,0.00472,0.9720,1.2480,854
4446.5000,1.13100,0.00517,0.9680,1.2710,859
4447.5000,1.14000,0.00492,0.9840,1.2730,863
4448.5000,1.13200,0.00508,0.9820,1.2790,855
4449.5000,1.14400,0.00505,0.9950,1.2900,852
4450.5000,1.14400,0.00492,0.9910,1.2790,855
4451.5000,1.13600,0.00535,0.9700,1.2820,849
4452.5000,1.13800,0.00531,0.9730,1.2830,852
4453.5000,1.13100,0.00519,0.9810,1.2840,852
4454.5000,1.14300,0.00504,0.9840,1.2780,852
4455.5000,1.12600,0.00482,0.9910,1.2720,851
4456.5000,1.12700,0.00522,0.9830,1.2870,848
4457.5000,1.12200,0.00532,0.9740,1.2840,849
4458.5000,1.12200,0.00486,0.9720,1.2560,852
4459.5000,1.12900,0.00498,0.9820,1.2730,854
4460.5000,1.12700,0.00520,0.9800,1.2810,838
4461.5000,1.12600,0.00476,0.9910,1.2680,846
4462.5000,1.13400,0.00524,0.9740,1.2780,843
4463.5000,1.13500,0.00494,0.9930,1.2800,845
4464.5000,1.13200,0.00478,1.0000,1.2780,847
4465.5000,1.14100,0.00506,1.0010,1.2950,844
4466.5000,1.14700,0.00520,0.9770,1.2790,843
4467.5000,1.14400,0.00473,1.0030,1.2770,839
4468.5000,1.15000,0.00493,1.0060,1.2920,840
4469.5000,1.15400,0.00515,0.9990,1.2980,842
4470.5000,1.15500,0.00525,0.9970,1.3020,843
4471.5000,1.16100,0.00502,1.0090,1.2990,833
4472.5000,1.17000,0.00528,0.9950,1.3020,844
4473.5000,1.17900,0.00547,1.0140,1.3300,834
4474.5000,1.16500,0.00512,1.0220,1.3180,834
4475.5000,1.16800,0.00545,1.0140,1.3280,830
4476.5000,1.17500,0.00559,1.0190,1.3430,840
4477.5000,1.20000,0.00555,1.0250,1.3460,835
4478.5000,1.17800,0.00551,1.0160,1.3330,828
4479.5000,1.18500,0.00551,1.0170,1.3340,826
4480.5000,1.16800,0.00551,1.0040,1.3220,833
4481.5000,1.16500,0.00560,1.0000,1.3240,837
4482.5000,1.16900,0.00545,1.0000,1.3130,825
4483.5000,1.16400,0.00513,1.0060,1.3030,837
4484.5000,1.16400,0.00517,0.9950,1.2920,825
4485.5000,1.17000,0.00506,1.0270,1.3180,828
4486.5000,1.18000,0.00529,1.0200,1.3230,820
4487.5000,1.17500,0.00540,1.0100,1.3200,823
4488.5000,1.18000,0.00539,1.0270,1.3360,823
4489.5000,1.17100,0.00531,1.0170,1.3230,831
4490.5000,1.18600,0.00541,1.0260,1.3360,822
4491.5000,1.16700,0.00560,1.0130,1.3350,827
4492.5000,1.17500,0.00512,1.0340,1.3280,824
4493.5000,1.17800,0.00528,1.0370,1.3390,819
4494.5000,1.18700,0.00552,1.0150,1.3310,819
4495.5000,1.17800,0.00522,1.0210,1.3200,821
4496.5000,1.18500,0.00529,1.0230,1.3260,820
4497.5000,1.17600,0.00525,1.0290,1.3310,826
4498.5000,1.19200,0.00569,1.0150,1.3400,815
4499.5000,1.19500,0.00562,1.0340,1.3570,825
4500.5000,1.19900,0.00571,1.0100,1.3370,821
4501.5000,1.20000,0.00566,1.0280,1.3520,819
4502.5000,1.20200,0.00568,1.0340,1.3590,819
4503.5000,1.20800,0.00563,1.0390,1.3620,823
4504.5000,1.21700,0.00626,1.0220,1.3790,813
4505.5000,1.20800,0.00577,1.0380,1.3680,817
4506.5000,1.23500,0.00602,1.0310,1.3760,821
4507.5000,1.23200,0.00575,1.0450,1.3730,813
4508.5000,1.20500,0.00573,1.0450,1.3710,810
4509.5000,1.22200,0.00645,1.0240,1.3910,810
4510.5000,1.23200,0.00626,1.0370,1.3980,831
4511.5000,1.22800,0.00627,1.0460,1.4000,798
4512.5000,1.23700,0.00614,1.0460,1.3980,822
4513.5000,1.23200,0.00609,1.0620,1.4080,808
4514.5000,1.23000,0.00569,1.0630,1.3860,807
4515.5000,1.22300,0.00620,1.0420,1.3930,802
4516.5000,1.22500,0.00596,1.0520,1.3910,808
4517.5000,1.22300,0.00641,1.0370,1.4020,811
4518.5000,1.22500,0.00627,1.0520,1.4080,805
4519.5000,1.23200,0.00601,1.0660,1.4070,806
4520.5000,1.23800,0.00607,1.0590,1.4050,811
4521.5000,1.24000,0.00658,1.0440,1.4150,795
4522.5000,1.24200,0.00658,1.0490,1.4220,803
4523.5000,1.23600,0.00618,1.0650,1.4150,803
4524.5000,1.22300,0.00638,1.0320,1.3940,805
4525.5000,1.22900,0.00623,1.0430,1.3970,808
4526.5000,1.22500,0.00597,1.0360,1.3750,805
4527.5000,1.21300,0.00586,1.0410,1.3750,811
4528.5000,1.19500,0.00619,1.0270,1.3780,804
4529.5000,1.20100,0.00571,1.0410,1.3630,796
4530.5000,1.19100,0.00601,1.0070,1.3470,800
4531.5000,1.18600,0.00589,1.0170,1.3490,793
4532.5000,1.19500,0.00557,1.0340,1.3490,800
4533.5000,1.17600,0.00551,1.0350,1.3460,797
4534.5000,1.18300,0.00569,1.0320,1.3520,791
4535.5000,1.18800,0.00566,1.0270,1.3490,808
4536.5000,1.20600,0.00571,1.0440,1.3640,784
4537.5000,1.18300,0.00585,1.0260,1.3570,800
4538.5000,1.19900,0.00610,1.0060,1.3490,791
4539.5000,1.22400,0.00560,1.0480,1.3630,791
4540.5000,1.22000,0.00588,1.0430,1.3730,787
4541.5000,1.22800,0.00594,1.0550,1.3890,791
4542.5000,1.23000,0.00562,1.0770,1.3930,790
4543.5000,1.21200,0.00585,1.0410,1.3690,786
4544.5000,1.22400,0.00570,1.0470,1.3690,798
4545.5000,1.23100,0.00629,1.0430,1.3950,783
4546.5000,1.20900,0.00585,1.0440,1.3700,776
4547.5000,1.21200,0.00603,1.0360,1.3750,790
4548.5000,1.21900,0.00614,1.0390,1.3820,781
4549.5000,1.21500,0.00606,1.0340,1.3750,791
4550.5000,1.21500,0.00625,1.0410,1.3910,785
4551.5000,1.20600,0.00613,1.0320,1.3760,788
4552.5000,1.20700,0.00603,1.0430,1.3800,782
4553.5000,1.21200,0.00589,1.0440,1.3720,776
4554.5000,1.21500,0.00631,1.0280,1.3820,787
4555.5000,1.21800,0.00608,1.0360,1.3760,782
4556.5000,1.20200,0.00631,1.0330,1.3840,774
4557.5000,1.22000,0.00595,1.0400,1.3750,792
4558.5000,1.22300,0.00593,1.0610,1.3910,773
4559.5000,1.23600,0.00592,1.0530,1.3850,786
4560.5000,1.22500,0.00622,1.0450,1.3920,779
4561.5000,1.23100,0.00632,1.0510,1.4030,776
4562.5000,1.21600,0.00659,1.0210,1.3880,775
4563.5000,1.22500,0.00625,1.0480,1.3970,779
4564.5000,1.22200,0.00566,1.0630,1.3800,783
4565.5000,1.22600,0.00609,1.0490,1.3880,775
4566.5000,1.23100,0.00611,1.0610,1.3990,766
4567.5000,1.20700,0.00586,1.0450,1.3710,774
4568.5000,1.21800,0.00592,1.0500,1.3790,773
4569.5000,1.23200,0.00605,1.0620,1.3980,772
4570.5000,1.21900,0.00612,1.0520,1.3930,777
4571.5000,1.22600,0.00616,1.0390,1.3810,771
4572.5000,1.21600,0.00565,1.0550,1.3690,773
4573.5000,1.21400,0.00590,1.0450,1.3710,764
4574.5000,1.21500,0.00623,1.0300,1.3770,775
4575.5000,1.21200,0.00591,1.0460,1.3740,771
4576.5000,1.21400,0.00644,1.0300,1.3860,764
4577.5000,1.21800,0.00586,1.0450,1.3700,770
4578.5000,1.22000,0.00591,1.0480,1.3760,770
4579.5000,1.22600,0.00577,1.0620,1.3820,768
4580.5000,1.21100,0.00626,1.0390,1.3850,763
4581.5000,1.21300,0.00612,1.0330,1.3700,757
4582.5000,1.21600,0.00599,1.0400,1.3720,768
4583.5000,1.21000,0.00600,1.0330,1.3670,774
4584.5000,1.21100,0.00550,1.0540,1.3570,758
4585.5000,1.20200,0.00594,1.0310,1.3610,772
4586.5000,1.20900,0.00631,1.0470,1.3940,755
4587.5000,1.20100,0.00614,1.0210,1.3580,753
4588.5000,1.20300,0.00604,1.0230,1.3560,760
4589.5000,1.21300,0.00630,1.0180,1.3680,772
4590.5000,1.20500,0.00576,1.0330,1.3520,767
4591.5000,1.20000,0.00604,1.0300,1.3650,768
4592.5000,1.20700,0.00594,1.0360,1.3630,758
4593.5000,1.18200,0.00594,1.0180,1.3460,762
4594.5000,1.18700,0.00569,1.0300,1.3440,761
