night,expDate,fiveSigmaDepth,filter,fieldDec,fieldRA,expMJD,obsTimes,absFlux,fluxErr
1362,117700154,23.975286,r,-0.441474,1.011712,60942.27031,1359.1887764,8.0391367111,0.0799419315
1363,117780601,23.411515,i,-0.441474,1.011712,60943.201402,1360.11984439,8.0802501649,0.0801264263
1363,117780640,23.410326,i,-0.493128,1.033665,60943.201853,1360.12028839,8.0890593984,0.0801202233
1363,117782091,23.513474,i,-0.441474,1.011712,60943.218648,1360.13716039,8.0953858981,0.0801451329
1363,117782130,23.511444,i,-0.493128,1.033665,60943.219102,1360.13760439,8.158723636,0.0801454138
1363,117782983,23.566081,i,-0.441474,1.011712,60943.228979,1360.14781639,8.1466966229,0.0801303101
1363,117784482,23.641701,i,-0.441474,1.011712,60943.24632,1360.16513239,8.1401552012,0.0801406245
1366,118040868,23.332679,i,-0.441474,1.011712,60946.213754,1363.13238438,8.1424125648,0.0804212794
1366,118042611,23.467961,i,-0.441474,1.011712,60946.233931,1363.15236438,7.9949998471,0.08049557
1372,118557812,21.454059,y,-0.441474,1.011712,60952.196903,1369.11572834,8.0880601795,0.0810128209
1372,118559436,21.517719,y,-0.493128,1.033665,60952.215698,1369.13437634,8.0720770247,0.0809298344
1372,118560962,21.56804,y,-0.493128,1.033665,60952.233363,1369.15213634,7.9759905335,0.0809414089
1374,118731082,21.445274,y,-0.441474,1.011712,60954.202346,1371.12083233,7.9531289215,0.0806556174
1374,118731431,21.455741,y,-0.493128,1.033665,60954.20638,1371.12482833,7.970128205,0.0806839271
1375,118817346,21.48783,y,-0.493128,1.033665,60955.200774,1372.11938833,8.1060246309,0.080565667
1375,118817424,21.490895,y,-0.493128,1.033665,60955.201668,1372.12027633,8.0981976395,0.0805509956
1375,118817501,21.4972,y,-0.441474,1.011712,60955.202563,1372.12116433,8.0366243408,0.0805501687
1376,118917745,22.358913,z,-0.441474,1.011712,60956.3628,1373.28133632,8.1808146842,0.0811108684
1376,118919245,21.973858,z,-0.441474,1.011712,60956.380156,1373.29865232,8.218381903,0.0811017395
1381,119334700,24.314703,g,-0.493128,1.033665,60961.188664,1378.10717229,8.071039353,0.0819095242
1381,119336081,24.274304,g,-0.493128,1.033665,60961.204648,1378.12315629,8.2411935571,0.0819262635
1381,119336236,24.272293,g,-0.441474,1.011712,60961.206439,1378.12493229,8.0931192088,0.0819201078
1383,119507960,24.300164,r,-0.493128,1.033665,60963.193985,1380.11272028,8.2908343208,0.0823830529
1383,119509916,24.377209,r,-0.493128,1.033665,60963.216624,1380.13536428,8.2936070854,0.0824032469
1383,119510612,24.401947,r,-0.441474,1.011712,60963.224687,1380.14335628,8.1558982312,0.0824244316
1383,119511622,24.42852,r,-0.441474,1.011712,60963.236367,1380.15490028,8.1977029097,0.0824449519
1384,119593701,23.704737,i,-0.493128,1.033665,60964.186364,1381.10506028,8.1724736605,0.0827581633
1384,119595061,23.763285,i,-0.493128,1.033665,60964.202102,1381.12060028,8.2506647793,0.0827411709
1386,119764405,23.020671,u,-0.441474,1.011712,60966.162104,1383.08086026,8.1991765816,0.0823734905
1386,119764599,23.029462,u,-0.493128,1.033665,60966.16435,1383.08308026,8.2025072497,0.0823608154
1391,120193688,23.012117,u,-0.441474,1.011712,60971.130649,1388.04922024,8.4342943241,0.0830786769
1391,120193727,23.010038,u,-0.493128,1.033665,60971.131101,1388.04966424,8.3286600069,0.0830722685
1393,120368017,23.844792,i,-0.493128,1.033665,60973.148352,1390.06720023,8.2767117339,0.0831251777
1393,120368094,23.853419,i,-0.441474,1.011712,60973.149247,1390.06808823,8.1957528718,0.0831424846
1393,120369422,23.919481,i,-0.441474,1.011712,60973.164609,1390.08318423,8.3149152251,0.0831470414
1393,120369499,23.918905,i,-0.493128,1.033665,60973.165504,1390.08407223,8.2714756337,0.0831507616
1397,120713608,24.313171,r,-0.441474,1.011712,60977.148249,1394.0667522,8.3239632892,0.0844401228
1397,120713686,24.314035,r,-0.493128,1.033665,60977.149144,1394.0676402,8.5380424753,0.0844362338
1397,120715174,24.39992,r,-0.441474,1.011712,60977.166368,1394.0849562,8.4408745012,0.0844686999
1397,120715252,24.400829,r,-0.493128,1.033665,60977.167269,1394.0858442,8.5917622236,0.0844685645
1397,120715606,24.421909,r,-0.441474,1.011712,60977.171372,1394.0898402,8.4676712118,0.0844998065
1397,120717372,24.503045,r,-0.441474,1.011712,60977.191816,1394.1102642,8.3534372675,0.0844951159
1400,120974650,23.231461,i,-0.441474,1.011712,60980.169566,1397.08817219,8.4897159827,0.0854890427
1400,120975996,23.280585,i,-0.441474,1.011712,60980.18515,1397.10371219,8.4659700688,0.085442213
1410,121851096,22.868657,i,-0.493128,1.033665,60990.313617,1407.23224013,8.6507949847,0.0870400222
1411,121916802,23.728882,r,-0.493128,1.033665,60991.0741,1407.99281212,8.7255095461,0.0869955243
1411,121916879,23.738839,r,-0.441474,1.011712,60991.074995,1407.99370012,8.711675406,0.0869927011
1411,121917932,23.810888,r,-0.441474,1.011712,60991.087185,1408.00568812,8.5791375434,0.08700395
1411,121918010,23.811282,r,-0.493128,1.033665,60991.08808,1408.00657612,8.5909758613,0.086998392
1413,122093245,24.432403,g,-0.493128,1.033665,60993.116268,1410.03476811,8.4875141908,0.0870427603
1413,122094694,24.491858,g,-0.493128,1.033665,60993.133042,1410.05164011,8.57586516,0.0870777124
1416,122348032,22.841065,u,-0.493128,1.033665,60996.065194,1412.9838161,8.6034924974,0.0869163275
1416,122348110,22.853992,u,-0.441474,1.011712,60996.066089,1412.9847041,8.6268518549,0.0869119392
1420,122695733,23.523225,i,-0.493128,1.033665,61000.08951,1417.00823207,8.5625477755,0.0875673705
1420,122697018,23.577879,i,-0.493128,1.033665,61000.104383,1417.02288407,8.7955265345,0.0876135323
1421,122782054,24.123123,r,-0.493128,1.033665,61001.088589,1418.00723207,8.8372655627,0.0878891582
1421,122783726,24.191843,r,-0.493128,1.033665,61001.107948,1418.02676807,8.9547435746,0.087927551
1426,123208491,21.860346,z,-0.493128,1.033665,61006.024207,1422.94273604,8.6841529405,0.0884502697
1426,123208568,21.86679,z,-0.441474,1.011712,61006.025103,1422.94362404,8.8763108101,0.0884563547
1426,123210065,22.90269,z,-0.493128,1.033665,61006.042428,1422.96094004,8.7814237491,0.0884310818
1426,123210143,22.912034,z,-0.441474,1.011712,61006.043323,1422.96182804,8.9368738383,0.0884235327
1430,123553817,21.787632,z,-0.441474,1.011712,61010.021035,1426.93962402,9.0116687995,0.0885900556
1430,123554165,21.800916,z,-0.493128,1.033665,61010.025067,1426.94362002,8.9606530726,0.0885910855
1430,123555538,21.860194,z,-0.441474,1.011712,61010.040959,1426.95960402,8.857508807,0.0886373961
1430,123555977,22.395208,z,-0.493128,1.033665,61010.046034,1426.96448802,8.8119530193,0.0886345803
1436,124072770,21.329522,y,-0.441474,1.011712,61016.027436,1432.94605599,8.9531603105,0.0883339935
1436,124072925,21.336128,y,-0.441474,1.011712,61016.029225,1432.94783199,8.900209967,0.0883343402
1436,124074706,21.551131,y,-0.441474,1.011712,61016.049844,1432.96825599,8.8038080516,0.0883417189
1437,124159726,21.574739,y,-0.493128,1.033665,61017.03387,1433.95260398,8.8227782522,0.0884087849
1437,124160731,21.611064,y,-0.493128,1.033665,61017.045503,1433.96414798,8.8474311654,0.088413339
1437,124178740,23.216907,i,-0.441474,1.011712,61017.253941,1434.17238398,8.9819200761,0.0884332742
1437,124180210,23.123088,i,-0.441474,1.011712,61017.270955,1434.18969998,8.8986299108,0.0884027151
1437,124180559,23.098566,i,-0.441474,1.011712,61017.274995,1434.19369598,8.8847152611,0.0884231179
1437,124180598,23.133004,i,-0.493128,1.033665,61017.275442,1434.19413998,8.9401653249,0.0884234093
1437,124182056,22.982252,i,-0.441474,1.011712,61017.292326,1434.21101198,8.894754625,0.0884778637
1437,124182095,23.024668,i,-0.493128,1.033665,61017.292772,1434.21145598,8.5713224658,0.0884733335
1440,124423452,24.619304,g,-0.441474,1.011712,61020.086253,1437.00510396,8.9482409161,0.0885288944
1440,124425019,24.647397,g,-0.441474,1.011712,61020.104388,1437.02286396,8.8903991127,0.0884655957
1455,125717616,24.059426,r,-0.441474,1.011712,61035.065004,1451.98344388,8.9421141481,0.0889660737
1455,125719333,24.083367,r,-0.441474,1.011712,61035.084877,1452.00342388,8.8747309579,0.0889299246
1457,125888475,21.627818,y,-0.493128,1.033665,61037.042543,1453.96101987,8.8827639044,0.0892201689
1461,126247082,22.221242,z,-0.493128,1.033665,61041.193088,1458.11153184,8.7978909058,0.0890363323
1461,126248366,22.161458,z,-0.493128,1.033665,61041.207945,1458.12662784,9.0942587292,0.0890585909
1462,126329721,21.423119,y,-0.441474,1.011712,61042.149549,1459.06835184,8.9436784176,0.0896167467
1464,126500245,21.567923,y,-0.493128,1.033665,61044.123211,1461.04193183,8.9821330449,0.0889914096
1465,126586977,23.323147,i,-0.493128,1.033665,61045.127051,1462.04581582,8.8038674447,0.0888271798
1465,126588212,23.268562,i,-0.493128,1.033665,61045.141344,1462.06002382,8.8098236587,0.0888510874
1465,126588641,23.230104,i,-0.441474,1.011712,61045.146312,1462.06490782,8.8507227766,0.0888470128
1465,126588719,23.245146,i,-0.493128,1.033665,61045.147217,1462.06579582,8.9283578409,0.088856347
1470,127021226,23.913541,g,-0.441474,1.011712,61050.15309,1467.07189579,8.7665390436,0.0881215973
1477,127617086,22.012827,z,-0.441474,1.011712,61057.049608,1473.96810376,8.6146923369,0.0871725691
1479,127791517,23.125988,i,-0.441474,1.011712,61059.068487,1475.98697174,8.7036926588,0.0867090532
1479,127791674,23.132774,i,-0.493128,1.033665,61059.070308,1475.98874774,8.6896707469,0.0867128039
1487,128479433,21.872784,z,-0.493128,1.033665,61067.030482,1483.9492237,8.4987334029,0.0848771906
1487,128481033,21.860749,z,-0.493128,1.033665,61067.049003,1483.9674277,8.5207326054,0.0848778219
1488,128566600,21.91969,z,-0.441474,1.011712,61068.039356,1484.95799169,8.3590716896,0.0844716315
1488,128568662,22.569783,z,-0.441474,1.011712,61068.063222,1484.98196769,8.4191371321,0.0844791162
1489,128656552,22.927133,i,-0.441474,1.011712,61069.080467,1485.99917169,8.5217986766,0.0838770163
1489,128657745,22.881528,i,-0.441474,1.011712,61069.094277,1486.01293569,8.3434944841,0.0838430507
1491,128827278,21.80235,y,-0.493128,1.033665,61071.056469,1487.97497168,8.2928817967,0.0834433734
1491,128831283,21.682003,y,-0.441474,1.011712,61071.102816,1488.02159168,8.5140831992,0.0834293649
1493,129002191,21.777694,y,-0.493128,1.033665,61073.080922,1489.99961167,8.3646460482,0.0831713911
1500,129608097,24.402276,g,-0.441474,1.011712,61080.093726,1497.01214763,8.1658099625,0.0809954503
1500,129608136,24.432796,g,-0.493128,1.033665,61080.094174,1497.01259163,8.1005087143,0.0809980855
1500,129609670,24.224576,g,-0.493128,1.033665,61080.111931,1497.03035163,8.1302833071,0.0810125779
1500,129609709,24.172286,g,-0.441474,1.011712,61080.112377,1497.03079563,8.1349963309,0.0810126368
1502,129776566,23.10574,z,-0.493128,1.033665,61082.043593,1498.96219562,8.0142441592,0.0806708855
1510,130466142,22.415874,z,-0.441474,1.011712,61090.024798,1506.94353957,7.9606835602,0.0797961414
1513,130729063,23.891667,r,-0.493128,1.033665,61093.067869,1509.98671555,7.9223775351,0.0784234004
1513,130730085,23.842213,r,-0.493128,1.033665,61093.079695,1509.99825955,7.7679143511,0.0784209775
1515,130901411,23.788723,r,-0.493128,1.033665,61095.062634,1511.98116354,7.7662375837,0.0789153905
1515,130901450,23.735198,r,-0.441474,1.011712,61095.06308,1511.98160754,7.8941678121,0.0789216907
1515,130902829,23.647477,r,-0.441474,1.011712,61095.079047,1511.99759154,7.8355102018,0.078932273
1515,130902868,23.703999,r,-0.493128,1.033665,61095.079492,1511.99803554,7.910384144,0.0789327332
1520,131332127,21.124775,y,-0.441474,1.011712,61100.047768,1516.96639552,7.9124515134,0.0784880348
1520,131332165,21.148611,y,-0.493128,1.033665,61100.048214,1516.96683952,7.8209352831,0.0784875048
1522,131504886,21.2343,y,-0.493128,1.033665,61102.047297,1518.9657275,7.943704508,0.0786748641
1522,131504924,21.204811,y,-0.441474,1.011712,61102.047742,1518.9661715,7.7977463405,0.0786740246
1523,131590915,21.393905,y,-0.441474,1.011712,61103.043003,1519.9616195,7.960559854,0.0784227673
1532,132364599,21.751259,z,-0.493128,1.033665,61111.997675,1528.91621145,7.8601039643,0.0778287365
1532,132364638,21.732782,z,-0.441474,1.011712,61111.998126,1528.91665545,7.8816402218,0.077826334
1532,132366000,21.68115,z,-0.441474,1.011712,61112.013894,1528.93263945,7.6879539551,0.0778617877
1532,132366039,21.700797,z,-0.493128,1.033665,61112.014341,1528.93308345,7.8835439555,0.0778612634
1533,132454075,23.956515,g,-0.493128,1.033665,61113.033286,1529.95206344,7.7674022898,0.0783567651
1534,132538188,21.407532,z,-0.493128,1.033665,61114.006807,1530.92531144,7.9046612171,0.0787449047
1540,133055276,21.512874,z,-0.441474,1.011712,61119.991629,1536.9104314,7.9784679667,0.0797499884
1540,133055315,21.532413,z,-0.493128,1.033665,61119.992075,1536.9108754,7.8689752233,0.0797434571
1540,133056895,22.515313,z,-0.493128,1.033665,61120.01036,1536.9290794,7.9649504344,0.0798289638
1540,133056933,22.470429,z,-0.441474,1.011712,61120.010805,1536.9295234,7.9983837099,0.0798310414
1543,133314485,21.407582,y,-0.493128,1.033665,61122.99173,1539.91053939,8.0771930969,0.0799922605
1543,133314523,21.377361,y,-0.441474,1.011712,61122.992175,1539.91098339,8.0630567417,0.0799981171
1544,133400617,21.155821,y,-0.441474,1.011712,61123.988631,1540.90731938,8.0872557586,0.0804214731
1544,133400656,21.181841,y,-0.493128,1.033665,61123.989076,1540.90776338,7.9615761212,0.0804350078
1669,144233542,21.348138,y,-0.493128,1.033665,61249.369706,1666.28847868,7.328763369,0.073207618
1669,144233619,21.355611,y,-0.441474,1.011712,61249.370601,1666.28936668,7.2808078526,0.0731976459
1671,144405187,21.179395,y,-0.493128,1.033665,61251.356335,1668.27493467,7.3629392236,0.0724078257
1671,144405226,21.184849,y,-0.441474,1.011712,61251.356786,1668.27537867,7.2715377977,0.0724157085
1673,144580444,21.578543,y,-0.441474,1.011712,61253.384774,1670.30357066,7.240298953,0.0723746446
1673,144580521,21.578309,y,-0.493128,1.033665,61253.38567,1670.30445866,7.4079090601,0.0723664429
1674,144665987,21.458671,y,-0.441474,1.011712,61254.374851,1671.29369065,7.2258667903,0.0723603369
1679,145096257,23.932336,r,-0.493128,1.033665,61259.354836,1676.27359462,7.0501196506,0.0711586293
1679,145097726,24.010276,r,-0.493128,1.033665,61259.371833,1676.29046662,6.9681430385,0.0710828052
1686,145702617,23.344272,u,-0.441474,1.011712,61266.37289,1683.29145859,6.8606697484,0.0690841635
1686,145704010,23.405259,u,-0.441474,1.011712,61266.389008,1683.30744259,6.8281364018,0.0691016111
1686,145704322,23.413622,u,-0.493128,1.033665,61266.392623,1683.31143859,6.9278601065,0.0690974955
1689,145956423,24.565028,g,-0.441474,1.011712,61269.310451,1686.22896257,6.8447235833,0.0678937089
1689,145957761,24.662354,g,-0.441474,1.011712,61269.325947,1686.24450257,6.7881745579,0.067880139
1693,146305038,24.273791,r,-0.441474,1.011712,61273.345353,1690.26403455,6.7638275635,0.0675144372
1693,146307081,24.351376,r,-0.441474,1.011712,61273.368997,1690.28756655,6.6699449626,0.0674686112
1694,146396744,23.624855,i,-0.493128,1.033665,61274.406762,1691.32519454,6.6711820386,0.0672854554
1695,146476864,23.4043,i,-0.441474,1.011712,61275.334081,1692.25271054,6.6386056337,0.0668473082
1695,146476941,23.410329,i,-0.493128,1.033665,61275.334976,1692.25359854,6.5938722195,0.0668618664
1695,146478244,23.556729,i,-0.441474,1.011712,61275.350056,1692.26869453,6.6488009823,0.0668447688
1695,146478322,23.569072,i,-0.493128,1.033665,61275.350957,1692.26958253,6.5176582749,0.0668321948
1698,146733674,21.830934,y,-0.493128,1.033665,61278.306419,1695.22484652,6.626775686,0.0664952147
1698,146734416,21.862549,y,-0.493128,1.033665,61278.315007,1695.23372652,6.7399090483,0.0664886007
1699,146819822,21.753223,y,-0.441474,1.011712,61279.303496,1696.22207051,6.6382789013,0.0665786634
1699,146819861,21.751574,y,-0.493128,1.033665,61279.303951,1696.22251451,6.686528233,0.0665742541
1706,147421314,22.832512,i,-0.493128,1.033665,61286.265219,1703.18399047,6.6057483368,0.0651771315
1706,147422447,22.9005,i,-0.493128,1.033665,61286.278324,1703.19686647,6.5146739688,0.0652062193
1707,147510839,23.117909,i,-0.441474,1.011712,61287.301386,1704.21984247,6.6005268119,0.0655798143
1707,147512246,23.166123,i,-0.441474,1.011712,61287.317668,1704.23627047,6.6485918077,0.0656074158
1717,148370118,23.154306,u,-0.441474,1.011712,61297.246746,1714.16544241,6.4933062356,0.0656177539
1717,148371666,23.266628,u,-0.493128,1.033665,61297.264663,1714.18320241,6.4408952403,0.0656532965
1718,148459199,24.844418,g,-0.493128,1.033665,61298.277773,1715.19641041,6.623538754,0.0654371677
1718,148460739,24.909687,g,-0.493128,1.033665,61298.295597,1715.21417041,6.6233363842,0.0653888321
1723,148887898,23.655777,r,-0.493128,1.033665,61303.239564,1720.15811038,6.4982465191,0.064661332
1723,148889643,23.78872,r,-0.493128,1.033665,61303.25976,1720.17853438,6.4986041871,0.064684395
1723,148890187,23.82393,r,-0.493128,1.033665,61303.266059,1720.18475038,6.5225328273,0.0646865555
1723,148891682,23.901432,r,-0.493128,1.033665,61303.283364,1720.20206638,6.4667253445,0.0646307233
1724,148981486,23.804965,i,-0.441474,1.011712,61304.322763,1721.24147037,6.5384410093,0.0646417417
1724,148983107,23.730156,i,-0.441474,1.011712,61304.341527,1721.26011837,6.3715772304,0.0647041189
1724,148987205,22.19462,z,-0.493128,1.033665,61304.388955,1721.30762637,6.5701090652,0.0647397246
1724,148987323,22.188686,z,-0.441474,1.011712,61304.390318,1721.30895837,6.6096639915,0.064741075
1724,148988346,22.184378,z,-0.493128,1.033665,61304.402154,1721.32094637,6.5833938916,0.0647479862
1724,148988463,22.176626,z,-0.441474,1.011712,61304.403517,1721.32227837,6.5845108089,0.0647438472
1726,149152768,23.321956,i,-0.493128,1.033665,61306.305191,1723.22393036,6.4093437673,0.0647398739
1726,149154103,23.383463,i,-0.493128,1.033665,61306.320644,1723.23947036,6.5353456494,0.0647073006
1727,149234255,21.62529,y,-0.441474,1.011712,61307.248326,1724.16698636,6.4948517822,0.0643870297
1727,149242262,23.308636,i,-0.441474,1.011712,61307.341006,1724.25978236,6.3687504121,0.0643611502
1727,149244208,23.37419,i,-0.441474,1.011712,61307.363521,1724.28198236,6.410904189,0.0643485682
1729,149405870,21.519444,y,-0.441474,1.011712,61309.234617,1726.15344235,6.35080022,0.0641787385
1729,149405948,21.51915,y,-0.493128,1.033665,61309.235512,1726.15433035,6.4673989745,0.0641853437
1729,149406102,21.528162,y,-0.441474,1.011712,61309.237301,1726.15610635,6.370791828,0.0641814041
1730,149503195,22.305437,z,-0.493128,1.033665,61310.361061,1727.27987034,6.2933012269,0.0640478559
1730,149504920,21.902994,z,-0.493128,1.033665,61310.381027,1727.29985034,6.4393744964,0.0640632524
1730,149505037,21.90162,z,-0.493128,1.033665,61310.382382,1727.30118234,6.4305136899,0.0640555323
1730,149505349,21.89207,z,-0.441474,1.011712,61310.385985,1727.30473434,6.4618803672,0.0640692315
1731,149579176,21.776964,y,-0.493128,1.033665,61311.240466,1728.15899033,6.3464684272,0.0636519467
1735,149923628,23.914642,r,-0.441474,1.011712,61315.227184,1732.14566631,6.3035971108,0.0626917881
1735,149925685,23.964193,r,-0.441474,1.011712,61315.250991,1732.16964231,6.2489585018,0.0627274417
1735,149925995,23.970363,r,-0.441474,1.011712,61315.254582,1732.17319431,6.2903285458,0.0627398927
1735,149927744,23.999344,r,-0.441474,1.011712,61315.274826,1732.19361831,6.2871564861,0.0627550463
1735,149928133,24.016426,r,-0.493128,1.033665,61315.279323,1732.19805831,6.1309146195,0.0627813993
1735,149928332,24.006808,r,-0.441474,1.011712,61315.281623,1732.20027831,6.3335020161,0.0627715831
1735,149930319,24.023063,r,-0.441474,1.011712,61315.304621,1732.22336631,6.4380170235,0.0628017111
1735,149930640,24.039646,r,-0.493128,1.033665,61315.308336,1732.22691831,6.3455042647,0.0628052174
1736,150011532,24.230461,r,-0.441474,1.011712,61316.244593,1733.16331431,6.289982008,0.0628208731
1736,150012583,24.254125,r,-0.441474,1.011712,61316.256755,1733.17530231,6.2965928586,0.062810337
1740,150352957,23.410341,u,-0.441474,1.011712,61320.19627,1737.11491428,6.1927744192,0.0620270431
1740,150354391,23.499025,u,-0.493128,1.033665,61320.212861,1737.13134228,6.338521951,0.0620138285
1742,150523734,23.09072,u,-0.441474,1.011712,61322.172858,1739.09160227,6.1136235739,0.061315191
1742,150523851,23.095457,u,-0.493128,1.033665,61322.174208,1739.09293427,6.1123630114,0.0613021842
1742,150528092,24.388738,r,-0.493128,1.033665,61322.223295,1739.14177427,6.111533877,0.0613483482
1742,150529187,24.427782,r,-0.493128,1.033665,61322.235964,1739.15465027,6.0577730318,0.0613449849
1743,150610029,23.167253,u,-0.493128,1.033665,61323.171637,1740.09015827,5.9734325523,0.0610228623
1745,150783122,24.153677,r,-0.441474,1.011712,61325.175028,1742.09348626,6.1343007843,0.0606713095
1745,150783161,24.151539,r,-0.493128,1.033665,61325.175482,1742.09393026,6.0860263128,0.0606812351
1745,150784741,24.244454,r,-0.441474,1.011712,61325.193772,1742.11257826,5.9911474911,0.0607397415
1745,150784781,24.242053,r,-0.493128,1.033665,61325.194232,1742.11302226,6.1975510627,0.060750004
1749,151125817,23.876801,r,-0.493128,1.033665,61329.141404,1746.06018223,5.931355635,0.0589453724
1749,151126092,23.901748,r,-0.441474,1.011712,61329.144584,1746.06329023,5.8793733668,0.0589183211
1749,151127219,23.985256,r,-0.493128,1.033665,61329.157636,1746.07616623,5.9333947966,0.058894876
1749,151127495,24.006761,r,-0.441474,1.011712,61329.160828,1746.07927423,5.9452766022,0.0589147035
1749,151145922,21.939953,z,-0.441474,1.011712,61329.374104,1746.29283823,5.8747035931,0.0588100676
1750,151218751,24.346594,g,-0.441474,1.011712,61330.21703,1747.13555023,5.7377637178,0.0584491617
1750,151219025,24.481616,g,-0.493128,1.033665,61330.220198,1747.13865823,5.8780837125,0.0584155322
1750,151219898,24.538189,g,-0.441474,1.011712,61330.230306,1747.14887023,5.802399776,0.0584223911
1750,151220058,24.546477,g,-0.493128,1.033665,61330.232154,1747.15064623,5.8263652189,0.058415394
1752,151390688,23.744811,i,-0.441474,1.011712,61332.207043,1749.12555822,5.8334558297,0.0580882201
1752,151392521,23.830338,i,-0.441474,1.011712,61332.228255,1749.14687022,5.7218708586,0.0580644601
1757,151817234,21.370615,y,-0.493128,1.033665,61337.143917,1754.06239419,5.6287359091,0.0568002797
1757,151818048,21.405708,y,-0.493128,1.033665,61337.153339,1754.07216219,5.7063160287,0.0567930349
1757,151818125,21.412138,y,-0.441474,1.011712,61337.154234,1754.07305019,5.6366878907,0.0567798948
1757,151819175,21.451207,y,-0.441474,1.011712,61337.166378,1754.08503819,5.6696305165,0.0568506047
1758,151915702,22.480719,z,-0.493128,1.033665,61338.283592,1755.20214218,5.6102834091,0.0564950393
1758,151916258,22.451387,z,-0.441474,1.011712,61338.290029,1755.20880218,5.7013455023,0.0564789976
1758,151918185,22.488785,z,-0.493128,1.033665,61338.312332,1755.23100218,5.6436143829,0.0565052702
1758,151918267,22.453201,z,-0.441474,1.011712,61338.313276,1755.23189018,5.5766621015,0.0565157044
1760,152075887,21.644311,y,-0.493128,1.033665,61340.137583,1757.05628617,5.6586293911,0.0564642476
1763,152332381,24.640566,g,-0.493128,1.033665,61343.10627,1760.02487016,5.4948373722,0.0549963101
1771,153022562,23.002469,u,-0.441474,1.011712,61351.094472,1768.01331811,5.5088529565,0.0539881989
1775,153383791,24.901037,g,-0.441474,1.011712,61355.275369,1772.19402209,5.3254346903,0.0529571878
1775,153385971,24.829211,g,-0.441474,1.011712,61355.300591,1772.21933009,5.2130494919,0.0529467272
1780,153812103,23.693216,i,-0.493128,1.033665,61360.232678,1777.15128206,5.1466083988,0.050984767
1780,153814050,23.668149,i,-0.493128,1.033665,61360.255213,1777.17392606,5.0573802509,0.050979226
1781,153888425,23.46033,i,-0.493128,1.033665,61361.116041,1778.03484206,5.1013133238,0.0509537026
1781,153890108,23.530829,i,-0.493128,1.033665,61361.13552,1778.05393406,5.0988367186,0.0509306589
1783,154073315,23.362715,i,-0.441474,1.011712,61363.255962,1780.17447804,5.0760990304,0.050159466
1783,154075591,23.301223,i,-0.441474,1.011712,61363.282305,1780.20111804,5.0109257867,0.0501607943
1784,154145356,22.704051,z,-0.441474,1.011712,61364.08977,1781.00831004,5.0130523007,0.0505310736
1784,154145433,22.715302,z,-0.493128,1.033665,61364.090664,1781.00919804,5.1243556687,0.0505283825
1784,154146514,22.757988,z,-0.441474,1.011712,61364.103172,1781.02163004,5.0694296863,0.0505067538
1784,154146668,22.772515,z,-0.493128,1.033665,61364.104965,1781.02340604,5.07466933,0.0505181582
1785,154238801,22.912798,i,-0.493128,1.033665,61365.171309,1782.08989403,5.0296897836,0.0503981945
1785,154241683,22.946983,i,-0.493128,1.033665,61365.204669,1782.12319403,4.9898349641,0.0503636762
1785,154246153,22.939487,i,-0.441474,1.011712,61365.256411,1782.17514203,5.0265451152,0.0503791242
1785,154246194,22.972684,i,-0.493128,1.033665,61365.256884,1782.17558603,5.1026458356,0.0503747675
1785,154247495,22.939652,i,-0.441474,1.011712,61365.271941,1782.19068203,4.996597263,0.0503686857
1785,154247652,22.975273,i,-0.493128,1.033665,61365.273761,1782.19245803,4.9910777486,0.0503534811
1787,154408224,22.265417,z,-0.441474,1.011712,61367.132225,1784.05104202,5.0926685669,0.0505856644
1787,154409864,22.296307,z,-0.441474,1.011712,61367.151208,1784.06969002,5.0449514055,0.050511163
1788,154493596,21.840679,y,-0.493128,1.033665,61368.120331,1785.03894202,5.1679123261,0.0508110135
1793,154917045,21.882554,z,-0.441474,1.011712,61373.021356,1789.93981399,5.0745693852,0.0505441231
1793,154918254,21.938734,z,-0.441474,1.011712,61373.035348,1789.95402199,5.066637224,0.0505875497
1794,155017087,24.61409,r,-0.441474,1.011712,61374.179253,1791.09776598,5.0232656762,0.050641574
1794,155019149,24.533482,r,-0.441474,1.011712,61374.203121,1791.12174198,4.9533890411,0.050650702
1798,155350216,21.407265,y,-0.441474,1.011712,61378.034908,1794.95346196,4.9817424329,0.0501538606
1798,155350293,21.410641,y,-0.441474,1.011712,61378.035803,1794.95434996,5.0034649404,0.0501534765
1798,155350370,21.410621,y,-0.493128,1.033665,61378.036698,1794.95523796,4.9783018009,0.0501555808
1799,155435853,22.192515,z,-0.493128,1.033665,61379.026086,1795.94491396,5.022528083,0.0497693397
1799,155436085,22.204393,z,-0.441474,1.011712,61379.02877,1795.94757796,5.007593167,0.0497778613
1799,155437586,22.253897,z,-0.493128,1.033665,61379.046142,1795.96489396,4.9546571408,0.0497551658
1801,155613293,23.331691,u,-0.493128,1.033665,61381.079791,1797.99841394,4.8868182213,0.0493582174
1803,155792976,24.724852,r,-0.493128,1.033665,61383.15945,1800.07810993,4.9473145368,0.049594349
1803,155795546,24.693425,r,-0.493128,1.033665,61383.18919,1800.10785793,5.0307476642,0.0495802692
1804,155868959,21.942464,z,-0.493128,1.033665,61384.03888,1800.95767393,5.0220847266,0.0493472042
1804,155880599,24.685006,g,-0.493128,1.033665,61384.173607,1801.09220593,4.8840147981,0.0493479734
1804,155880681,24.674811,g,-0.441474,1.011712,61384.174556,1801.09309393,4.9304955474,0.0493499574
