expDate,night,expMJD,fiveSigmaDepth,filter,obsTimes,absFlux,fluxErr
15589304,180,59760.43176,22.088572,z,0,6.544304485,0.0654670164
15590450,180,59760.445023,22.037498,z,0.0133119999,6.4522219845,0.0654708584
16446700,190,59770.355327,21.921016,y,9.9236798882,6.8456091918,0.0682881268
16447291,190,59770.362167,24.264669,r,9.9303358881,6.8036756258,0.0682951393
16447328,190,59770.362595,24.271422,r,9.9307518881,6.7482165232,0.0682932583
16447365,190,59770.363023,24.295974,r,9.9311678881,6.7520129659,0.0682926501
16447402,190,59770.363451,24.301388,r,9.9315838881,6.9740129943,0.0682932473
16447438,190,59770.363868,24.306702,r,9.9319998881,6.7944624006,0.0682893201
16447475,190,59770.364296,24.312179,r,9.9324158881,6.8966272935,0.0682977373
16447511,190,59770.364713,24.317569,r,9.9328318881,6.8382743834,0.0683043199
16447548,190,59770.365141,24.323123,r,9.9336638881,6.7767765031,0.0683047277
16447585,190,59770.365569,24.328731,r,9.934079888,6.8299284067,0.0683058171
16447622,190,59770.365998,24.334378,r,9.934495888,6.8379436544,0.0682988662
16447659,190,59770.366426,24.414023,r,9.934911888,6.7460893713,0.0683054073
16447696,190,59770.366854,24.419757,r,9.935327888,6.820040592,0.0682993548
16447733,190,59770.367282,24.425535,r,9.935743888,6.8891453948,0.0682957267
16447770,190,59770.367711,24.431358,r,9.936159888,6.8711204523,0.0682986465
16447807,190,59770.368139,24.437227,r,9.936575888,6.8521052491,0.0683107768
16447844,190,59770.368567,24.443142,r,9.936991888,6.7670425362,0.0683060435
16447881,190,59770.368995,24.449107,r,9.937407888,6.9088678273,0.0683066812
16447917,190,59770.369412,24.454967,r,9.937823888,6.8573302943,0.0683073414
16447953,190,59770.369829,24.405274,r,9.938239888,6.9249391389,0.0683042855
16447990,190,59770.370257,24.411378,r,9.938655888,6.9455501284,0.068297224
16448144,190,59770.372039,24.750416,g,9.940319888,6.7811779272,0.0683014984
16448181,190,59770.372468,24.757628,g,9.940735888,6.8195999361,0.0683042151
16448218,190,59770.372896,24.763849,g,9.941151888,6.8047797753,0.0683053822
16448255,190,59770.373324,24.730344,g,9.941567888,6.8458713206,0.0682988026
16448292,190,59770.373752,24.736675,g,9.941983888,6.8799352919,0.0682973952
16448329,190,59770.374181,24.743064,g,9.942399888,6.8852303895,0.0682963995
16448366,190,59770.374609,24.749511,g,9.942815888,6.8442947469,0.0682961206
16448403,190,59770.375037,24.756019,g,9.9432318879,6.8143399948,0.0682928515
16448440,190,59770.375465,24.762587,g,9.9436478879,6.7812290609,0.0682852999
16448477,190,59770.375894,24.76922,g,9.9440638879,6.9512364974,0.0682880418
16448631,190,59770.377676,23.854709,i,9.9461438879,6.8371814718,0.0682887981
16448668,190,59770.378104,23.853136,i,9.9465598879,6.6493053409,0.0682777031
16448704,190,59770.378521,23.860603,i,9.9469758879,6.8761047243,0.0682827811
16448741,190,59770.378949,23.868356,i,9.9473918879,6.806038018,0.0682952818
16448777,190,59770.379366,23.876002,i,9.9478078879,6.7645653903,0.068307037
16448814,190,59770.379794,23.883946,i,9.9482238879,6.899356996,0.068301417
16448850,190,59770.380211,23.891782,i,9.9486398879,6.8273136603,0.0683005702
16448887,190,59770.380639,23.940987,i,9.9490558879,6.7971903766,0.0683008491
16448923,190,59770.381056,23.949025,i,9.9494718879,6.7637850142,0.0682970691
16448959,190,59770.381472,23.957161,i,9.9498878879,6.8578306074,0.0682964514
16448995,190,59770.381889,23.965406,i,9.9503038879,6.9057026205,0.0682952475
16449031,190,59770.382306,23.97376,i,9.9507198879,6.8649689616,0.0683026157
16449068,190,59770.382734,23.98246,i,9.9511358879,6.8028211327,0.0683045665
16449105,190,59770.383162,23.99129,i,9.9515518879,6.9114539868,0.0683115612
16449142,190,59770.38359,23.992948,i,9.9519678878,6.8081391194,0.0683136344
16449179,190,59770.384019,23.9975,i,9.9523838878,6.8313418483,0.0683208927
16449216,190,59770.384447,23.997643,i,9.9527998878,6.7837618442,0.0683251978
16449253,190,59770.384875,23.997781,i,9.9532158878,6.7577483372,0.0683271391
16449290,190,59770.385303,23.997912,i,9.9536318878,6.9183921235,0.0683314874
16449327,190,59770.385732,23.998039,i,9.9540478878,6.898326905,0.0683332004
16449481,190,59770.387514,23.46068,z,9.9557118878,6.7787365938,0.068319699
16449518,190,59770.387942,23.4287,z,9.9561278878,6.7953776523,0.0683187664
16449555,190,59770.38837,23.428793,z,9.9565438878,6.80684562,0.0683166958
16449592,190,59770.388799,23.42888,z,9.9569598878,6.8619416374,0.0683063611
16449628,190,59770.389215,23.428962,z,9.9573758878,6.6618841145,0.0683044558
16449664,190,59770.389632,23.429036,z,9.9577918878,6.8719153103,0.0683045591
16449701,190,59770.39006,23.429107,z,9.9582078878,6.9612281124,0.0682969755
16449738,190,59770.390488,23.429173,z,9.9586238878,6.9127205891,0.0682951054
16449775,190,59770.390917,23.353046,z,9.9590398878,6.9041007614,0.0682905585
16449811,190,59770.391333,23.353102,z,9.9594558878,6.7198800146,0.0682964567
16449848,190,59770.391762,23.353152,z,9.9602878878,6.8157686112,0.0682974181
16449885,190,59770.39219,23.353198,z,9.9607038877,6.8239494305,0.068295871
16449922,190,59770.392618,23.353238,z,9.9611198877,6.7649617892,0.0682952956
16449959,190,59770.393046,23.353273,z,9.9615358877,6.9473983799,0.0682879208
16449996,190,59770.393475,23.353304,z,9.9619518877,6.8726834402,0.0682798946
16450033,190,59770.393903,23.353328,z,9.9623678877,6.82000838,0.0682874784
16450070,190,59770.394331,23.263074,z,9.9627838877,6.8396691942,0.0682972325
16450107,190,59770.394759,23.263088,z,9.9631998877,6.6990190854,0.0682966181
16450144,190,59770.395188,23.263098,z,9.9636158877,7.0054661662,0.0682979814
16450181,190,59770.395616,23.263102,z,9.9640318877,6.8404382977,0.0682969524
16450217,190,59770.396032,23.2631,z,9.9644478877,6.8954187684,0.0682997687
16450253,190,59770.396449,23.263095,z,9.9648638877,6.8865228948,0.0682976969
16450289,190,59770.396866,23.263084,z,9.9652798877,6.8292014885,0.0682938147
16450325,190,59770.397282,23.263069,z,9.9656958877,6.921858277,0.0682900403
16450361,190,59770.397699,23.22765,z,9.9661118877,6.787082555,0.0683044544
16450397,190,59770.398116,23.227624,z,9.9665278877,6.8172746102,0.0682996108
16450551,190,59770.399898,21.753571,y,9.9681918877,6.8446807316,0.0682852343
16450587,190,59770.400315,21.753433,y,9.9686078877,6.9078488262,0.0682923543
16450623,190,59770.400732,21.753391,y,9.9690238877,6.789014287,0.0682864563
16450659,190,59770.401148,21.826675,y,9.9694398877,6.8360500943,0.0682891208
16450695,190,59770.401565,21.826626,y,9.9698558876,6.8674175527,0.0682835503
16450731,190,59770.401982,21.826573,y,9.9702718876,6.8129611294,0.0682812668
16450767,190,59770.402398,21.826518,y,9.9706878876,6.7588429676,0.0682812605
16450803,190,59770.402815,21.826458,y,9.9711038876,7.0307722049,0.0682773606
16450839,190,59770.403232,21.826394,y,9.9715198876,6.7905325016,0.0682764679
16450875,190,59770.403648,21.826328,y,9.9719358876,6.8093243527,0.0682764028
16450911,190,59770.404065,21.826256,y,9.9723518876,6.8442344527,0.0682742749
16450947,190,59770.404482,21.826182,y,9.9727678876,6.748000948,0.0682754725
16450983,190,59770.404898,21.870924,y,9.9731838876,6.8841187839,0.0682806406
16451019,190,59770.405315,21.870842,y,9.9735998876,6.7592778162,0.0682872508
16451055,190,59770.405732,21.870757,y,9.9740158876,6.8183053053,0.0682838041
16451091,190,59770.406148,21.870669,y,9.9744318876,6.7778646154,0.0682887513
16451127,190,59770.406565,21.870576,y,9.9748478876,6.9137187718,0.0682897693
16451163,190,59770.406982,21.87048,y,9.9752638876,6.8298710614,0.0682823801
16451199,190,59770.407398,21.87038,y,9.9756798876,6.7587338402,0.0682804025
16451235,190,59770.407815,21.870278,y,9.9760958876,6.8622537954,0.0682900731
16702667,193,59773.317909,21.852082,y,12.8864318548,7.0594262886,0.0692451938
16704157,193,59773.335153,21.851404,y,12.9034878546,6.92277929,0.0692999522
16798898,194,59774.431696,21.95749,z,14.0000638422,6.9738032717,0.0697373039
16799930,194,59774.443643,22.23428,z,14.0121278421,7.1263732334,0.0697604853
16885183,195,59775.430369,21.883536,z,14.998879831,6.9868375231,0.0696255615
17139849,198,59778.377885,22.797034,i,17.9462397977,6.9758276773,0.0703661464
17140984,198,59778.391024,22.727571,i,17.9591357976,7.0804563514,0.0704065265
17225412,199,59779.368204,21.588094,y,18.9363197866,7.0208296547,0.0703551331
17225586,199,59779.370215,21.545699,y,18.9383997866,7.1100318996,0.0703661021
17227809,199,59779.395949,23.611369,r,18.9641917863,7.105562166,0.0703812224
17227845,199,59779.396365,23.561419,r,18.9646077863,7.0028325958,0.0703773847
17227881,199,59779.396782,23.561161,r,18.9650237863,6.9000701945,0.0703835337
17227917,199,59779.397199,23.560898,r,18.9654397863,7.0575643402,0.0703877983
17227953,199,59779.397615,23.454046,r,18.9658557863,7.1402466243,0.0703906631
17227989,199,59779.398032,23.453772,r,18.9662717863,7.1193710242,0.0703916444
17228025,199,59779.398449,23.453494,r,18.9666877862,7.0341004664,0.0703846708
17228061,199,59779.398865,23.453211,r,18.9671037862,7.0284357705,0.0703878295
17228097,199,59779.399282,23.452923,r,18.9675197862,7.0258406565,0.0703969517
17228133,199,59779.399699,23.45263,r,18.9679357862,7.1056041107,0.0703942939
17228169,199,59779.400115,23.452332,r,18.9683517862,7.0216369526,0.0703982078
17228205,199,59779.400532,23.452028,r,18.9687677862,7.0489906328,0.0703930024
17228241,199,59779.400949,23.451721,r,18.9691837862,7.1451026358,0.0703984256
17228277,199,59779.401365,23.495419,r,18.9695997862,7.1146248739,0.0703988264
17228313,199,59779.401782,23.4951,r,18.9700157862,7.0659597634,0.0703918693
17228349,199,59779.402199,23.494777,r,18.9704317862,7.0413047252,0.0703844275
17228385,199,59779.402615,23.49445,r,18.9708477862,7.0505346536,0.0703773986
17228421,199,59779.403032,23.494117,r,18.9712637862,6.9336951054,0.0703777194
17228457,199,59779.403449,23.493779,r,18.9716797862,7.0275615704,0.07037581
17228493,199,59779.403865,23.493436,r,18.9720957862,7.059690113,0.070368386
17228647,199,59779.405648,23.431622,g,18.9737597862,7.0617717766,0.0703862665
17228683,199,59779.406064,23.43544,g,18.9741757862,7.1920806513,0.0703871956
17228719,199,59779.406481,23.435047,g,18.9745917862,7.0838922134,0.0703835542
17228755,199,59779.406898,23.434649,g,18.9750077862,7.1440076981,0.0703857763
17228791,199,59779.407314,23.434246,g,18.9754237861,7.0327848864,0.0703862593
17228827,199,59779.407731,23.433837,g,18.9758397861,7.0020625885,0.0703874527
17228863,199,59779.408148,23.451378,g,18.9762557861,7.0157648274,0.0703940764
17228899,199,59779.408564,23.450959,g,18.9766717861,7.0245084601,0.0703951743
17228935,199,59779.408981,23.450534,g,18.9770877861,7.0918517917,0.0704008706
17228971,199,59779.409398,23.450103,g,18.9775037861,7.0470069577,0.0703971764
17229125,199,59779.41118,22.952586,i,18.9795837861,7.0581817882,0.0703952039
17229161,199,59779.411597,22.891617,i,18.9799997861,7.0640778347,0.070399854
17229197,199,59779.412013,22.891181,i,18.9804157861,7.0763824348,0.0703931697
17229233,199,59779.41243,22.89074,i,18.9808317861,7.0256522901,0.070401531
17229269,199,59779.412847,22.890294,i,18.9812477861,7.14549341,0.0703991548
17229305,199,59779.413263,22.889844,i,18.9816637861,7.1014951154,0.0703935314
17229341,199,59779.41368,22.889389,i,18.9820797861,7.023802955,0.0703945808
17229377,199,59779.414097,22.888929,i,18.9824957861,7.0755954833,0.0703886376
17229413,199,59779.414513,22.888463,i,18.9829117861,7.0990142206,0.0703957957
17229449,199,59779.41493,22.887993,i,18.9833277861,6.9668700366,0.0703978123
17229485,199,59779.415347,22.995572,i,18.9837437861,7.0436356853,0.0704003117
17229521,199,59779.415763,22.995091,i,18.9841597861,7.0481453934,0.0703993879
17229557,199,59779.41618,22.994606,i,18.984575786,7.1458015346,0.0703994809
17229593,199,59779.416597,22.994115,i,18.984991786,7.0347957983,0.0704129454
17229629,199,59779.417013,22.993621,i,18.985407786,6.8864290583,0.0704148308
17229665,199,59779.41743,22.99312,i,18.985823786,7.0796030093,0.0704177727
17229701,199,59779.417847,22.992615,i,18.986239786,7.0621319655,0.0704152047
17229737,199,59779.418263,22.992106,i,18.986655786,7.2378668685,0.0704244447
17229773,199,59779.41868,22.978113,i,18.987071786,6.9515145315,0.0704234859
17229809,199,59779.419097,22.977594,i,18.987487786,7.0382956924,0.0704181677
17229963,199,59779.420879,22.444179,z,18.989151786,7.0751323673,0.0704260656
17229999,199,59779.421296,22.441647,z,18.989567786,7.0028507392,0.0704245905
17230035,199,59779.421712,22.441106,z,18.989983786,7.0678583861,0.0704238942
17230071,199,59779.422129,22.384157,z,18.990399786,7.1860919403,0.0704194604
17230107,199,59779.422546,22.383608,z,18.990815786,6.9919147188,0.070422722
17230143,199,59779.422962,22.383052,z,18.991231786,7.0810385447,0.0704221017
17230179,199,59779.423379,22.382493,z,18.991647786,6.9624928758,0.0704243347
17230215,199,59779.423796,22.381928,z,18.992063786,7.0658003887,0.0704312985
17230251,199,59779.424212,22.381359,z,18.992479786,7.1352559852,0.070440254
17230287,199,59779.424629,22.380785,z,18.992895786,6.9764678898,0.0704478746
17230323,199,59779.425046,22.380206,z,18.9933117859,7.0509191995,0.070458484
17230359,199,59779.425462,21.660053,z,18.9937277859,7.0222981208,0.0704567573
17230395,199,59779.425879,21.659635,z,18.9941437859,7.0711875718,0.0704536274
17230431,199,59779.426296,21.659213,z,18.9945597859,7.1341339571,0.0704573368
17230467,199,59779.426712,21.658788,z,18.9949757859,6.9885493695,0.0704506771
17230503,199,59779.427129,21.65836,z,18.9953917859,7.1267725545,0.0704534987
17230539,199,59779.427546,21.657927,z,18.9958077859,7.1269039446,0.0704463601
17230575,199,59779.427962,21.657492,z,18.9962237859,6.9657458325,0.0704505433
17230611,199,59779.428379,21.657054,z,18.9966397859,6.9859008345,0.0704460781
17230647,199,59779.428796,21.656613,z,18.9970557859,6.9942839114,0.0704380894
17230683,199,59779.429212,21.657463,z,18.9974717859,7.0689390546,0.0704493386
17230719,199,59779.429629,21.657014,z,18.9978877859,7.0582298406,0.070449104
17230755,199,59779.430046,21.656563,z,18.9983037859,7.0943053487,0.0704504641
17230791,199,59779.430462,21.656108,z,18.9987197859,7.0236468891,0.070440949
17230827,199,59779.430879,21.655649,z,18.9991357859,7.0321252109,0.0704425314
17230863,199,59779.431296,21.655187,z,18.9995517859,7.051531196,0.0704509617
17231017,199,59779.433078,21.213168,y,19.0012157859,6.9884248726,0.0704333587
17231053,199,59779.433495,21.205254,y,19.0016317859,7.1026834471,0.0704259076
17231089,199,59779.433912,21.204691,y,19.0020477858,7.0540857674,0.0704253745
17231125,199,59779.434328,21.204124,y,19.0024637858,7.0929592124,0.0704293947
17231161,199,59779.434745,21.203553,y,19.0028797858,7.0779320079,0.0704246537
17231197,199,59779.435162,21.202978,y,19.0032957858,7.060867701,0.0704253087
17231233,199,59779.435578,21.202399,y,19.0037117858,6.9476304144,0.0704299207
17231269,199,59779.435995,21.203919,y,19.0041277858,7.0363717549,0.0704302074
17231305,199,59779.436412,21.203333,y,19.0045437858,7.0190081855,0.0704240405
17231341,199,59779.436828,21.202741,y,19.0049597858,7.1175039618,0.07042543
17231377,199,59779.437245,21.202145,y,19.0053757858,7.084714647,0.0704270214
17231413,199,59779.437662,21.201546,y,19.0057917858,7.0910298763,0.0704282018
17231449,199,59779.438078,21.200943,y,19.0062077858,6.9915808076,0.0704233472
17231485,199,59779.438495,21.200335,y,19.0066237858,7.0368291637,0.070423297
17231521,199,59779.438912,21.199723,y,19.0070397858,7.0521343104,0.0704299909
17231557,199,59779.439328,21.266489,y,19.0074557858,7.070692809,0.0704405423
17231593,199,59779.439745,21.265869,y,19.0078717858,6.9825142151,0.0704418834
17231629,199,59779.440162,21.265246,y,19.0082877858,6.9823988329,0.0704415352
17231665,199,59779.440578,21.264618,y,19.0087037858,7.0887663275,0.0704383649
17231701,199,59779.440995,21.263986,y,19.0091197858,7.0823226228,0.0704338057
17231737,199,59779.441412,21.263349,y,19.0095357858,7.1233951709,0.0704328228
17472944,202,59782.233158,23.941452,r,21.8013117543,7.0423655651,0.070634215
17472981,202,59782.233586,23.947614,r,21.8017277543,7.0098419364,0.0706331577
17473018,202,59782.234014,23.947954,r,21.8021437543,6.9968726186,0.0706366678
17473055,202,59782.234443,23.889253,r,21.8025597543,7.1106895959,0.0706307783
17473092,202,59782.234871,23.889589,r,21.8029757543,7.0650418355,0.0706235748
17473129,202,59782.235299,23.889924,r,21.8038077543,7.0139012791,0.0706286445
17473166,202,59782.235727,23.890257,r,21.8042237543,7.1506454268,0.0706296399
17473203,202,59782.236156,23.890589,r,21.8046397543,7.1378777203,0.070631413
17473240,202,59782.236584,23.890919,r,21.8050557543,7.1352282252,0.07062593
17473277,202,59782.237012,23.891247,r,21.8054717543,6.9740288233,0.0706292954
17473313,202,59782.237429,23.891612,r,21.8058877542,7.0640835762,0.0706242218
17473350,202,59782.237857,23.891889,r,21.8063037542,7.0299630116,0.0706231026
17473387,202,59782.238285,23.845059,r,21.8067197542,7.0963757605,0.0706174944
17473424,202,59782.238713,23.845381,r,21.8071357542,7.0152917549,0.0706133879
17473461,202,59782.239142,23.845699,r,21.8075517542,7.0171688119,0.070619647
17473498,202,59782.23957,23.846017,r,21.8079677542,7.0553920619,0.0706168383
17473535,202,59782.239998,23.846332,r,21.8083837542,7.0968491025,0.0706172209
17473572,202,59782.240426,23.846646,r,21.8087997542,7.0007363783,0.070616558
17473609,202,59782.240855,23.846958,r,21.8092157542,6.9185888675,0.0706188614
17473646,202,59782.241283,23.847267,r,21.8096317542,7.0081930609,0.0706194254
17473800,202,59782.243065,24.137494,g,21.8112957542,7.1394999645,0.0706280495
17473836,202,59782.243482,24.143678,g,21.8117117542,7.0567376963,0.070626503
17473873,202,59782.24391,24.144105,g,21.8121277542,6.9776558426,0.0706281359
17473910,202,59782.244338,24.144577,g,21.8125437542,7.0921857767,0.0706219371
17473947,202,59782.244767,24.145045,g,21.8129597542,6.9684054305,0.0706215203
17473984,202,59782.245195,24.147061,g,21.8133757542,7.0633522958,0.0706186017
17474021,202,59782.245623,24.147523,g,21.8137917542,6.9710965372,0.0706130518
17474058,202,59782.246051,24.147983,g,21.8142077542,7.0969938004,0.0706102146
17474095,202,59782.24648,24.14844,g,21.8146237542,7.1324222851,0.0706081055
17474132,202,59782.246908,24.148892,g,21.8150397541,7.0507301763,0.0706115669
17474286,202,59782.24869,23.259418,i,21.8171197541,6.9040547522,0.0705856175
17474323,202,59782.249119,23.121682,i,21.8175357541,6.9556036791,0.0705922945
17474360,202,59782.249547,23.121872,i,21.8179517541,7.0861294443,0.0705915623
17474397,202,59782.249975,23.122061,i,21.8183677541,7.0477182379,0.0705916607
17474434,202,59782.250403,23.122248,i,21.8187837541,7.1498198979,0.0705965403
17474471,202,59782.250831,23.122433,i,21.8191997541,7.1466794467,0.0705959593
17474508,202,59782.25126,23.122616,i,21.8196157541,7.0888547075,0.0705899241
17474545,202,59782.251688,23.122797,i,21.8200317541,7.0174615523,0.0706013859
17474582,202,59782.252116,23.186474,i,21.8204477541,6.9687358826,0.0705961679
17474619,202,59782.252544,23.322726,i,21.8208637541,7.0535869034,0.0705961646
17474656,202,59782.252973,23.322903,i,21.8212797541,7.054109276,0.0705916226
17474692,202,59782.253389,23.323112,i,21.8216957541,7.0296737066,0.0705983862
17474729,202,59782.253818,23.323245,i,21.8221117541,7.1190230716,0.0705898786
17474766,202,59782.254246,23.323416,i,21.8225277541,7.0960240606,0.0705896687
17474803,202,59782.254674,23.323584,i,21.8229437541,7.0057330718,0.0705909188
17474840,202,59782.255102,23.32375,i,21.8233597541,7.1000011076,0.0705897593
17474877,202,59782.255531,23.405536,i,21.823775754,6.9002332665,0.0705827013
17474914,202,59782.255959,23.405698,i,21.824191754,7.0970379704,0.0705817754
17474951,202,59782.256387,23.405858,i,21.824607754,7.104622476,0.070576971
17474988,202,59782.256815,23.406016,i,21.825023754,6.9739017526,0.0705783557
17475142,202,59782.258598,22.868734,z,21.827103754,6.9628421957,0.070584578
17475179,202,59782.259026,22.94259,z,21.827519754,7.0282776901,0.0705883377
17475216,202,59782.259454,22.942672,z,21.827935754,7.0688805132,0.0705969544
17475253,202,59782.259882,22.94275,z,21.828351754,7.0581209622,0.0705982279
17475290,202,59782.260311,22.942828,z,21.828767754,7.0961616998,0.0705951438
17475327,202,59782.260739,22.942903,z,21.829183754,7.0287946443,0.0705982788
17475364,202,59782.261167,22.942977,z,21.829599754,7.0583715136,0.0705968411
17475401,202,59782.261595,22.943048,z,21.830015754,7.0847641344,0.0705966411
17475438,202,59782.262024,22.943117,z,21.830431754,7.1069430608,0.0705970705
17475475,202,59782.262452,22.974818,z,21.830847754,7.0816243371,0.0705938643
17475512,202,59782.26288,22.974883,z,21.831263754,7.1564282162,0.0705962515
17475549,202,59782.263308,22.974946,z,21.831679754,7.1069934438,0.0705963659
17475586,202,59782.263737,22.975007,z,21.832095754,6.9926200594,0.0705955631
17475622,202,59782.264153,22.9751,z,21.8325117539,7.0289349289,0.0705967179
17475658,202,59782.26457,22.975155,z,21.8329277539,7.0218712527,0.0705937107
17475695,202,59782.264998,22.975176,z,21.8333437539,7.1156810172,0.0705901617
17475732,202,59782.265426,22.975229,z,21.8337597539,7.0982830887,0.0705891137
17475769,202,59782.265855,23.069386,z,21.8341757539,7.0924297887,0.0705830807
17475806,202,59782.266283,23.069435,z,21.8345917539,6.9918963781,0.0705837453
17475843,202,59782.266711,23.069482,z,21.8350077539,7.0587263809,0.070585234
17475880,202,59782.267139,23.069526,z,21.8354237539,7.0129994714,0.0705926025
17475917,202,59782.267568,23.069568,z,21.8358397539,7.1205146857,0.0705908024
17475954,202,59782.267996,23.069609,z,21.8362557539,6.9575054866,0.0705979031
17475991,202,59782.268424,23.069646,z,21.8366717539,7.0020947497,0.0705976819
17476028,202,59782.268852,23.069682,z,21.8370877539,7.0455197245,0.0705942826
17476065,202,59782.269281,23.025628,z,21.8375037539,7.1751172151,0.0706021188
17476219,202,59782.271063,21.581398,y,21.8391677539,6.9713181033,0.0706052561
17476256,202,59782.271491,21.585111,y,21.8399997539,7.1366190052,0.0706128386
17476293,202,59782.271919,21.58599,y,21.8404157539,7.1505439168,0.0706126193
17476330,202,59782.272348,21.586865,y,21.8408317539,7.0504338047,0.0706116455
17476367,202,59782.272776,21.50577,y,21.8412477539,7.0270348303,0.0706128298
17476404,202,59782.273204,21.506635,y,21.8416637538,7.0150448384,0.0706067101
17476441,202,59782.273632,21.507496,y,21.8420797538,7.0296848464,0.0706161589
17476478,202,59782.274061,21.508351,y,21.8424957538,7.078876811,0.0706081019
17476514,202,59782.274477,21.509203,y,21.8429117538,7.2071358802,0.070599995
17476550,202,59782.274894,21.510027,y,21.8433277538,6.9505742805,0.0705964258
17476587,202,59782.275322,21.510846,y,21.8437437538,7.0987122588,0.070593004
17476624,202,59782.27575,21.511683,y,21.8441597538,6.9619665983,0.0705991284
17476661,202,59782.276179,21.517397,y,21.8445757538,6.9864527846,0.070593765
17476698,202,59782.276607,21.518226,y,21.8449917538,7.1611731542,0.0705892661
17476735,202,59782.277035,21.519048,y,21.8454077538,7.0775969311,0.0705975498
17476772,202,59782.277463,21.519867,y,21.8458237538,7.133506015,0.0706029384
17476809,202,59782.277892,21.520681,y,21.8462397538,7.1963707966,0.0705993824
17476846,202,59782.27832,21.52149,y,21.8466557538,6.9754778152,0.0706044731
17476883,202,59782.278748,21.522295,y,21.8470717538,7.2273931889,0.0706041636
17476919,202,59782.279165,21.523095,y,21.8474877538,7.0358989472,0.0706141956
17488687,202,59782.415369,23.984864,g,21.9835197522,7.0290105761,0.0705634146
17559838,203,59783.238871,23.968404,r,22.807199743,7.0027950301,0.0704045777
17561563,203,59783.258838,24.00489,r,22.8271677427,6.9798809031,0.0704378198
18777283,217,59797.329672,24.167328,r,36.8979515842,7.1395486691,0.071098311
18777319,217,59797.330089,24.151818,r,36.8983675842,7.1337689023,0.0711001346
18777355,217,59797.330505,24.151717,r,36.8987835842,7.0046333103,0.0711022956
18777391,217,59797.330922,24.151611,r,36.8991995841,7.0690734507,0.0711058475
18777427,217,59797.331339,24.1515,r,36.8996155841,7.0744949442,0.071108619
18777463,217,59797.331755,24.160783,r,36.9000315841,7.1194625053,0.07110864
18777499,217,59797.332172,24.160662,r,36.9004475841,7.1893403876,0.0711126359
18777535,217,59797.332589,24.160535,r,36.9008635841,7.0384536661,0.0711178783
18777571,217,59797.333005,24.160404,r,36.9012795841,7.1213383636,0.0711158022
18777607,217,59797.333422,24.160268,r,36.9016955841,7.250134502,0.0711153494
18777643,217,59797.333839,24.160126,r,36.9021115841,7.223106205,0.0711051499
18777679,217,59797.334255,24.15998,r,36.9025275841,7.0614644714,0.0711087211
18777715,217,59797.334672,24.159828,r,36.9029435841,7.1382099321,0.0711111104
18777751,217,59797.335089,24.159671,r,36.9033595841,7.1165918021,0.0711139854
18777787,217,59797.335505,24.107455,r,36.9037755841,7.0660095578,0.0711135281
18777823,217,59797.335922,24.107289,r,36.9041915841,7.1052131481,0.0711177885
18777859,217,59797.336339,24.107116,r,36.9046075841,7.112971141,0.071120746
18777895,217,59797.336755,24.106939,r,36.9050235841,7.1750487266,0.0711276026
18777931,217,59797.337172,24.106757,r,36.9054395841,7.1501713404,0.071137175
18777967,217,59797.337589,24.106569,r,36.9058555841,7.1554527278,0.0711403118
18778121,217,59797.339371,24.388244,g,36.9075195841,7.1210121616,0.0711245742
18778157,217,59797.339788,24.453028,g,36.9079355841,7.0184439799,0.0711195301
18778193,217,59797.340204,24.452797,g,36.908351584,7.1050634998,0.0711263955
18778229,217,59797.340621,24.452561,g,36.908767584,7.1154947297,0.071129877
18778265,217,59797.341038,24.452319,g,36.909183584,7.1713657899,0.0711306035
18778301,217,59797.341454,24.452072,g,36.909599584,7.0750097819,0.071127004
18778337,217,59797.341871,24.45182,g,36.910015584,7.0254718136,0.0711167602
18778373,217,59797.342288,24.397788,g,36.910431584,7.1619779787,0.0711183453
18778409,217,59797.342704,24.397526,g,36.910847584,7.1476817557,0.0711141649
18778445,217,59797.343121,24.397258,g,36.911263584,7.1782737562,0.071107604
18778599,217,59797.344903,23.501568,i,36.913343584,7.1170590174,0.0710919114
18778635,217,59797.34532,23.500411,i,36.913759584,7.0772892504,0.0710960753
18778671,217,59797.345737,23.481832,i,36.914175584,7.0966214444,0.0710932764
18778707,217,59797.346153,23.481543,i,36.914591584,7.0983116158,0.0710936937
18778743,217,59797.34657,23.481249,i,36.915007584,7.1371806546,0.0710911114
18778779,217,59797.346987,23.48095,i,36.915423584,7.2302317898,0.0710888822
18778815,217,59797.347403,23.480647,i,36.915839584,7.2454454603,0.0711021254
18778851,217,59797.34782,23.480337,i,36.916255584,7.3679587142,0.0710954984
18778887,217,59797.348237,23.480023,i,36.916671584,7.1431795558,0.0711041656
18778923,217,59797.348653,23.479704,i,36.9170875839,7.0337854794,0.0711035356
18778959,217,59797.34907,23.474824,i,36.9175035839,7.0162518387,0.0711047188
18778995,217,59797.349487,23.474495,i,36.9179195839,7.1889447392,0.0711024407
18779031,217,59797.349903,23.47416,i,36.9183355839,7.1709311076,0.0711060548
18779067,217,59797.35032,23.473821,i,36.9187515839,7.2405730977,0.0711061242
18779103,217,59797.350737,23.473476,i,36.9191675839,7.1732729896,0.0711049265
18779139,217,59797.351153,23.473127,i,36.9195835839,7.1621932414,0.07110314
18779175,217,59797.35157,23.472771,i,36.9199995839,7.1532847859,0.0710944326
18779211,217,59797.351987,23.472412,i,36.9204155839,7.1874784872,0.071087544
