expDate,night,expMJD,fiveSigmaDepth,filter,obsTimes,absFlux,fluxErr
86833934,1005,60585.022395,23.260867,u,824.590614707,5.9275820048,0.0587523237
86833971,1005,60585.022823,23.263563,u,824.591030707,5.9081043081,0.0587581987
86834008,1005,60585.023251,23.266247,u,824.591446707,5.8258009556,0.0587603144
86834045,1005,60585.023679,23.26892,u,824.591862707,5.9172058761,0.058761225
86834082,1005,60585.024108,23.271579,u,824.592278707,5.9397322036,0.0587491355
86834118,1005,60585.024524,23.274226,u,824.592694707,5.869878421,0.0587433805
86919871,1006,60586.017027,23.2747,u,825.585270696,5.9067850709,0.0587999598
86919907,1006,60586.017443,23.27879,u,825.585686696,5.8537320503,0.0588023016
86919943,1006,60586.01786,23.281477,u,825.586102696,5.8346237856,0.0588003052
86919979,1006,60586.018277,23.284152,u,825.586518696,5.9127085285,0.0587962922
86920015,1006,60586.018693,23.286816,u,825.586934696,5.8469985241,0.0587956214
86920052,1006,60586.019122,23.289467,u,825.587350696,5.8950025425,0.0587972712
86920089,1006,60586.01955,23.292179,u,825.587766696,5.9875202941,0.0587998407
86920126,1006,60586.019978,23.294879,u,825.588182696,5.9363894201,0.0588023231
86920163,1006,60586.020406,23.297567,u,825.588598696,5.8435679786,0.0588030097
86920200,1006,60586.020835,23.300242,u,825.589014696,5.847143163,0.0588074683
86920237,1006,60586.021263,23.302905,u,825.589430696,5.88095724,0.0588025996
86920274,1006,60586.021691,23.305555,u,825.589846696,5.9545747798,0.0588023555
86920311,1006,60586.022119,23.308193,u,825.590262696,5.8800609147,0.0587964783
86920347,1006,60586.022536,23.310819,u,825.590678696,5.8432569812,0.0587968056
86920383,1006,60586.022953,23.313363,u,825.591094696,5.8784887684,0.0587948365
86920420,1006,60586.023381,23.315894,u,825.591510696,5.89491276,0.0587968975
86920457,1006,60586.023809,23.318486,u,825.591926696,5.7165089571,0.0587914072
86920494,1006,60586.024237,23.321064,u,825.592758696,5.925206074,0.0588052594
86920531,1006,60586.024666,23.32363,u,825.593174696,5.7974056962,0.0588094828
86920568,1006,60586.025094,23.326185,u,825.593590696,5.9872572821,0.0588153755
87006302,1007,60587.017395,23.128985,u,826.585750684,5.8587406507,0.0585153737
87006339,1007,60587.017823,23.132986,u,826.586166684,5.8319370011,0.0585285921
87006376,1007,60587.018251,23.135684,u,826.586582684,5.7860767613,0.0585334122
87006413,1007,60587.018679,23.138372,u,826.586998684,5.8744870711,0.058533643
87006450,1007,60587.019108,23.141046,u,826.587414684,5.8875624829,0.0585310442
87006487,1007,60587.019536,23.143707,u,826.587830684,5.8010416658,0.0585276269
87006524,1007,60587.019964,23.146357,u,826.588246684,5.8712131624,0.0585290875
87006561,1007,60587.020392,23.148994,u,826.588662684,5.7284521105,0.0585344722
87006598,1007,60587.020821,23.15162,u,826.589078684,5.8212711754,0.0585306264
87006635,1007,60587.021249,23.154233,u,826.589494684,5.8526638427,0.0585363585
87006672,1007,60587.021677,23.156835,u,826.589910684,5.8411648923,0.0585332632
87006709,1007,60587.022105,23.159424,u,826.590326684,6.0028922393,0.0585327606
87006746,1007,60587.022534,23.162001,u,826.590742684,5.8497309574,0.0585336946
87006782,1007,60587.02295,23.164566,u,826.591158684,5.8790671817,0.0585274899
87006819,1007,60587.023379,23.167052,u,826.591574684,5.8391553138,0.0585178739
87006856,1007,60587.023807,23.169594,u,826.591990684,5.8147417171,0.0585189301
87006893,1007,60587.024235,23.172125,u,826.592406684,5.8704112569,0.0585137523
87006930,1007,60587.024663,23.174643,u,826.592822684,5.7495162129,0.0585223341
87006967,1007,60587.025092,23.177151,u,826.593238684,5.8096219276,0.0585204597
87007003,1007,60587.025508,23.179645,u,826.593654684,5.9125473809,0.0585120951
87092741,1008,60588.017837,23.323794,u,827.586230673,5.8846786831,0.058812937
87092778,1008,60588.018265,23.327673,u,827.586646673,5.9133436614,0.0588128561
87092814,1008,60588.018682,23.330265,u,827.587062673,5.9265463321,0.0588148986
87092850,1008,60588.019099,23.332777,u,827.587478673,5.884209477,0.0588167969
87092887,1008,60588.019527,23.335277,u,827.587894673,5.87227504,0.0588130568
87092924,1008,60588.019955,23.337833,u,827.588310673,5.9583758431,0.0588143403
87092961,1008,60588.020384,23.340376,u,827.588726673,5.7970108778,0.0588141062
87092997,1008,60588.0208,23.342909,u,827.589142673,5.8456511544,0.0588240445
87093033,1008,60588.021217,23.34536,u,827.589558673,5.8862875882,0.0588299124
87093070,1008,60588.021645,23.3478,u,827.589974673,5.8564904895,0.058831838
87093107,1008,60588.022073,23.350295,u,827.590390673,5.8432185985,0.058824411
87093144,1008,60588.022502,23.352779,u,827.590806673,5.862707753,0.0588197092
87093181,1008,60588.02293,23.355249,u,827.591222673,5.8396777739,0.0588197887
87093218,1008,60588.023358,23.357709,u,827.591638673,5.8458674415,0.0588200341
87093255,1008,60588.023786,23.360192,u,827.592054673,5.8157024735,0.0588199277
87093292,1008,60588.024215,23.362693,u,827.592470673,5.8328598208,0.0588158466
87093329,1008,60588.024643,23.365182,u,827.592886673,6.001195594,0.0588114292
87093365,1008,60588.025059,23.367658,u,827.593302673,6.0652041084,0.0588103242
87093402,1008,60588.025488,23.370059,u,827.593718673,5.8543773538,0.0588135961
87093439,1008,60588.025916,23.372514,u,827.594134673,5.8482181132,0.0588072445
87524212,1013,60593.011724,24.136454,r,832.579894617,5.793702596,0.0582464108
87524249,1013,60593.012152,24.14552,r,832.580310617,5.8917299093,0.0582499397
87524286,1013,60593.01258,24.147436,r,832.580726617,5.7908313436,0.058251821
87524323,1013,60593.013008,24.149343,r,832.581142617,5.705396934,0.0582508833
87524360,1013,60593.013437,24.151244,r,832.581558617,5.8781996954,0.0582493982
87524397,1013,60593.013865,24.153136,r,832.581974617,5.784904819,0.0582491856
87524434,1013,60593.014293,24.155021,r,832.582806617,5.911724181,0.0582559216
87524471,1013,60593.014721,24.1569,r,832.583222617,5.8837461498,0.0582522083
87524508,1013,60593.015149,24.158769,r,832.583638617,5.8552061207,0.0582445779
87524545,1013,60593.015578,24.160632,r,832.584054617,5.8471592285,0.0582475066
87524582,1013,60593.016006,24.162489,r,832.584470617,5.7503769926,0.0582403065
87524619,1013,60593.016434,24.164337,r,832.584886617,5.9461577895,0.058237525
87524656,1013,60593.016862,24.166177,r,832.585302617,5.769857511,0.0582370079
87524693,1013,60593.017291,24.168011,r,832.585718617,5.7903631256,0.0582330217
87524730,1013,60593.017719,24.169837,r,832.586134617,5.8612629012,0.0582352606
87524767,1013,60593.018147,24.171656,r,832.586550617,5.7020887716,0.0582455087
87524804,1013,60593.018575,24.173468,r,832.586966617,5.7517457078,0.0582443647
87524841,1013,60593.019004,24.175272,r,832.587382617,5.8623623166,0.0582438686
87524878,1013,60593.019432,24.17707,r,832.587798617,5.7729810159,0.0582457393
87524915,1013,60593.01986,24.178859,r,832.588214617,5.7651830865,0.0582480157
87525069,1013,60593.021643,24.218951,g,832.589878617,5.8631320394,0.0582601369
87525106,1013,60593.022071,24.226816,g,832.590294617,5.7876335119,0.058255475
87525143,1013,60593.022499,24.228676,g,832.590710617,5.8288947153,0.0582537803
87525180,1013,60593.022927,24.230528,g,832.591126617,5.7178118959,0.0582556416
87525217,1013,60593.023356,24.232373,g,832.591542617,5.9110637348,0.058260438
87525254,1013,60593.023784,24.23421,g,832.591958617,5.8001525251,0.0582679388
87525291,1013,60593.024212,24.236039,g,832.592374617,5.8447170227,0.0582777914
87525328,1013,60593.02464,24.237861,g,832.592790617,5.711955912,0.0582672972
87525365,1013,60593.025068,24.239674,g,832.593206617,5.8121067413,0.0582727861
87525402,1013,60593.025497,24.241479,g,832.593622617,5.8404755392,0.0582762915
87525556,1013,60593.027279,23.614788,i,832.595702617,5.842301054,0.0582799357
87525593,1013,60593.027707,23.621515,i,832.596118617,5.8430295663,0.0582847949
87525630,1013,60593.028136,23.623133,i,832.596534617,5.8527358104,0.0582842828
87525667,1013,60593.028564,23.624745,i,832.596950617,5.7994734744,0.0582846925
87525704,1013,60593.028992,23.62635,i,832.597366617,5.7514120329,0.0582799372
87525741,1013,60593.02942,23.627948,i,832.597782617,5.7635865478,0.0582870005
87525777,1013,60593.029837,23.629541,i,832.598198617,5.8548789864,0.0582745432
87525813,1013,60593.030254,23.631082,i,832.598614617,5.857875193,0.0582745661
87525849,1013,60593.03067,23.63262,i,832.599030617,5.8082974466,0.0582712257
87525886,1013,60593.031099,23.634151,i,832.599446617,5.784066922,0.0582707772
87525922,1013,60593.031515,23.635716,i,832.599862617,5.8337252376,0.0582766468
87525959,1013,60593.031943,23.637235,i,832.600278617,5.8588588014,0.0582770759
87525996,1013,60593.032372,23.638789,i,832.600694617,5.7980819622,0.0582840414
87526033,1013,60593.0328,23.640337,i,832.601110617,5.7972325949,0.058278877
87526070,1013,60593.033228,23.641878,i,832.601526617,5.8193258382,0.058284437
87526107,1013,60593.033656,23.643413,i,832.601942617,5.8800441137,0.0582819509
87526144,1013,60593.034085,23.644941,i,832.602358617,5.7885130973,0.0582743796
87526181,1013,60593.034513,23.646462,i,832.602774617,5.7428390262,0.0582775093
87526218,1013,60593.034941,23.647979,i,832.603190617,5.8375560633,0.0582713136
87526255,1013,60593.035369,23.649488,i,832.603606617,5.7645902066,0.0582650965
87526409,1013,60593.037152,23.098735,z,832.605270617,5.7772640157,0.0582516184
87526446,1013,60593.03758,23.104666,z,832.605686617,5.8026759241,0.058248389
87526483,1013,60593.038008,23.106103,z,832.606518617,5.8774214346,0.0582410414
87526520,1013,60593.038437,23.107534,z,832.606934617,5.8342691115,0.0582434216
87526557,1013,60593.038865,23.108959,z,832.607350617,5.8590568527,0.0582494175
87526594,1013,60593.039293,23.110378,z,832.607766617,5.751189284,0.0582492222
87526631,1013,60593.039721,23.111791,z,832.608182617,5.8748263393,0.0582466171
87526668,1013,60593.040149,23.113198,z,832.608598617,5.7706775926,0.0582539425
87526705,1013,60593.040578,23.114599,z,832.609014617,5.7714435039,0.0582513275
87526742,1013,60593.041006,23.115995,z,832.609430617,5.8649462208,0.0582427894
87526779,1013,60593.041434,23.117385,z,832.609846617,5.7974511715,0.0582523488
87526816,1013,60593.041862,23.118768,z,832.610262617,5.8085258594,0.0582508196
87526853,1013,60593.042291,23.120146,z,832.610678617,5.9089029409,0.0582539875
87526890,1013,60593.042719,23.121517,z,832.611094617,5.8343913135,0.0582539518
87526927,1013,60593.043147,23.122882,z,832.611510617,5.9367773741,0.0582549729
87526964,1013,60593.043575,23.124243,z,832.611926617,5.888090889,0.0582561861
87527001,1013,60593.044004,23.125597,z,832.612342617,5.8142237024,0.0582555872
87527038,1013,60593.044432,23.126945,z,832.612758617,5.8603225465,0.0582447122
87527075,1013,60593.04486,23.128288,z,832.613174617,5.8181618101,0.0582373386
87527112,1013,60593.045288,23.129624,z,832.613590617,5.8068846519,0.0582228386
87527149,1013,60593.045717,23.130956,z,832.614006617,5.8542493633,0.0582219233
87527186,1013,60593.046145,23.132281,z,832.614422617,5.8255169964,0.0582258135
87527223,1013,60593.046573,23.133601,z,832.614838617,5.8055129105,0.0582221687
87527260,1013,60593.047001,23.134915,z,832.615254617,5.8911007949,0.0582252999
87527297,1013,60593.04743,23.136222,z,832.615670617,5.8560228581,0.0582301031
87527334,1013,60593.047858,23.137525,z,832.616086617,5.8202537352,0.0582360723
87527488,1013,60593.04964,21.888198,y,832.617750616,5.7636265321,0.0582241283
87527525,1013,60593.050068,21.891986,y,832.618582616,5.8955848417,0.0582221576
87527562,1013,60593.050497,21.892884,y,832.618998616,5.8891036585,0.0582295445
87527599,1013,60593.050925,21.893776,y,832.619414616,5.9097024962,0.0582291557
87527636,1013,60593.051353,21.894664,y,832.619830616,5.8864192713,0.058237304
87527673,1013,60593.051781,21.895546,y,832.620246616,5.8933396713,0.0582379423
87527710,1013,60593.05221,21.896424,y,832.620662616,5.8602812668,0.058245343
87527747,1013,60593.052638,21.897299,y,832.621078616,5.8676142188,0.0582476571
87527784,1013,60593.053066,21.898167,y,832.621494616,5.8735362533,0.0582381336
87527821,1013,60593.053494,21.89903,y,832.621910616,5.7704333859,0.0582397145
87527858,1013,60593.053923,21.89989,y,832.622326616,5.8463982989,0.0582425917
87527895,1013,60593.054351,21.900745,y,832.622742616,5.8654540728,0.0582358952
87527932,1013,60593.054779,21.901594,y,832.623158616,5.7707421618,0.0582368103
87527969,1013,60593.055207,21.902438,y,832.623574616,5.7465188881,0.0582355489
87528006,1013,60593.055636,21.903279,y,832.623990616,5.8507939375,0.0582229424
87528043,1013,60593.056064,21.904114,y,832.624406616,5.8563831385,0.0582281642
87528080,1013,60593.056492,21.904945,y,832.624822616,5.9281483673,0.0582283418
87528117,1013,60593.05692,21.905772,y,832.625238616,5.8503262359,0.0582226026
87528154,1013,60593.057349,21.906594,y,832.625654616,5.7984228521,0.0582298983
87528191,1013,60593.057777,21.907411,y,832.626070616,5.8010685413,0.0582278739
87613428,1014,60594.044315,24.09495,r,833.612822605,5.8940003532,0.0586430271
87615090,1014,60594.063547,24.148896,r,833.631958605,5.7620354252,0.0586174039
87789585,1016,60596.083163,23.402024,r,835.651638582,5.7824766603,0.0579913851
87789621,1016,60596.08358,23.40534,r,835.652054582,5.7483443115,0.0579982894
87789658,1016,60596.084008,23.406001,r,835.652470582,5.7956309777,0.0579983476
87789694,1016,60596.084425,23.406675,r,835.652886582,5.7306991091,0.0579966632
87789731,1016,60596.084853,23.407325,r,835.653302582,5.7546967434,0.0579899428
87789768,1016,60596.085281,23.407987,r,835.653718582,5.6174623349,0.0579905753
87789805,1016,60596.08571,23.408645,r,835.654134582,5.854002062,0.0579875518
87789842,1016,60596.086138,23.409297,r,835.654550582,5.7968439888,0.0579827579
87789879,1016,60596.086566,23.409944,r,835.654966582,5.7853390497,0.0579773234
87789916,1016,60596.086994,23.410584,r,835.655382582,5.7504339834,0.0579730721
87789953,1016,60596.087423,23.41122,r,835.655798582,5.7746449271,0.0579719102
87789990,1016,60596.087851,23.411849,r,835.656214582,5.7232907356,0.0579732175
87790027,1016,60596.088279,23.412475,r,835.656630582,5.7536880729,0.0579658806
87790064,1016,60596.088707,23.413094,r,835.657046582,5.8123456237,0.0579643471
87790101,1016,60596.089135,23.413708,r,835.657462582,5.8769066889,0.0579580044
87790138,1016,60596.089564,23.414316,r,835.657878582,5.7305686079,0.0579677462
87790175,1016,60596.089992,23.414919,r,835.658294582,5.7812760915,0.0579731299
87790212,1016,60596.09042,23.415517,r,835.658710582,5.8054258716,0.0579720814
87790249,1016,60596.090848,23.416109,r,835.659126582,5.8277657526,0.0579785734
87790286,1016,60596.091277,23.416695,r,835.659542582,5.7357545765,0.0579809474
87790440,1016,60596.093059,23.31701,g,835.661206582,5.8626621754,0.0579802037
87790476,1016,60596.093476,23.319532,g,835.661622582,5.8476508404,0.0579832836
87790512,1016,60596.093892,23.320096,g,835.662038582,5.7538826345,0.0579870518
87790548,1016,60596.094309,23.320654,g,835.662454582,5.8453287821,0.0579866306
87790585,1016,60596.094737,23.321208,g,835.662870582,5.783091773,0.0579845311
87790622,1016,60596.095166,23.321771,g,835.663286582,5.84173326,0.0579863789
87790659,1016,60596.095594,23.322328,g,835.664118582,5.80595983,0.0579805754
87790696,1016,60596.096022,23.32288,g,835.664534582,5.82153298,0.057986281
87790733,1016,60596.09645,23.323425,g,835.664950582,5.8059411674,0.0579900215
87790770,1016,60596.096879,23.323966,g,835.665366582,5.8912828435,0.0579923203
87790924,1016,60596.098661,22.880453,i,835.667030582,5.6479229852,0.0580031151
87790961,1016,60596.099089,22.882468,i,835.667446582,5.7875684561,0.0580065635
87790997,1016,60596.099506,22.882949,i,835.667862582,5.7959615982,0.0579950737
87791033,1016,60596.099923,22.883412,i,835.668278582,5.8207775839,0.0579941247
87791069,1016,60596.100339,22.88387,i,835.668694582,5.8188508836,0.0580009441
87791105,1016,60596.100756,22.884323,i,835.669110582,5.8789025926,0.0579985291
87791142,1016,60596.101184,22.884771,i,835.669526582,5.825651194,0.0579927253
87791178,1016,60596.101601,22.885226,i,835.669942582,5.843564196,0.0579911676
87791215,1016,60596.102029,22.885665,i,835.670358582,5.7925167894,0.0579969171
87791252,1016,60596.102457,22.886111,i,835.670774582,5.8911561464,0.0580052588
87791289,1016,60596.102885,22.886552,i,835.671190582,5.7408854939,0.0579978806
87791326,1016,60596.103314,22.886987,i,835.671606582,5.8492711889,0.0579998192
87791363,1016,60596.103742,22.887418,i,835.672022582,5.893101754,0.0579929072
87791400,1016,60596.10417,22.887843,i,835.672438582,5.7766139826,0.0579847807
87791437,1016,60596.104598,22.888264,i,835.672854582,5.8272245184,0.0579843996
87791474,1016,60596.105027,22.888678,i,835.673270582,5.8153310792,0.0579887553
87791510,1016,60596.105443,22.889088,i,835.673686582,5.757424527,0.0579827821
87791547,1016,60596.105872,22.889483,i,835.674102582,5.7527324102,0.0579758583
87791584,1016,60596.1063,22.889883,i,835.674518582,5.8446414565,0.0579805111
87791621,1016,60596.106728,22.890278,i,835.674934582,5.7625958594,0.0579805866
87791775,1016,60596.10851,22.365699,z,835.677014582,5.7663429199,0.0579917747
87791811,1016,60596.108927,22.367157,z,835.677430582,5.7846490811,0.0579961101
87791848,1016,60596.109355,22.367508,z,835.677846582,5.8053642914,0.0579950691
87791885,1016,60596.109784,22.367864,z,835.678262582,5.7895183287,0.0579927433
87791922,1016,60596.110212,22.368215,z,835.678678582,5.7957350716,0.057991015
87791958,1016,60596.110629,22.368561,z,835.679094582,5.7603912457,0.0579952418
87791995,1016,60596.111057,22.368894,z,835.679510582,5.6935995727,0.0579928097
87792032,1016,60596.111485,22.369231,z,835.679926582,5.7425149557,0.0579839766
87792069,1016,60596.111913,22.369562,z,835.680342582,5.813050435,0.0579937087
87792106,1016,60596.112342,22.36989,z,835.680758582,5.7252528958,0.0579924843
87792143,1016,60596.11277,22.370211,z,835.681174582,5.9010310999,0.0579937942
87792180,1016,60596.113198,22.370529,z,835.681590582,5.8439460286,0.0579946789
87792217,1016,60596.113626,22.370841,z,835.682006582,5.823774847,0.0579917891
87792254,1016,60596.114054,22.37115,z,835.682422582,5.8265741041,0.0579930922
87792291,1016,60596.114483,22.371452,z,835.682838582,5.8048231463,0.0579805698
87792328,1016,60596.114911,22.37175,z,835.683254582,5.8454460052,0.0579783002
87792365,1016,60596.115339,22.372043,z,835.683670582,5.8809693394,0.0579810463
87792402,1016,60596.115767,22.372331,z,835.684086582,5.7176388952,0.0579817367
87792439,1016,60596.116196,22.372615,z,835.684502582,5.7475261294,0.0579823451
87792476,1016,60596.116624,22.372894,z,835.684918582,5.7655442853,0.0579767001
87792513,1016,60596.117052,22.373168,z,835.685334582,5.8040769219,0.0579778181
87792550,1016,60596.11748,22.373437,z,835.685750582,5.7581050913,0.0579780831
87792586,1016,60596.117897,22.3737,z,835.686166582,5.7278907744,0.0579865856
87792623,1016,60596.118325,22.373955,z,835.686582582,5.7906137836,0.0579901777
87792660,1016,60596.118754,22.374209,z,835.686998582,5.8676655373,0.0579894577
87792696,1016,60596.11917,22.374459,z,835.687414582,5.7754969439,0.0579906512
87792850,1016,60596.120953,21.592159,y,835.689078582,5.927597492,0.0579857339
87792887,1016,60596.121381,21.592698,y,835.689494582,5.7607990366,0.0579895558
87792924,1016,60596.121809,21.592818,y,835.690326582,5.73441878,0.0579863682
87792961,1016,60596.122237,21.592934,y,835.690742582,5.7467548031,0.0579890964
87792998,1016,60596.122666,21.593045,y,835.691158582,5.796417516,0.0579998247
87793034,1016,60596.123082,21.593153,y,835.691574582,5.7402773845,0.0580091663
87793071,1016,60596.12351,21.593255,y,835.691990582,5.8170062329,0.0580021119
87793108,1016,60596.123939,21.593355,y,835.692406582,5.8724578521,0.0580139907
87793145,1016,60596.124367,21.593452,y,835.692822582,5.8200079584,0.058023225
87793182,1016,60596.124795,21.593545,y,835.693238582,5.820518606,0.0580155776
87793219,1016,60596.125223,21.593634,y,835.693654582,5.7020935897,0.0580182279
87793256,1016,60596.125652,21.593718,y,835.694070582,5.7823204724,0.0580170588
87793293,1016,60596.12608,21.5938,y,835.694486582,5.7998895455,0.0580257872
87793330,1016,60596.126508,21.593878,y,835.694902582,5.7971943618,0.0580329618
87793367,1016,60596.126936,21.593951,y,835.695318582,5.8141515491,0.0580284362
87793404,1016,60596.127365,21.594021,y,835.695734582,5.7866043935,0.0580242985
87793441,1016,60596.127793,21.594087,y,835.696150582,5.7403542303,0.0580233866
87793478,1016,60596.128221,21.594149,y,835.696566582,5.804724866,0.0580337943
87793515,1016,60596.128649,21.594207,y,835.696982582,5.8706003307,0.0580334221
87793552,1016,60596.129078,21.594262,y,835.697398582,5.7090870281,0.0580370795
88309001,1022,60602.094924,23.570734,i,841.663254515,5.7738395188,0.0580723901
88309981,1022,60602.106268,23.559129,i,841.674486514,5.7189891939,0.057996865
88312304,1022,60602.133154,23.52906,i,841.701526514,5.7824124343,0.0579344359
88392766,1023,60603.064431,24.418265,r,842.632950504,5.7678364314,0.0577836084
88392803,1023,60603.06486,24.416855,r,842.633366504,5.751816036,0.0577796563
88392840,1023,60603.065288,24.412935,r,842.633782504,5.8748046761,0.0577738144
88392877,1023,60603.065716,24.409051,r,842.634198504,5.7891926508,0.0577710108
88392914,1023,60603.066144,24.405204,r,842.634614504,5.7495688182,0.0577703056
88392951,1023,60603.066573,24.401392,r,842.635030504,5.933487684,0.0577671609
88392988,1023,60603.067001,24.397616,r,842.635446504,5.892634656,0.0577683722
88393024,1023,60603.067418,24.393991,r,842.635862504,5.7052012964,0.0577619318
88393060,1023,60603.067834,24.390381,r,842.636278504,5.8371870555,0.0577604561
88393097,1023,60603.068262,24.386687,r,842.636694504,5.6699136236,0.0577589853
88393133,1023,60603.068679,24.383157,r,842.637110504,5.7444204292,0.0577671198
88393170,1023,60603.069107,24.379525,r,842.637526504,5.8733042442,0.0577634628
88393207,1023,60603.069536,24.375942,r,842.637942504,5.6562067408,0.0577630161
88393244,1023,60603.069964,24.372388,r,842.638358504,5.6697741941,0.0577507138
88393281,1023,60603.070392,24.368865,r,842.638774504,5.7674435759,0.057749791
88393317,1023,60603.070809,24.365481,r,842.639190504,5.768985292,0.0577451477
88393353,1023,60603.071225,24.362109,r,842.639606504,5.7162074757,0.057748968
88393390,1023,60603.071654,24.358654,r,842.640022504,5.8097505876,0.0577468414
88393426,1023,60603.07207,24.355353,r,842.640438504,5.6875043187,0.057739833
88393463,1023,60603.072499,24.351952,r,842.640854504,5.7892917098,0.0577338055
88393617,1023,60603.074281,24.138371,g,842.642518504,5.7700085053,0.0577248982
88393654,1023,60603.074709,24.136998,g,842.642934503,5.7612891562,0.0577178925
88393691,1023,60603.075137,24.133749,g,842.643350503,5.8664967613,0.057715648
88393727,1023,60603.075554,24.130627,g,842.643766503,5.785612584,0.0577226096
88393763,1023,60603.075971,24.127514,g,842.644182503,5.7883649312,0.0577227444
88393800,1023,60603.076399,24.124323,g,842.644598503,5.7502504627,0.0577255173
88393836,1023,60603.076816,24.121269,g,842.645014503,5.6987621586,0.0577230069
88393873,1023,60603.077244,24.118124,g,842.645430503,5.6430698401,0.0577195261
88393909,1023,60603.077661,24.115116,g,842.645846503,5.8456535746,0.0577212594
88393946,1023,60603.078089,24.112017,g,842.646262503,5.7419903035,0.0577228443
88394100,1023,60603.079871,23.767312,i,842.648342503,5.7415941486,0.0577480636
88394136,1023,60603.080288,23.765876,i,842.648758503,5.7848626671,0.0577549462
88394173,1023,60603.080716,23.762856,i,842.649174503,5.7989833157,0.0577478851
88394210,1023,60603.081144,23.759868,i,842.649590503,5.7629990082,0.0577482254
88394247,1023,60603.081573,23.7569,i,842.650006503,5.8509872729,0.0577491184
88394284,1023,60603.082001,23.75395,i,842.650422503,5.6823605394,0.0577472708
88394321,1023,60603.082429,23.753045,i,842.650838503,5.835827798,0.0577544592
88394358,1023,60603.082857,23.753479,i,842.651254503,5.8325403331,0.0577491966
88394395,1023,60603.083286,23.75388,i,842.651670503,5.8885528239,0.0577519298
88394432,1023,60603.083714,23.754251,i,842.652086503,5.7339139768,0.0577479066
88394468,1023,60603.08413,23.754594,i,842.652502503,5.758612009,0.0577448716
88394504,1023,60603.084547,23.754894,i,842.652918503,5.814268578,0.0577470125
88394540,1023,60603.084964,23.755167,i,842.653334503,5.7803002131,0.0577485592
88394577,1023,60603.085392,23.755406,i,842.653750503,5.7925845146,0.057745517
88394614,1023,60603.08582,23.755624,i,842.654166503,5.8077579722,0.0577470853
88394651,1023,60603.086249,23.755814,i,842.654582503,5.790923701,0.0577569783
88394688,1023,60603.086677,23.755972,i,842.654998503,5.9093616669,0.0577525066
88394725,1023,60603.087105,23.756102,i,842.655414503,5.6824821741,0.05775201
88394762,1023,60603.087533,23.7562,i,842.655830503,5.8240492883,0.0577619701
88394799,1023,60603.087962,23.756271,i,842.656246503,5.7659496752,0.057764856
88394953,1023,60603.089744,23.240012,z,842.657910503,5.7808119864,0.0577544143
88394989,1023,60603.090161,23.240997,z,842.658326503,5.7276727716,0.0577525771
88395026,1023,60603.090589,23.240868,z,842.658742503,5.8336273071,0.057753325
88395063,1023,60603.091017,23.240721,z,842.659158503,5.7937455448,0.0577574538
88395099,1023,60603.091434,23.240561,z,842.659574503,5.8383290101,0.0577512828
88395136,1023,60603.091862,23.240353,z,842.659990503,5.8235056174,0.057743858
88395173,1023,60603.09229,23.240128,z,842.660406503,5.7483248987,0.057749283
88395210,1023,60603.092718,23.239878,z,842.660822503,5.776428067,0.0577427299
88395247,1023,60603.093147,23.239603,z,842.661654503,5.7811880406,0.057732787
88395284,1023,60603.093575,23.239303,z,842.662070503,5.7176722107,0.0577352838
88395321,1023,60603.094003,23.238978,z,842.662486503,5.804108332,0.0577391998
88395358,1023,60603.094431,23.238629,z,842.662902503,5.7564553292,0.0577379204
88395395,1023,60603.09486,23.238259,z,842.663318503,5.7594679534,0.0577470787
88395432,1023,60603.095288,23.237864,z,842.663734503,5.8551472412,0.0577615399
88395468,1023,60603.095705,23.237467,z,842.664150503,5.7358868967,0.0577626517
88395505,1023,60603.096133,23.237021,z,842.664566503,5.6936762489,0.0577559363
88395542,1023,60603.096561,23.236562,z,842.664982503,5.7781195219,0.0577522353
88395579,1023,60603.096989,23.236083,z,842.665398503,5.8016115361,0.0577438695
88395615,1023,60603.097406,23.235601,z,842.665814503,5.7515308808,0.0577343368
88395652,1023,60603.097834,23.235074,z,842.666230503,5.8107398515,0.0577414642
88395689,1023,60603.098262,23.234536,z,842.666646503,5.8380463623,0.0577445
88395726,1023,60603.098691,23.233976,z,842.667062503,5.7099895934,0.0577465878
88395763,1023,60603.099119,23.233398,z,842.667478503,5.7788385212,0.0577495617
88395800,1023,60603.099547,23.232802,z,842.667894503,5.7780162227,0.0577505396
88395837,1023,60603.099975,23.232189,z,842.668310503,5.6735626409,0.0577552072
88395874,1023,60603.100404,23.231556,z,842.668726503,5.8155601293,0.0577558345
88396028,1023,60603.102186,22.040751,y,842.670390503,5.7889273099,0.0577432828
88396064,1023,60603.102603,22.041278,y,842.670806503,5.7666327216,0.0577407043
88396101,1023,60603.103031,22.041391,y,842.671222503,5.7858346353,0.0577395281
88396137,1023,60603.103448,22.041504,y,842.671638503,5.7611871657,0.0577451451
88396174,1023,60603.103876,22.041609,y,842.672054503,5.8531913602,0.057742726
88396210,1023,60603.104293,22.041713,y,842.672470503,5.8368766647,0.057734887
88396246,1023,60603.104709,22.041812,y,842.672886503,5.7769590716,0.0577325123
88396282,1023,60603.105126,22.041908,y,842.673302503,5.7633387977,0.0577330011
88396319,1023,60603.105554,22.041999,y,842.673718503,5.6737982131,0.0577262361
88396355,1023,60603.105971,22.042088,y,842.674134503,5.7537338704,0.0577298537
88396392,1023,60603.106399,22.042173,y,842.674550503,5.7479672893,0.0577304401
