night,expDate,fiveSigmaDepth,filter,fieldDec,fieldRA,expMJD,obsTimes,absFlux,fluxErr
2175,187926231,22.939893,z,-0.493128,1.033665,61755.072124,2171.99071185,8.3962041583,0.0841003613
2175,187940608,21.544115,y,-0.441474,1.011712,61755.238528,2172.15721185,8.3239909778,0.0845149191
2176,188020019,23.788574,r,-0.493128,1.033665,61756.157633,2173.07629185,8.3668668985,0.082804392
2178,188194649,24.308328,r,-0.441474,1.011712,61758.178813,2175.09737983,8.1420484591,0.0822160208
2178,188195954,24.237786,r,-0.441474,1.011712,61758.193924,2175.11247583,8.3340153055,0.082369562
2180,188356144,21.598665,y,-0.493128,1.033665,61760.047964,2176.96661982,8.22189432,0.0821567901
2180,188369141,24.316608,g,-0.493128,1.033665,61760.198401,2177.11713582,8.39409217,0.0830535659
2180,188371428,24.162644,g,-0.493128,1.033665,61760.224863,2177.14333182,8.3978025143,0.0827693858
2183,188628190,23.152138,u,-0.441474,1.011712,61763.196655,2180.11546781,8.3069231436,0.0822371868
2185,188794012,23.494181,u,-0.493128,1.033665,61765.115882,2182.0344358,8.1654484502,0.0818704557
2189,189147525,24.188337,r,-0.493128,1.033665,61769.207467,2186.12589577,8.1240815182,0.0809949457
2189,189149654,24.050309,r,-0.493128,1.033665,61769.232112,2186.15075977,8.0759654916,0.0812342294
2191,189311588,24.656828,r,-0.441474,1.011712,61771.106349,2188.02488376,8.1101998473,0.0818604328
2191,189312817,24.616062,r,-0.441474,1.011712,61771.120568,2188.03909176,8.3680054275,0.0820339777
2193,189478603,22.128346,z,-0.441474,1.011712,61773.039394,2189.95805975,7.9414699306,0.0789013218
2193,189479795,22.136896,z,-0.441474,1.011712,61773.053192,2189.97182375,7.8247559023,0.078662647
2193,189481689,23.829842,i,-0.441474,1.011712,61773.075112,2189.99357975,7.8470766734,0.0788645623
2193,189483124,23.837107,i,-0.441474,1.011712,61773.091719,2190.01045175,7.8296512357,0.0787082027
2196,189746983,23.17938,i,-0.493128,1.033665,61776.145644,2193.06428373,7.7746558788,0.0785725379
2196,189748010,23.165001,i,-0.493128,1.033665,61776.157526,2193.07627173,7.7650562729,0.0785803624
2198,189914889,23.372967,i,-0.493128,1.033665,61778.088996,2195.00767172,7.5076994461,0.0760134811
2198,189915513,23.36694,i,-0.493128,1.033665,61778.096218,2195.01477572,7.5845153411,0.0761010042
2198,189915594,23.330013,i,-0.441474,1.011712,61778.097161,2195.01566372,7.613510617,0.0761142976
2198,189917339,23.300535,i,-0.441474,1.011712,61778.117353,2195.03608772,7.7153064078,0.0760904274
2201,190171897,22.059881,y,-0.441474,1.011712,61781.063633,2197.98247171,7.4462772808,0.0750647346
2202,190263447,22.6192,z,-0.441474,1.011712,61782.123231,2199.0418557,7.5203425436,0.0753116105
2202,190265271,22.538885,z,-0.441474,1.011712,61782.144341,2199.0631677,7.5592992414,0.0753453711
2203,190348316,21.89235,y,-0.441474,1.011712,61783.105512,2200.0239837,7.2008257018,0.0731693313
2203,190348589,21.896872,y,-0.493128,1.033665,61783.10867,2200.0270917,7.2490488292,0.0732258478
2205,190527917,22.957784,i,-0.493128,1.033665,61785.184228,2202.10279168,7.3553354999,0.0744142535
2205,190527955,22.911443,i,-0.441474,1.011712,61785.184674,2202.10323568,7.5379708721,0.0744416583
2208,190782017,24.122706,g,-0.441474,1.011712,61788.125207,2205.04384767,7.646516569,0.0755201044
2211,191035206,21.576524,y,-0.493128,1.033665,61791.055632,2207.97424765,7.2769410101,0.0724353002
2212,191128889,23.885049,r,-0.493128,1.033665,61792.139922,2209.05849564,7.1980389316,0.0716500656
2212,191130447,23.792551,r,-0.493128,1.033665,61792.157959,2209.07669964,7.1604735629,0.0714637983
2213,191213646,23.159428,u,-0.441474,1.011712,61793.120905,2210.03973564,7.2001167108,0.0726141532
2214,191295172,22.940516,u,-0.493128,1.033665,61794.064493,2210.98323563,7.3220786932,0.0723933185
2219,191731366,24.198383,r,-0.441474,1.011712,61799.113033,2216.03151561,6.9788096786,0.0692070907
2219,191733306,24.088835,r,-0.441474,1.011712,61799.135496,2216.05415961,6.8486305793,0.0692660588
2224,192165168,23.896207,r,-0.441474,1.011712,61804.133897,2221.05271158,7.0260648476,0.0709696519
2224,192165207,23.949344,r,-0.493128,1.033665,61804.134342,2221.05315558,7.0233507358,0.070957898
2225,192243394,21.994047,z,-0.493128,1.033665,61805.039291,2221.95802757,7.1975148333,0.0710447642
2225,192244698,22.842799,z,-0.493128,1.033665,61805.05438,2221.97312357,7.0685088627,0.0709875429
2225,192249149,23.824029,r,-0.493128,1.033665,61805.105892,2222.02462757,6.9899150089,0.0709360277
2225,192250568,23.762192,r,-0.493128,1.033665,61805.122321,2222.04105557,7.0826630053,0.0709662807
2230,192678407,22.528751,z,-0.441474,1.011712,61810.074157,2226.99298754,7.233480278,0.0717655714
2230,192679504,22.465551,z,-0.441474,1.011712,61810.086855,2227.00541954,7.1635015475,0.0718125015
2232,192852696,22.248699,z,-0.493128,1.033665,61812.091398,2229.01007953,7.1139441526,0.0718759167
2232,192854209,22.139843,z,-0.493128,1.033665,61812.108912,2229.02739553,7.0804559629,0.0717866915
2234,193019995,21.63642,y,-0.441474,1.011712,61814.027731,2230.94636352,7.3888908763,0.0738701094
2234,193025674,23.011707,i,-0.441474,1.011712,61814.09346,2231.01207552,7.3346711933,0.0738464478
2234,193025713,23.052103,i,-0.493128,1.033665,61814.093906,2231.01251952,7.427799574,0.0738385037
2234,193026734,22.958835,i,-0.493128,1.033665,61814.105721,2231.02450752,7.4168872213,0.0739097666
2235,193113311,22.791381,i,-0.441474,1.011712,61815.10777,2232.02661552,7.6044447422,0.0751270098
2236,193195870,24.300549,g,-0.493128,1.033665,61816.063312,2232.98210351,7.4280873174,0.0749985295
2236,193195986,24.243681,g,-0.441474,1.011712,61816.06466,2232.98343551,7.5442493653,0.0750190087
2238,193365858,21.63761,y,-0.441474,1.011712,61818.030766,2234.9494675,7.5987629796,0.0772058691
2238,193365936,21.64842,y,-0.493128,1.033665,61818.031674,2234.9503555,7.8357110794,0.077237058
2240,193540934,24.801755,g,-0.493128,1.033665,61820.057116,2236.97588349,7.8277433485,0.0778095327
2240,193540973,24.770916,g,-0.441474,1.011712,61820.057567,2236.97632749,7.7223721295,0.0778228057
2240,193542033,24.73876,g,-0.493128,1.033665,61820.069834,2236.98831549,7.908679099,0.0777202714
2240,193542072,24.702422,g,-0.441474,1.011712,61820.070282,2236.98875949,7.714709979,0.0777511506
2247,194143787,22.933273,u,-0.493128,1.033665,61827.034583,2243.95334345,7.7881901711,0.0775677154
2247,194143827,22.898536,u,-0.441474,1.011712,61827.035035,2243.95378745,7.7806936227,0.077566248
2249,194315005,21.208976,y,-0.441474,1.011712,61829.016269,2245.93491544,7.5966483008,0.0762580445
2251,194489961,23.873921,r,-0.441474,1.011712,61831.041216,2247.95999943,7.5576259863,0.0757636589
2251,194489999,23.908172,r,-0.493128,1.033665,61831.041664,2247.96044343,7.580171945,0.0757561193
2251,194491027,23.850982,r,-0.493128,1.033665,61831.053555,2247.97198743,7.6052597597,0.0755593314
2251,194491065,23.807313,r,-0.441474,1.011712,61831.054,2247.97243143,7.4269019365,0.0755830056
2252,194578212,23.397591,i,-0.441474,1.011712,61832.062639,2248.98119942,7.5604223402,0.0756746984
2259,195179629,21.235634,y,-0.441474,1.011712,61839.023484,2255.94223138,7.4470361834,0.0738963053
2259,195179667,21.259125,y,-0.493128,1.033665,61839.023931,2255.94267538,7.3402313064,0.0739052024
2260,195264449,21.469977,y,-0.493128,1.033665,61840.0052,2256.92391538,7.3278802218,0.0737351005
2264,195610484,21.101315,y,-0.441474,1.011712,61844.010239,2260.92879535,7.7012525632,0.0763590933
2268,195954972,21.361841,z,-0.493128,1.033665,61847.997373,2264.91591533,8.1258625381,0.0808190932
2269,196041844,21.564692,z,-0.493128,1.033665,61849.002827,2265.92157533,8.1133708026,0.0813625639
2269,196041882,21.539817,z,-0.441474,1.011712,61849.003272,2265.92201933,8.0594988348,0.0813505144
2275,196559057,21.836819,z,-0.493128,1.033665,61854.989087,2271.90758329,7.8928930896,0.0796616167
2275,196559095,21.811203,z,-0.441474,1.011712,61854.989533,2271.90802729,7.9983307916,0.0797274438
2276,196645732,21.605573,z,-0.441474,1.011712,61855.992269,2272.91102329,7.8697753346,0.0785549884
2276,196645770,21.629546,z,-0.493128,1.033665,61855.992715,2272.91146729,7.855411409,0.0785202367
2282,197163270,21.049804,y,-0.493128,1.033665,61861.982299,2278.90102725,8.052672737,0.0803340145
2410,208253187,21.514382,y,-0.441474,1.011712,61990.33782,2407.25654254,7.6348066108,0.0761685586
2432,210148543,23.293684,i,-0.441474,1.011712,62012.274812,2429.19325041,7.6826988231,0.0769108864
2432,210150279,23.45678,i,-0.441474,1.011712,62012.294906,2429.21367441,7.8342741223,0.0769669632
2434,210322171,21.59309,y,-0.493128,1.033665,62014.284389,2431.2032384,7.2285336761,0.0728428997
2436,210496844,22.643062,z,-0.441474,1.011712,62016.306076,2433.22477039,7.4441022777,0.0742638508
2436,210497540,22.678568,z,-0.493128,1.033665,62016.31413,2433.23276239,7.1927111294,0.0742236365
2436,210498045,22.709409,z,-0.441474,1.011712,62016.319972,2433.23853439,7.5326456394,0.0741698219
2436,210498641,22.73737,z,-0.493128,1.033665,62016.326865,2433.24563839,7.3371594203,0.0741023496
2436,210499401,22.778766,z,-0.441474,1.011712,62016.335663,2433.25451839,7.4267446856,0.0742035887
2436,210500968,22.855226,z,-0.441474,1.011712,62016.353805,2433.27227839,7.3770584753,0.0742163116
2440,210841102,21.725558,y,-0.493128,1.033665,62020.290539,2437.20922637,7.1603632753,0.0709051271
2440,210841489,21.742646,y,-0.441474,1.011712,62020.295013,2437.21366637,7.1444326335,0.0709737773
2440,210842224,21.76695,y,-0.441474,1.011712,62020.303522,2437.22210237,6.9981299943,0.0709837984
2440,210842378,21.771724,y,-0.441474,1.011712,62020.305312,2437.22387837,7.0700107057,0.070959924
2440,210843657,21.806929,y,-0.441474,1.011712,62020.320108,2437.23853037,7.0303783605,0.0708497548
2440,210843972,21.812311,y,-0.493128,1.033665,62020.323756,2437.24252637,6.9981176616,0.0708696583
2442,211010186,21.603572,y,-0.493128,1.033665,62022.247527,2439.16637836,7.0310189918,0.0716515813
2442,211022140,21.917019,y,-0.493128,1.033665,62022.385884,2439.30446236,7.1103562409,0.0715005641
2449,211620197,24.501385,r,-0.441474,1.011712,62029.307842,2446.22642232,6.921343598,0.0687121432
2449,211621673,24.520293,r,-0.441474,1.011712,62029.324921,2446.24373832,6.7625348378,0.0686577662
2449,211625124,24.576093,r,-0.493128,1.033665,62029.364863,2446.28369832,6.894434111,0.0689799736
2449,211627618,22.528587,r,-0.493128,1.033665,62029.393731,2446.31255832,6.9081575763,0.0689477763
2451,211786147,23.087848,u,-0.441474,1.011712,62031.228555,2448.14716631,6.6923289208,0.0666453295
2451,211786456,23.110796,u,-0.493128,1.033665,62031.232132,2448.15071831,6.6248136141,0.0667398128
2452,211873216,23.031607,u,-0.441474,1.011712,62032.236307,2449.1550463,6.6005166507,0.0661621351
2452,211873294,23.032462,u,-0.493128,1.033665,62032.237202,2449.1559343,6.5514942208,0.0661226587
2453,211962654,23.598365,i,-0.493128,1.033665,62033.27147,2450.1900103,6.4565956214,0.0647641915
2453,211963600,23.634357,i,-0.493128,1.033665,62033.282413,2450.2011103,6.5210225329,0.0648898297
2453,211966800,23.720848,i,-0.441474,1.011712,62033.319452,2450.2379623,6.5201187272,0.0652765814
2453,211966883,23.721529,i,-0.493128,1.033665,62033.320414,2450.2388503,6.5342932,0.0652062756
2453,211967991,23.738267,i,-0.441474,1.011712,62033.333234,2450.2517263,6.5115771347,0.0653819093
2453,211968082,23.739726,i,-0.493128,1.033665,62033.334291,2450.2530583,6.4528026114,0.0653715493
2456,212218208,24.509048,g,-0.441474,1.011712,62036.229259,2453.14793828,6.4206403316,0.0648895227
2456,212218247,24.506722,g,-0.493128,1.033665,62036.229714,2453.14838228,6.4505742413,0.0649165068
2456,212219966,24.612193,g,-0.441474,1.011712,62036.249608,2453.16836228,6.4863353958,0.0649000466
2456,212220005,24.609639,g,-0.493128,1.033665,62036.250069,2453.16880628,6.5580952418,0.0648759722
2458,212389471,23.768576,r,-0.493128,1.033665,62038.211473,2455.12995427,6.4377149078,0.0648309926
2458,212390767,23.908814,r,-0.493128,1.033665,62038.22648,2455.14505027,6.4595973109,0.0650413519
2459,212476989,23.197108,i,-0.441474,1.011712,62039.224414,2456.14316226,6.2911221057,0.0623075962
2459,212478731,23.203102,i,-0.441474,1.011712,62039.244576,2456.16314226,6.1159951649,0.0622656776
2460,212563835,23.007959,i,-0.493128,1.033665,62040.229575,2457.14837826,6.0925446113,0.0608419066
2460,212565302,23.103552,i,-0.493128,1.033665,62040.246553,2457.16525026,6.0938701395,0.0607979477
2464,212908083,21.559219,y,-0.441474,1.011712,62044.213926,2461.13239023,6.1207404849,0.0615070637
2464,212908509,21.573446,y,-0.493128,1.033665,62044.218856,2461.13727423,6.1896794667,0.0615117441
2464,212922683,22.019589,z,-0.493128,1.033665,62044.382915,2461.30155423,6.1829523114,0.0615633653
2465,212991985,21.767324,y,-0.493128,1.033665,62045.185016,2462.10386223,6.2317778994,0.0628377393
2465,212992062,21.774989,y,-0.441474,1.011712,62045.185912,2462.10475023,6.2267251544,0.0628828301
2466,213080010,21.785347,y,-0.441474,1.011712,62046.203831,2463.12239822,6.3441627397,0.0632752818
2467,213164875,21.720114,y,-0.441474,1.011712,62047.186057,2464.10452622,6.1921169607,0.0621201524
2467,213164992,21.722963,y,-0.493128,1.033665,62047.187409,2464.10585822,6.1859373198,0.0621388479
2469,213352489,22.774838,z,-0.493128,1.033665,62049.357521,2466.27613021,6.2606736292,0.0612070957
2469,213352607,22.736699,z,-0.441474,1.011712,62049.358886,2466.27746221,6.1278735169,0.0612314968
2469,213353666,22.338152,z,-0.493128,1.033665,62049.371135,2466.28989421,6.1574159818,0.061474913
2469,213353783,22.329136,z,-0.441474,1.011712,62049.372499,2466.29122621,6.2198866333,0.0614169356
2472,213610641,23.531241,i,-0.493128,1.033665,62052.345392,2469.26380619,6.1673039415,0.0609556418
2472,213610760,23.49703,i,-0.441474,1.011712,62052.346763,2469.26558219,6.087471685,0.0610176278
2472,213612211,23.507658,i,-0.493128,1.033665,62052.363563,2469.28201019,6.0426803691,0.0608289841
2472,213612329,23.46931,i,-0.441474,1.011712,62052.364927,2469.28334219,5.9664184393,0.0608027886
2473,213688579,23.592501,i,-0.441474,1.011712,62053.247453,2470.16601418,6.1641335369,0.0610670431
2473,213689432,23.605077,i,-0.441474,1.011712,62053.257326,2470.17578218,6.1639373597,0.0609465292
2474,213773416,24.232874,r,-0.441474,1.011712,62054.229355,2471.14814218,6.2762811519,0.0627146573
2474,213775423,24.253994,r,-0.441474,1.011712,62054.252593,2471.17123018,6.2228877714,0.0625791876
2474,213776432,24.269039,r,-0.493128,1.033665,62054.264262,2471.18277418,6.2047914916,0.062449831
2474,213777767,24.274923,r,-0.493128,1.033665,62054.279721,2471.19831418,6.2492362355,0.0622734552
2474,213778057,24.264885,r,-0.441474,1.011712,62054.283072,2471.20186618,6.1930275004,0.0622782228
2474,213780104,24.258758,r,-0.441474,1.011712,62054.306771,2471.22539818,6.1825516989,0.0622867336
2474,213783608,24.211012,r,-0.441474,1.011712,62054.34732,2471.26580218,6.3065782565,0.0623343019
2474,213784890,24.179972,r,-0.441474,1.011712,62054.362154,2471.28089818,6.1971483185,0.0624947783
2477,214031942,24.181552,r,-0.493128,1.033665,62057.221558,2474.14025816,5.915353962,0.0601209801
2477,214033862,24.235314,r,-0.493128,1.033665,62057.243774,2474.16245816,6.0418596761,0.0600514375
2479,214217680,22.115644,z,-0.441474,1.011712,62059.371301,2476.29010615,5.7807101059,0.0567381256
2479,214217758,22.125099,z,-0.493128,1.033665,62059.372205,2476.29099415,5.769186815,0.056757438
2479,214218598,22.093165,z,-0.441474,1.011712,62059.38193,2476.30076215,5.6352654623,0.056669326
2484,214631790,24.870946,g,-0.493128,1.033665,62064.164242,2481.08308612,5.9814068334,0.0597026648
2484,214631871,24.880236,g,-0.441474,1.011712,62064.165174,2481.08397412,5.9423673389,0.0597032193
2484,214633207,24.945544,g,-0.493128,1.033665,62064.180638,2481.09907012,5.8430334539,0.0597549851
2484,214633330,24.955362,g,-0.441474,1.011712,62064.182062,2481.10084612,6.1136320806,0.0598423861
2489,215060050,23.581511,i,-0.493128,1.033665,62069.120958,2486.0394581,5.952656852,0.0588937165
2489,215061268,23.67442,i,-0.493128,1.033665,62069.135051,2486.0536661,5.8797562494,0.0586703506
2490,215160658,24.613351,r,-0.441474,1.011712,62070.285397,2487.20407009,6.0047774068,0.0596061646
2490,215162194,24.641831,r,-0.441474,1.011712,62070.303177,2487.22183009,5.9875250924,0.0596894679
2495,215581346,22.650684,z,-0.441474,1.011712,62075.154469,2492.07297406,5.8973053437,0.059124271
2495,215583341,22.726889,z,-0.441474,1.011712,62075.177565,2492.09606206,5.9008726173,0.058969855
2496,215663955,21.778816,y,-0.493128,1.033665,62076.1106,2493.02935006,5.8879559239,0.0588915862
2496,215664033,21.78612,y,-0.441474,1.011712,62076.111495,2493.03023806,5.8711266516,0.058873208
2496,215665350,21.843947,y,-0.493128,1.033665,62076.12674,2493.04533406,5.7411170833,0.0589520482
2498,215836128,21.80604,y,-0.441474,1.011712,62078.103337,2495.02202205,5.9684611337,0.060136973
2501,216114228,23.157908,i,-0.441474,1.011712,62081.32209,2498.24057803,6.1038216052,0.0605212205
2501,216114852,23.167993,i,-0.493128,1.033665,62081.329308,2498.24812603,6.0889548901,0.0604887528
2501,216115314,23.108519,i,-0.441474,1.011712,62081.334659,2498.25345403,6.0261875745,0.0606368377
2501,216116064,23.112053,i,-0.493128,1.033665,62081.343341,2498.26189003,6.1245086091,0.0607856357
2503,216274874,24.332172,r,-0.493128,1.033665,62083.181418,2500.10005002,6.1792660693,0.0620955626
2503,216276359,24.333623,r,-0.493128,1.033665,62083.198601,2500.11736602,6.2135802707,0.062009216
2509,216785078,22.842661,u,-0.441474,1.011712,62089.086561,2506.00524998,6.2578795184,0.0620528008
2509,216788337,23.036706,u,-0.493128,1.033665,62089.124277,2506.04298998,6.3089722753,0.0623818922
2510,216876844,23.202754,u,-0.441474,1.011712,62090.148663,2507.06729798,6.2034485058,0.0614232924
2510,216876887,23.201528,u,-0.493128,1.033665,62090.149155,2507.06774198,6.1163355027,0.0614248324
2518,217575568,24.789069,g,-0.493128,1.033665,62098.235742,2515.15431393,6.0626391299,0.059216586
2518,217578112,24.71651,g,-0.493128,1.033665,62098.265191,2515.18361793,5.9535087457,0.0592043765
2519,217648862,23.526024,i,-0.441474,1.011712,62099.084058,2516.00279793,6.0517231532,0.0603904031
2519,217650944,23.617079,i,-0.441474,1.011712,62099.108154,2516.02677393,6.0587099931,0.0606338799
2523,217988823,21.827077,z,-0.493128,1.033665,62103.01879,2519.93752591,6.2130060106,0.0609529636
2523,217989055,21.841256,z,-0.441474,1.011712,62103.021475,2519.94018991,6.0717986886,0.0608512943
2523,217990066,21.886744,z,-0.493128,1.033665,62103.033179,2519.95173391,6.1610447936,0.0609175474
2523,217990225,21.89633,z,-0.441474,1.011712,62103.035014,2519.95350991,6.1465933877,0.0609078547
2524,218080471,21.831558,y,-0.493128,1.033665,62104.079528,2520.9982419,6.3576449836,0.0626645991
2524,218080705,21.838311,y,-0.493128,1.033665,62104.082242,2521.0009059,6.2808152569,0.0626479906
2526,218267353,22.461319,z,-0.493128,1.033665,62106.242515,2523.16096589,6.1687236231,0.061254506
2526,218269393,22.397618,z,-0.493128,1.033665,62106.26613,2523.18494189,6.1180149273,0.0612897642
2527,218337175,21.734034,y,-0.441474,1.011712,62107.050643,2523.96948988,6.082405056,0.0616610981
2527,218337949,21.761872,y,-0.441474,1.011712,62107.059596,2523.97836988,6.198562736,0.0615832552
2528,218423166,21.408894,y,-0.493128,1.033665,62108.045908,2524.96449388,6.0246463671,0.0600860613
2530,218606661,23.610834,i,-0.493128,1.033665,62110.169692,2527.08814587,6.0333146935,0.060044286
2530,218607963,23.581538,i,-0.493128,1.033665,62110.184768,2527.10324187,6.0572870555,0.0602022681
2531,218692636,24.063326,r,-0.441474,1.011712,62111.164777,2528.08359386,6.1751194435,0.0614681977
2531,218693070,24.05694,r,-0.493128,1.033665,62111.169799,2528.08847786,6.0922287395,0.0614098277
2531,218701372,23.15064,i,-0.441474,1.011712,62111.265887,2528.18438186,5.9896752873,0.0605815589
2531,218702462,23.078092,i,-0.441474,1.011712,62111.2785,2528.19725786,6.0849351361,0.0606917117
2532,218784372,24.089737,r,-0.493128,1.033665,62112.226534,2529.14519785,6.02747232,0.0610076403
2532,218785928,24.012934,r,-0.493128,1.033665,62112.244542,2529.16295785,6.1762054568,0.0611584854
2533,218872170,24.237123,r,-0.441474,1.011712,62113.242709,2530.16151385,6.142164765,0.0614729143
2533,218874075,24.113537,r,-0.441474,1.011712,62113.264764,2530.18326985,6.2470180963,0.0614362812
2539,219386204,23.336043,u,-0.441474,1.011712,62119.192183,2536.11066982,6.1982874399,0.0615105111
2540,219459061,22.069593,z,-0.493128,1.033665,62120.035436,2536.95426981,6.1999801967,0.0627649416
2540,219459797,22.089274,z,-0.441474,1.011712,62120.043956,2536.96270581,6.2056142539,0.0628762304
2540,219460401,22.100103,z,-0.493128,1.033665,62120.050945,2536.96936581,6.3203233624,0.0630975588
2540,219469363,23.519555,u,-0.493128,1.033665,62120.154665,2537.07326181,6.2058041385,0.0624155126
2543,219730493,24.874306,g,-0.441474,1.011712,62123.177007,2540.09556979,5.8380451453,0.0589826389
2543,219732148,24.819076,g,-0.441474,1.011712,62123.196164,2540.11466179,5.7875659266,0.058933211
2546,219978227,22.31209,z,-0.441474,1.011712,62126.044302,2542.96292178,5.7506521922,0.0577481035
2549,220245794,24.225335,r,-0.441474,1.011712,62129.141144,2546.05982176,5.7391503224,0.0577113692
2549,220247863,24.217933,r,-0.441474,1.011712,62129.165089,2546.08379776,5.756080291,0.0576834257
2550,220337594,23.430287,i,-0.493128,1.033665,62130.203637,2547.12231375,5.9812218489,0.0601856273
2550,220338904,23.48408,i,-0.493128,1.033665,62130.218805,2547.13740975,6.0726015284,0.0601696498
2558,221027225,21.537639,y,-0.493128,1.033665,62138.185478,2555.10410171,6.1148906545,0.061773925
2558,221027808,21.494165,y,-0.441474,1.011712,62138.192234,2555.11076171,6.1042864342,0.0615908149
2559,221109766,23.142037,i,-0.441474,1.011712,62139.140811,2556.0595897,6.1676851956,0.0625516047
2559,221111059,23.078978,i,-0.441474,1.011712,62139.155776,2556.0742417,6.3180821867,0.0627108892
2559,221112346,23.010052,i,-0.441474,1.011712,62139.170681,2556.0893377,6.3635643476,0.0626955945
2559,221113490,22.942322,i,-0.441474,1.011712,62139.183912,2556.1026577,6.2366518426,0.0626783153
2561,221287928,23.307023,i,-0.493128,1.033665,62141.202874,2558.12152569,5.9820305611,0.0598814444
2561,221289261,23.198123,i,-0.493128,1.033665,62141.2183,2558.13706569,5.9099139259,0.0598724688
2565,221624792,24.952459,g,-0.493128,1.033665,62145.101769,2562.02028967,5.8632357123,0.059794249
2565,221626425,24.914471,g,-0.493128,1.033665,62145.120664,2562.03938167,6.0103465058,0.0597410119
2566,221717640,24.21602,r,-0.441474,1.011712,62146.176393,2563.09521366,5.906893021,0.0595546886
2566,221718330,24.206032,r,-0.493128,1.033665,62146.184378,2563.10320566,5.9597459385,0.0596470127
2566,221719321,24.100295,r,-0.441474,1.011712,62146.195856,2563.11430566,6.003085858,0.0594844338
2566,221719439,24.13184,r,-0.493128,1.033665,62146.197215,2563.11563766,6.1597255926,0.0594998673
2571,222145175,23.462053,u,-0.441474,1.011712,62151.124721,2568.04314964,6.4094263786,0.064166565
2571,222145215,23.483675,u,-0.493128,1.033665,62151.125181,2568.04359364,6.3945238929,0.0641742823
2574,222408462,24.64682,g,-0.441474,1.011712,62154.172014,2571.09076562,6.0582789246,0.0605858305
2576,222577272,24.099391,r,-0.493128,1.033665,62156.125835,2573.04436561,5.9223248922,0.0591519176
2576,222579043,24.046425,r,-0.493128,1.033665,62156.146335,2573.06478961,5.9067990631,0.0593343192
2578,222743237,21.857467,y,-0.441474,1.011712,62158.046733,2574.9655536,5.9558839879,0.0587514338
2578,222743366,21.861667,y,-0.493128,1.033665,62158.048223,2574.9668856,5.9038774828,0.0587485399
2578,222748442,24.361722,r,-0.441474,1.011712,62158.106968,2575.0254936,5.9142709261,0.0590791152
2578,222749816,24.322652,r,-0.441474,1.011712,62158.122881,2575.0414776,5.8680200247,0.0591698597
2580,222916027,22.055763,z,-0.493128,1.033665,62160.04661,2576.96532959,5.9537600926,0.0582287016
2580,222917997,22.814515,z,-0.493128,1.033665,62160.069421,2576.98797359,5.8082648658,0.0583195099
2581,223007722,23.446454,i,-0.493128,1.033665,62161.107895,2578.02648958,6.0411155384,0.0601670811
2581,223008948,23.399487,i,-0.493128,1.033665,62161.122091,2578.04069758,5.9804491631,0.0600948558
2586,223439758,21.929293,y,-0.441474,1.011712,62166.108321,2583.02681755,5.7998571466,0.0579912162
2589,223702089,23.290219,i,-0.493128,1.033665,62169.144556,2586.06333354,5.8377446284,0.0582633133
2591,223864819,21.90312,y,-0.441474,1.011712,62171.028008,2587.94678153,5.7436199248,0.0569498221
2591,223865907,21.895087,y,-0.493128,1.033665,62171.040601,2587.95921353,5.7512189651,0.0569683701
2591,223871497,24.202486,r,-0.493128,1.033665,62171.105293,2588.02403752,5.7282896387,0.0575013839
2591,223873387,24.049188,r,-0.493128,1.033665,62171.127171,2588.04579352,5.8010864454,0.057669624
2593,224043808,24.671036,g,-0.441474,1.011712,62173.099639,2590.01848551,5.5610458782,0.0550164815
2593,224045052,24.584526,g,-0.441474,1.011712,62173.114036,2590.03269351,5.5256406754,0.0551433631
2599,224555817,21.940839,z,-0.441474,1.011712,62179.025661,2595.94410948,5.380995047,0.0536826093
2599,224556985,21.918376,z,-0.441474,1.011712,62179.039185,2595.95787348,5.3438369515,0.0536190462
2603,224902811,23.307246,u,-0.493128,1.033665,62183.041799,2599.96053346,5.370282347,0.0533799131
2604,224988250,22.062134,z,-0.441474,1.011712,62184.030674,2600.94932145,5.2554327254,0.0518297037
2606,225162584,24.439005,r,-0.441474,1.011712,62186.048434,2602.96685744,4.6851613067,0.0465962471
2606,225162623,24.469851,r,-0.493128,1.033665,62186.048887,2602.96730144,4.6643338707,0.0465672996
2606,225163841,24.381425,r,-0.441474,1.011712,62186.062976,2602.98150944,4.6537424079,0.0465372164
2606,225163879,24.416483,r,-0.493128,1.033665,62186.063425,2602.98195344,4.6825427574,0.0465190642
2607,225247076,22.271638,z,-0.493128,1.033665,62187.026344,2603.94498944,4.8467125397,0.0492072695
2607,225248724,23.230939,z,-0.493128,1.033665,62187.045419,2603.96408144,4.8712163147,0.0494267928
2608,225336258,23.405762,i,-0.441474,1.011712,62188.058544,2604.97728943,4.8020368298,0.0485824498
2608,225337332,23.349024,i,-0.441474,1.011712,62188.070975,2604.98972143,4.8282784904,0.0486051024
2612,225681528,21.807903,y,-0.493128,1.033665,62192.054724,2608.97328941,5.0007945134,0.0494129951
2614,225851340,21.342704,y,-0.441474,1.011712,62194.020146,2610.9388774,5.0799869551,0.0508086934
2615,225937830,21.332499,y,-0.493128,1.033665,62195.021186,2611.93965339,4.9346652223,0.0498098669
2622,226541257,21.91849,z,-0.493128,1.033665,62202.005294,2618.92377335,5.5822299342,0.0566262753
2622,226542620,21.875191,z,-0.493128,1.033665,62202.021067,2618.93975735,5.6734620183,0.0566989898
2623,226627390,22.011328,z,-0.441474,1.011712,62203.0022,2619.92099735,5.836579188,0.057384749
