obsTimes,filter,absFlux
1724.0000423575,g,7.9338616897
1724.9999303519,r,8.0942796712
1724.9999303519,g,8.0942796712
1725.9998183463,r,8.0854825513
1725.9998183463,g,8.0854825513
1727.0001503407,r,8.2306877937
1727.0001503407,g,8.2306877937
1728.0000383351,r,8.0676019792
1728.0000383351,g,8.0676019792
1728.9999263296,r,7.7898380882
1728.9999263296,g,7.7898380882
1729.999814324,r,7.955219262
1729.999814324,g,7.955219262
1731.0001463184,r,7.8922336102
1731.0001463184,g,7.8922336102
1732.0000343128,r,7.6645152787
1732.0000343128,g,7.6645152787
1732.9999223072,r,7.862964142
1732.9999223072,g,7.862964142
1733.9998103016,r,7.8020346666
1733.9998103016,g,7.8020346666
1735.000142296,r,7.6259074733
1735.000142296,g,7.6259074733
1736.0000302904,r,7.3983971273
1736.0000302904,g,7.3983971273
1736.9999182848,r,7.3264403837
1736.9999182848,g,7.3264403837
1737.9998062792,r,7.5386185125
1737.9998062792,g,7.5386185125
1739.0001382736,r,7.6603356509
1739.0001382736,g,7.6603356509
1740.000026268,r,7.5795836803
1740.000026268,g,7.5795836803
1740.9999142624,r,7.9358177722
1740.9999142624,g,7.9358177722
1741.9998022568,r,7.8186971743
1741.9998022568,g,7.8186971743
1743.0001342512,r,7.7123061446
1743.0001342512,g,7.7123061446
1744.0000222457,r,7.6430679379
1744.0000222457,g,7.6430679379
1744.9999102401,r,7.5112601442
1744.9999102401,g,7.5112601442
1745.9997982345,r,7.4006293217
1745.9997982345,g,7.4006293217
1747.0001302289,r,7.5876610603
1747.0001302289,g,7.5876610603
1748.0000182233,r,7.6469461831
1748.0000182233,g,7.6469461831
1748.9999062177,r,7.6991028062
1748.9999062177,g,7.6991028062
1749.9997942121,r,7.9602973668
1749.9997942121,g,7.9602973668
1751.0001262065,r,8.0956173498
1751.0001262065,g,8.0956173498
1752.0000142009,r,8.0763467194
1752.0000142009,g,8.0763467194
1752.9999021953,r,7.8884405432
1752.9999021953,g,7.8884405432
1753.9997901897,r,7.9799596456
1753.9997901897,g,7.9799596456
1755.0001221841,r,7.6089524516
1755.0001221841,g,7.6089524516
1756.0000101785,r,7.8296614315
1756.0000101785,g,7.8296614315
1756.9998981729,r,7.8739474856
1756.9998981729,g,7.8739474856
1757.9997861674,r,8.1389442277
1757.9997861674,g,8.1389442277
1759.0001181618,r,7.9449086458
1759.0001181618,g,7.9449086458
1760.0000061562,r,8.2225487764
1760.0000061562,g,8.2225487764
1760.9998941506,r,8.0607409577
1760.9998941506,g,8.0607409577
1761.999782145,r,8.3011658889
1761.999782145,g,8.3011658889
1763.0001141394,r,8.2304616951
1763.0001141394,g,8.2304616951
1764.0000021338,r,8.0434690502
1764.0000021338,g,8.0434690502
1764.9998901282,r,7.9812004405
1764.9998901282,g,7.9812004405
1765.9997781226,r,8.1514799654
1765.9997781226,g,8.1514799654
1767.000110117,r,8.1602291307
1767.000110117,g,8.1602291307
1767.9999981114,r,8.0151642504
1767.9999981114,g,8.0151642504
1768.9998861058,r,8.0209122379
1768.9998861058,g,8.0209122379
1770.0002181002,r,7.9350549829
1770.0002181002,g,7.9350549829
1771.0001060946,r,8.0936281365
1771.0001060946,g,8.0936281365
1771.999994089,r,8.0267108267
1771.999994089,g,8.0267108267
1772.9998820835,r,7.8599658775
1772.9998820835,g,7.8599658775
1774.0002140779,r,7.947183011
1774.0002140779,g,7.947183011
1775.0001020723,r,8.1175253735
1775.0001020723,g,8.1175253735
1775.9999900667,r,7.9392559828
1775.9999900667,g,7.9392559828
1776.9998780611,r,7.9431922413
1776.9998780611,g,7.9431922413
1778.0002100555,r,7.825876645
1778.0002100555,g,7.825876645
1779.0000980499,r,8.1755652834
1779.0000980499,g,8.1755652834
1779.9999860443,r,8.1113152559
1779.9999860443,g,8.1113152559
1780.9998740387,r,7.9327367873
1780.9998740387,g,7.9327367873
1782.0002060331,r,7.7785724137
1782.0002060331,g,7.7785724137
1783.0000940275,r,7.7366170457
1783.0000940275,g,7.7366170457
1783.9999820219,r,7.6133936158
1783.9999820219,g,7.6133936158
1784.9998700163,r,7.7457502618
1784.9998700163,g,7.7457502618
1786.0002020107,r,7.5723029365
1786.0002020107,g,7.5723029365
1787.0000900052,r,7.6969663621
1787.0000900052,g,7.6969663621
1787.9999779996,r,7.7958078576
1787.9999779996,g,7.7958078576
1788.999865994,r,7.7977439695
1788.999865994,g,7.7977439695
1790.0001979884,r,7.7897159402
1790.0001979884,g,7.7897159402
1791.0000859828,r,7.7503704713
1791.0000859828,g,7.7503704713
1791.9999739772,r,7.9039131717
1791.9999739772,g,7.9039131717
1792.9998619716,r,7.9496201047
1792.9998619716,g,7.9496201047
1794.000193966,r,7.91111608
1794.000193966,g,7.91111608
1795.0000819604,r,7.5681723823
1795.0000819604,g,7.5681723823
1795.9999699548,r,7.8331123278
1795.9999699548,g,7.8331123278
1796.9998579492,r,8.0500153538
1796.9998579492,g,8.0500153538
1798.0001899436,r,7.8140064453
1798.0001899436,g,7.8140064453
1799.000077938,r,7.9031622537
1799.000077938,g,7.9031622537
1799.9999659324,r,7.83226956
1799.9999659324,g,7.83226956
1800.9998539268,r,7.9350018135
1800.9998539268,g,7.9350018135
1802.0001859213,r,8.0876748593
1802.0001859213,g,8.0876748593
1803.0000739157,r,7.9977846805
1803.0000739157,g,7.9977846805
1803.9999619101,r,7.9338312227
1803.9999619101,g,7.9338312227
1804.9998499045,r,7.7450175052
1804.9998499045,g,7.7450175052
1806.0001818989,r,7.9021326636
1806.0001818989,g,7.9021326636
1807.0000698933,r,7.8004759066
1807.0000698933,g,7.8004759066
1807.9999578877,r,7.7380798961
1807.9999578877,g,7.7380798961
1808.9998458821,r,7.6890850326
1808.9998458821,g,7.6890850326
1810.0001778765,r,7.5498005398
1810.0001778765,g,7.5498005398
1811.0000658709,r,7.4111188458
1811.0000658709,g,7.4111188458
1811.9999538653,r,7.2190256628
1811.9999538653,g,7.2190256628
1812.9998418597,r,7.0134060953
1812.9998418597,g,7.0134060953
1814.0001738541,r,7.059968409
1814.0001738541,g,7.059968409
1815.0000618485,r,7.100027529
1815.0000618485,g,7.100027529
1815.999949843,r,6.9224072223
1815.999949843,g,6.9224072223
1816.9998378374,r,6.9589154662
1816.9998378374,g,6.9589154662
1818.0001698318,r,6.9095713343
1818.0001698318,g,6.9095713343
1819.0000578262,r,6.7723712787
1819.0000578262,g,6.7723712787
1819.9999458206,r,6.7534628123
1819.9999458206,g,6.7534628123
1820.999833815,r,7.0727249428
1820.999833815,g,7.0727249428
1822.0001658094,r,7.2396591808
1822.0001658094,g,7.2396591808
1823.0000538038,r,7.5329890745
1823.0000538038,g,7.5329890745
1823.9999417982,r,7.4975550941
1823.9999417982,g,7.4975550941
1824.9998297926,r,7.4260834613
1824.9998297926,g,7.4260834613
1826.000161787,r,7.4725883501
1826.000161787,g,7.4725883501
1827.0000497814,r,7.4952724565
1827.0000497814,g,7.4952724565
1827.9999377758,r,7.344499595
1827.9999377758,g,7.344499595
1828.9998257702,r,7.1983852289
1828.9998257702,g,7.1983852289
1830.0001577646,r,7.3135866962
1830.0001577646,g,7.3135866962
1831.0000457591,r,7.2785108708
1831.0000457591,g,7.2785108708
1831.9999337535,r,7.170719254
1831.9999337535,g,7.170719254
1832.9998217479,r,7.2981557752
1832.9998217479,g,7.2981557752
1834.0001537423,r,7.0654402097
1834.0001537423,g,7.0654402097
1835.0000417367,r,6.7558063536
1835.0000417367,g,6.7558063536
1835.9999297311,r,6.8355295849
1835.9999297311,g,6.8355295849
1836.9998177255,r,6.9602961512
1836.9998177255,g,6.9602961512
1838.0001497199,r,6.9692528959
1838.0001497199,g,6.9692528959
1839.0000377143,r,6.7958799389
1839.0000377143,g,6.7958799389
1839.9999257087,r,6.6232168602
1839.9999257087,g,6.6232168602
1840.9998137031,r,6.6466403255
1840.9998137031,g,6.6466403255
1842.0001456975,r,6.6048741015
1842.0001456975,g,6.6048741015
1843.0000336919,r,6.6894371471
1843.0000336919,g,6.6894371471
1843.9999216863,r,6.6504725391
1843.9999216863,g,6.6504725391
1844.9998096808,r,6.7273974998
1844.9998096808,g,6.7273974998
1846.0001416752,r,6.8083699184
1846.0001416752,g,6.8083699184
1847.0000296696,r,6.8461976256
1847.0000296696,g,6.8461976256
1847.999917664,r,6.9378323324
1847.999917664,g,6.9378323324
1848.9998056584,r,7.0537808544
1848.9998056584,g,7.0537808544
1850.0001376528,r,7.0611665377
1850.0001376528,g,7.0611665377
1851.0000256472,r,7.2457799067
1851.0000256472,g,7.2457799067
1851.9999136416,r,7.3276698882
1851.9999136416,g,7.3276698882
1852.999801636,r,7.1819001456
1852.999801636,g,7.1819001456
1854.0001336304,r,7.2529547032
1854.0001336304,g,7.2529547032
1855.0000216248,r,7.2972232029
1855.0000216248,g,7.2972232029
1855.9999096192,r,7.3845680086
1855.9999096192,g,7.3845680086
1856.9997976136,r,7.2277834922
1856.9997976136,g,7.2277834922
1858.000129608,r,6.8214701354
1858.000129608,g,6.8214701354
1859.0000176024,r,6.7625338848
1859.0000176024,g,6.7625338848
1859.9999055969,r,6.8406950777
1859.9999055969,g,6.8406950777
1860.9997935913,r,6.9633485995
1860.9997935913,g,6.9633485995
1862.0001255857,r,7.0534987139
1862.0001255857,g,7.0534987139
1863.0000135801,r,7.0405210059
1863.0000135801,g,7.0405210059
1863.9999015745,r,7.2053995253
1863.9999015745,g,7.2053995253
1864.9997895689,r,7.094730109
1864.9997895689,g,7.094730109
1866.0001215633,r,7.0449996399
1866.0001215633,g,7.0449996399
1867.0000095577,r,6.8030390122
1867.0000095577,g,6.8030390122
1867.9998975521,r,6.7899663139
1867.9998975521,g,6.7899663139
1868.9997855465,r,6.771275536
1868.9997855465,g,6.771275536
1870.0001175409,r,6.6467381478
1870.0001175409,g,6.6467381478
1871.0000055353,r,6.6989455383
1871.0000055353,g,6.6989455383
1871.9998935297,r,6.4309262834
1871.9998935297,g,6.4309262834
1872.9997815241,r,6.4402762669
1872.9997815241,g,6.4402762669
1874.0001135186,r,6.3210761429
1874.0001135186,g,6.3210761429
1875.000001513,r,6.4513386704
1875.000001513,g,6.4513386704
1875.9998895074,r,6.5430309322
1875.9998895074,g,6.5430309322
1877.0002215018,r,6.7642631665
1877.0002215018,g,6.7642631665
1878.0001094962,r,6.8355696225
1878.0001094962,g,6.8355696225
1878.9999974906,r,6.7697332186
1878.9999974906,g,6.7697332186
1879.999885485,r,6.8655583896
1879.999885485,g,6.8655583896
1881.0002174794,r,7.0348324649
1881.0002174794,g,7.0348324649
1882.0001054738,r,6.9719843255
1882.0001054738,g,6.9719843255
1882.9999934682,r,6.8922396758
1882.9999934682,g,6.8922396758
1883.9998814626,r,6.8116327227
1883.9998814626,g,6.8116327227
1885.000213457,r,6.8323551028
1885.000213457,g,6.8323551028
1886.0001014514,r,6.9165893011
1886.0001014514,g,6.9165893011
1886.9999894458,r,6.9808424144
1886.9999894458,g,6.9808424144
1887.9998774402,r,6.840887879
1887.9998774402,g,6.840887879
1889.0002094347,r,6.7448597747
1889.0002094347,g,6.7448597747
1890.0000974291,r,6.8261906756
1890.0000974291,g,6.8261906756
1890.9999854235,r,6.8306021176
1890.9999854235,g,6.8306021176
1891.9998734179,r,6.9496640445
1891.9998734179,g,6.9496640445
1893.0002054123,r,6.8804772482
1893.0002054123,g,6.8804772482
1894.0000934067,r,6.9017806854
1894.0000934067,g,6.9017806854
1894.9999814011,r,6.9272201093
1894.9999814011,g,6.9272201093
1895.9998693955,r,6.8488570396
1895.9998693955,g,6.8488570396
1897.0002013899,r,6.8146662309
1897.0002013899,g,6.8146662309
1898.0000893843,r,6.6312628879
1898.0000893843,g,6.6312628879
1898.9999773787,r,6.3338294568
1898.9999773787,g,6.3338294568
1899.9998653731,r,6.3132672929
1899.9998653731,g,6.3132672929
1901.0001973675,r,6.4859862218
1901.0001973675,g,6.4859862218
1902.0000853619,r,6.5376057872
1902.0000853619,g,6.5376057872
1902.9999733564,r,6.4499533546
1902.9999733564,g,6.4499533546
1903.9998613508,r,6.4472722202
1903.9998613508,g,6.4472722202
1905.0001933452,r,6.3528817904
1905.0001933452,g,6.3528817904
1906.0000813396,r,6.280926728
1906.0000813396,g,6.280926728
1906.999969334,r,6.3513677271
1906.999969334,g,6.3513677271
1907.9998573284,r,5.9632388917
1907.9998573284,g,5.9632388917
1909.0001893228,r,6.2172733318
1909.0001893228,g,6.2172733318
1910.0000773172,r,5.961648363
1910.0000773172,g,5.961648363
1910.9999653116,r,5.9642942939
1910.9999653116,g,5.9642942939
1911.999853306,r,6.2429442096
1911.999853306,g,6.2429442096
1913.0001853004,r,6.38198216
1913.0001853004,g,6.38198216
1914.0000732948,r,6.1812662612
1914.0000732948,g,6.1812662612
1914.9999612892,r,6.0881406127
1914.9999612892,g,6.0881406127
1915.9998492836,r,6.1362535407
1915.9998492836,g,6.1362535407
1917.000181278,r,6.21223157
1917.000181278,g,6.21223157
1918.0000692725,r,6.2443333902
1918.0000692725,g,6.2443333902
1918.9999572669,r,6.0425558966
1918.9999572669,g,6.0425558966
1919.9998452613,r,6.3199387094
1919.9998452613,g,6.3199387094
1921.0001772557,r,6.3781437127
1921.0001772557,g,6.3781437127
1922.0000652501,r,6.7106441097
1922.0000652501,g,6.7106441097
1922.9999532445,r,6.6213495315
1922.9999532445,g,6.6213495315
1923.9998412389,r,6.6157466058
1923.9998412389,g,6.6157466058
1925.0001732333,r,6.4727925035
1925.0001732333,g,6.4727925035
1926.0000612277,r,6.6566892385
1926.0000612277,g,6.6566892385
1926.9999492221,r,6.5498806591
1926.9999492221,g,6.5498806591
1927.9998372165,r,6.7108444736
1927.9998372165,g,6.7108444736
1929.0001692109,r,6.9156746939
1929.0001692109,g,6.9156746939
1930.0000572053,r,6.7993823633
1930.0000572053,g,6.7993823633
1930.9999451997,r,6.7350342747
1930.9999451997,g,6.7350342747
1931.9998331942,r,6.8113185412
1931.9998331942,g,6.8113185412
1933.0001651886,r,6.8765039301
1933.0001651886,g,6.8765039301
1934.000053183,r,6.919873067
1934.000053183,g,6.919873067
1934.9999411774,r,6.9022810621
1934.9999411774,g,6.9022810621
1935.9998291718,r,6.8994130248
1935.9998291718,g,6.8994130248
1937.0001611662,r,7.132599115
1937.0001611662,g,7.132599115
1938.0000491606,r,7.1408158334
1938.0000491606,g,7.1408158334
1938.999937155,r,7.1050404934
1938.999937155,g,7.1050404934
1939.9998251494,r,7.0062919959
1939.9998251494,g,7.0062919959
1941.0001571438,r,6.7700418996
1941.0001571438,g,6.7700418996
1942.0000451382,r,6.8771916098
1942.0000451382,g,6.8771916098
1942.9999331326,r,7.2729240416
1942.9999331326,g,7.2729240416
1943.999821127,r,6.9203193878
1943.999821127,g,6.9203193878
1945.0001531214,r,6.6786644723
1945.0001531214,g,6.6786644723
1946.0000411158,r,7.0412967963
1946.0000411158,g,7.0412967963
1946.9999291103,r,7.0173087529
1946.9999291103,g,7.0173087529
1947.9998171047,r,7.0130122239
1947.9998171047,g,7.0130122239
1949.0001490991,r,7.0490748509
1949.0001490991,g,7.0490748509
1950.0000370935,r,7.0466603555
1950.0000370935,g,7.0466603555
1950.9999250879,r,7.3824067258
1950.9999250879,g,7.3824067258
1951.9998130823,r,7.3709663491
1951.9998130823,g,7.3709663491
1953.0001450767,r,7.3491789518
1953.0001450767,g,7.3491789518
1954.0000330711,r,7.3998853021
1954.0000330711,g,7.3998853021
1954.9999210655,r,7.0195044825
1954.9999210655,g,7.0195044825
1955.9998090599,r,7.0566805641
1955.9998090599,g,7.0566805641
1957.0001410543,r,7.1750940778
1957.0001410543,g,7.1750940778
1958.0000290487,r,7.269940187
1958.0000290487,g,7.269940187
1958.9999170431,r,7.1672399208
1958.9999170431,g,7.1672399208
1959.9998050375,r,7.2567476686
1959.9998050375,g,7.2567476686
1961.000137032,r,7.1669226342
1961.000137032,g,7.1669226342
1962.0000250264,r,7.2653524757
1962.0000250264,g,7.2653524757
1962.9999130208,r,7.2336739364
1962.9999130208,g,7.2336739364
1963.9998010152,r,7.1399043235
1963.9998010152,g,7.1399043235
1965.0001330096,r,7.2621161605
1965.0001330096,g,7.2621161605
1966.000021004,r,7.3384665949
1966.000021004,g,7.3384665949
1966.9999089984,r,7.3434245109
1966.9999089984,g,7.3434245109
1967.9997969928,r,7.4999344501
1967.9997969928,g,7.4999344501
1969.0001289872,r,7.6362216407
1969.0001289872,g,7.6362216407
1970.0000169816,r,7.435063863
1970.0000169816,g,7.435063863
1970.999904976,r,7.4482241966
1970.999904976,g,7.4482241966
1971.9997929704,r,7.3829230268
1971.9997929704,g,7.3829230268
1973.0001249648,r,7.4446116643
1973.0001249648,g,7.4446116643
1974.0000129592,r,7.3343780129
1974.0000129592,g,7.3343780129
1974.9999009537,r,7.2267262633
1974.9999009537,g,7.2267262633
1975.9997889481,r,7.3296012052
1975.9997889481,g,7.3296012052
1977.0001209425,r,7.3248594286
1977.0001209425,g,7.3248594286
1978.0000089369,r,7.3122358041
1978.0000089369,g,7.3122358041
1978.9998969313,r,7.4126969713
1978.9998969313,g,7.4126969713
1979.9997849257,r,7.5204000776
1979.9997849257,g,7.5204000776
1981.0001169201,r,7.6144440498
1981.0001169201,g,7.6144440498
1982.0000049145,r,7.5710142428
1982.0000049145,g,7.5710142428
1982.9998929089,r,7.1916814611
1982.9998929089,g,7.1916814611
1983.9997809033,r,7.4763118793
1983.9997809033,g,7.4763118793
1985.0001128977,r,7.2930916975
1985.0001128977,g,7.2930916975
1986.0000008921,r,7.5087445085
1986.0000008921,g,7.5087445085
1986.9998888865,r,7.3224084888
1986.9998888865,g,7.3224084888
1988.0002208809,r,7.452451987
1988.0002208809,g,7.452451987
1989.0001088753,r,7.4416386874
1989.0001088753,g,7.4416386874
1989.9999968698,r,7.3542167873
1989.9999968698,g,7.3542167873
1990.9998848642,r,7.2438526561
1990.9998848642,g,7.2438526561
1992.0002168586,r,7.5148798973
1992.0002168586,g,7.5148798973
1993.000104853,r,7.4347236085
1993.000104853,g,7.4347236085
1993.9999928474,r,7.4279043026
1993.9999928474,g,7.4279043026
1994.9998808418,r,7.4107362049
1994.9998808418,g,7.4107362049
1996.0002128362,r,7.7039611192
1996.0002128362,g,7.7039611192
1997.0001008306,r,7.3843697506
1997.0001008306,g,7.3843697506
1997.999988825,r,7.3631879177
1997.999988825,g,7.3631879177
1998.9998768194,r,7.2534424563
1998.9998768194,g,7.2534424563
2000.0002088138,r,7.0251808829
2000.0002088138,g,7.0251808829
2001.0000968082,r,6.8606526661
2001.0000968082,g,6.8606526661
2001.9999848026,r,7.0755405204
2001.9999848026,g,7.0755405204
2002.999872797,r,6.910263044
2002.999872797,g,6.910263044
2004.0002047914,r,6.8942429378
2004.0002047914,g,6.8942429378
2005.0000927859,r,6.7937527412
2005.0000927859,g,6.7937527412
2005.9999807803,r,6.680409003
2005.9999807803,g,6.680409003
2006.9998687747,r,6.7088652036
2006.9998687747,g,6.7088652036
2008.0002007691,r,6.6435720679
2008.0002007691,g,6.6435720679
2009.0000887635,r,6.6555507412
2009.0000887635,g,6.6555507412
2009.9999767579,r,6.7004281359
2009.9999767579,g,6.7004281359
2010.9998647523,r,6.8355816581
2010.9998647523,g,6.8355816581
2012.0001967467,r,6.9857136408
2012.0001967467,g,6.9857136408
2013.0000847411,r,6.8678667594
2013.0000847411,g,6.8678667594
2013.9999727355,r,7.0498459117
2013.9999727355,g,7.0498459117
2014.9998607299,r,6.929892788
2014.9998607299,g,6.929892788
2016.0001927243,r,7.3047162655
2016.0001927243,g,7.3047162655
2017.0000807187,r,7.3005123771
2017.0000807187,g,7.3005123771
2017.9999687131,r,7.0820070181
2017.9999687131,g,7.0820070181
2018.9998567076,r,7.0733725758
2018.9998567076,g,7.0733725758
2020.000188702,r,7.0661734761
2020.000188702,g,7.0661734761
2021.0000766964,r,7.1069437954
2021.0000766964,g,7.1069437954
2021.9999646908,r,7.2241167116
2021.9999646908,g,7.2241167116
2022.9998526852,r,7.0125438264
2022.9998526852,g,7.0125438264
2024.0001846796,r,7.4997410328
2024.0001846796,g,7.4997410328
2025.000072674,r,7.2996628361
2025.000072674,g,7.2996628361
2025.9999606684,r,7.1579635718
2025.9999606684,g,7.1579635718
2026.9998486628,r,6.8384852316
2026.9998486628,g,6.8384852316
2028.0001806572,r,6.8964438058
2028.0001806572,g,6.8964438058
2029.0000686516,r,7.0251078568
2029.0000686516,g,7.0251078568
2029.999956646,r,7.0622089545
2029.999956646,g,7.0622089545
2030.9998446404,r,7.09533941
2030.9998446404,g,7.09533941
2032.0001766348,r,7.1052679186
2032.0001766348,g,7.1052679186
2033.0000646293,r,6.9952678561
2033.0000646293,g,6.9952678561
2033.9999526237,r,6.8971433032
2033.9999526237,g,6.8971433032
2034.9998406181,r,6.6300092501
2034.9998406181,g,6.6300092501
2036.0001726125,r,6.9851265601
2036.0001726125,g,6.9851265601
2037.0000606069,r,6.9329202325
2037.0000606069,g,6.9329202325
2037.9999486013,r,6.9671395521
2037.9999486013,g,6.9671395521
2038.9998365957,r,6.7394908785
2038.9998365957,g,6.7394908785
2040.0001685901,r,7.0261580193
2040.0001685901,g,7.0261580193
2041.0000565845,r,6.9090159205
2041.0000565845,g,6.9090159205
2041.9999445789,r,6.678517873
2041.9999445789,g,6.678517873
2042.9998325733,r,6.872205911
2042.9998325733,g,6.872205911
2044.0001645677,r,7.0110855798
2044.0001645677,g,7.0110855798
2045.0000525621,r,7.1655522916
2045.0000525621,g,7.1655522916
2045.9999405565,r,7.1686971019
2045.9999405565,g,7.1686971019
2046.9998285509,r,7.1723774533
2046.9998285509,g,7.1723774533
2048.0001605454,r,7.091532383
2048.0001605454,g,7.091532383
2049.0000485398,r,7.0189232793
2049.0000485398,g,7.0189232793
2049.9999365342,r,7.1638208224
2049.9999365342,g,7.1638208224
2050.9998245286,r,6.9293769493
2050.9998245286,g,6.9293769493
2052.000156523,r,6.9513573791
2052.000156523,g,6.9513573791
2053.0000445174,r,6.7775034455
2053.0000445174,g,6.7775034455
2053.9999325118,r,6.872210711
2053.9999325118,g,6.872210711
2054.9998205062,r,6.8905301822
2054.9998205062,g,6.8905301822
2056.0001525006,r,7.1030333354
2056.0001525006,g,7.1030333354
2057.000040495,r,7.026730207
2057.000040495,g,7.026730207
2057.9999284894,r,7.2010512188
2057.9999284894,g,7.2010512188
2058.9998164838,r,7.3207715361
2058.9998164838,g,7.3207715361
2060.0001484782,r,7.5312690253
2060.0001484782,g,7.5312690253
2061.0000364726,r,7.2824604253
2061.0000364726,g,7.2824604253
2061.9999244671,r,7.4471744977
2061.9999244671,g,7.4471744977
2062.9998124615,r,7.6134981172
2062.9998124615,g,7.6134981172
2064.0001444559,r,7.4253911668
2064.0001444559,g,7.4253911668
2065.0000324503,r,7.3202082834
2065.0000324503,g,7.3202082834
2065.9999204447,r,7.4718063742
2065.9999204447,g,7.4718063742
2066.9998084391,r,7.6977820703
2066.9998084391,g,7.6977820703
2068.0001404335,r,7.8337830058
2068.0001404335,g,7.8337830058
2069.0000284279,r,7.7733426836
2069.0000284279,g,7.7733426836
2069.9999164223,r,7.8637160972
2069.9999164223,g,7.8637160972
2070.9998044167,r,7.8101350149
2070.9998044167,g,7.8101350149
2072.0001364111,r,7.8703581699
2072.0001364111,g,7.8703581699
2073.0000244055,r,8.0128282284
2073.0000244055,g,8.0128282284
2073.9999123999,r,8.1291313273
2073.9999123999,g,8.1291313273
2074.9998003943,r,8.1868962274
2074.9998003943,g,8.1868962274
2076.0001323887,r,7.8964536697
2076.0001323887,g,7.8964536697
2077.0000203832,r,7.9616294843
2077.0000203832,g,7.9616294843
2077.9999083776,r,7.7659606934
2077.9999083776,g,7.7659606934
2078.999796372,r,7.746547365
2078.999796372,g,7.746547365
2080.0001283664,r,7.5577282166
2080.0001283664,g,7.5577282166
2081.0000163608,r,7.6796872897
2081.0000163608,g,7.6796872897
2081.9999043552,r,7.6197474379
2081.9999043552,g,7.6197474379
2082.9997923496,r,7.3445484912
2082.9997923496,g,7.3445484912
2084.000124344,r,7.5142080074
2084.000124344,g,7.5142080074
2085.0000123384,r,7.3352856446
2085.0000123384,g,7.3352856446
2085.9999003328,r,7.4881493015
2085.9999003328,g,7.4881493015
2086.9997883272,r,7.4733851097
2086.9997883272,g,7.4733851097
2088.0001203216,r,7.5376536925
2088.0001203216,g,7.5376536925
2089.000008316,r,7.5290828782
2089.000008316,g,7.5290828782
2089.9998963104,r,7.5947647929
2089.9998963104,g,7.5947647929
2090.9997843049,r,7.6438782673
2090.9997843049,g,7.6438782673
2092.0001162993,r,7.8824090528
2092.0001162993,g,7.8824090528
2093.0000042937,r,7.8690932571
2093.0000042937,g,7.8690932571
2093.9998922881,r,7.7730325174
2093.9998922881,g,7.7730325174
2094.9997802825,r,7.7378098639
2094.9997802825,g,7.7378098639
2096.0001122769,r,7.9806800759
2096.0001122769,g,7.9806800759
2097.0000002713,r,7.9667173727
2097.0000002713,g,7.9667173727
2097.9998882657,r,8.3351811474
2097.9998882657,g,8.3351811474
2099.0002202601,r,8.6129631208
2099.0002202601,g,8.6129631208
2100.0001082545,r,8.3267831383
2100.0001082545,g,8.3267831383
2100.9999962489,r,8.374939826
2100.9999962489,g,8.374939826
2101.9998842433,r,8.1514177122
2101.9998842433,g,8.1514177122
2103.0002162377,r,8.3182452317
2103.0002162377,g,8.3182452317
2104.0001042321,r,8.0194369825
2104.0001042321,g,8.0194369825
2104.9999922265,r,7.8482613416
2104.9999922265,g,7.8482613416
2105.999880221,r,7.7020022428
2105.999880221,g,7.7020022428
2107.0002122154,r,7.6949470174
2107.0002122154,g,7.6949470174
2108.0001002098,r,7.7313176235
2108.0001002098,g,7.7313176235
2108.9999882042,r,7.7400233014
2108.9999882042,g,7.7400233014
2109.9998761986,r,7.7530518537
2109.9998761986,g,7.7530518537
2111.000208193,r,7.7444344575
2111.000208193,g,7.7444344575
2112.0000961874,r,7.9128390649
2112.0000961874,g,7.9128390649
2112.9999841818,r,7.9160657928
2112.9999841818,g,7.9160657928
2113.9998721762,r,7.9307542136
2113.9998721762,g,7.9307542136
2115.0002041706,r,7.9321933292
2115.0002041706,g,7.9321933292
2116.000092165,r,7.8266535399
2116.000092165,g,7.8266535399
2116.9999801594,r,7.9715057621
2116.9999801594,g,7.9715057621
2117.9998681538,r,7.8623909853
2117.9998681538,g,7.8623909853
2119.0002001482,r,7.7183581577
2119.0002001482,g,7.7183581577
2120.0000881427,r,7.7682394858
2120.0000881427,g,7.7682394858
2120.9999761371,r,7.8541852817
2120.9999761371,g,7.8541852817
2121.9998641315,r,8.0769352187
2121.9998641315,g,8.0769352187
2123.0001961259,r,8.2050905126
2123.0001961259,g,8.2050905126
2124.0000841203,r,8.5289056182
2124.0000841203,g,8.5289056182
2124.9999721147,r,8.4910988828
2124.9999721147,g,8.4910988828
2125.9998601091,r,8.6008649224
2125.9998601091,g,8.6008649224
2127.0001921035,r,8.7413259635
2127.0001921035,g,8.7413259635
2128.0000800979,r,8.6540952905
2128.0000800979,g,8.6540952905
2128.9999680923,r,8.6166810804
2128.9999680923,g,8.6166810804
2129.9998560867,r,8.6678652557
2129.9998560867,g,8.6678652557
2131.0001880811,r,8.4354202102
2131.0001880811,g,8.4354202102
2132.0000760755,r,8.5612710352
2132.0000760755,g,8.5612710352
2132.9999640699,r,8.3488243558
2132.9999640699,g,8.3488243558
2133.9998520643,r,8.2719989542
2133.9998520643,g,8.2719989542
2135.0001840588,r,8.4165539335
2135.0001840588,g,8.4165539335
2136.0000720532,r,8.2053236357
2136.0000720532,g,8.2053236357
2136.9999600476,r,8.2523328244
2136.9999600476,g,8.2523328244
2137.999848042,r,8.3680791942
2137.999848042,g,8.3680791942
2139.0001800364,r,8.4426489684
2139.0001800364,g,8.4426489684
